timestamp;akkuLadung;akkuLadestand;netzbezug;solarleistung;hausabgabe;akkuEntladung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-11-30T23:00:00+00:00;0.0;268.0;267.0;0.0;0.0;-0.0;267.0;0.0;0.0;0.0;0;267.0;267.0;267.0;0.0;268;268.0
2025-11-30T23:01:34.844000+00:00;0.0;268.0;251.0;0.0;0.0;-0.0;251.0;0.0;0.0;0.0;0.0;0;251.0;0.0;251.0;268;268.0
2025-11-30T23:05:35.641000+00:00;0.0;268.0;235.0;0.0;0.0;-0.0;235.0;0.0;0.0;0.0;0.0;0;235.0;0.0;235.0;268;268.0
2025-11-30T23:10:36.542000+00:00;0.0;268.0;238.0;0.0;0.0;-0.0;238.0;0.0;0.0;0.0;0.0;0;238.0;0.0;238.0;268;268.0
2025-11-30T23:16:02.546000+00:00;0.0;268.0;236.0;0.0;0.0;-0.0;236.0;0.0;0.0;0.0;0.0;0;236.0;0.0;236.0;268;268.0
2025-11-30T23:21:02.550000+00:00;0.0;268.0;207.0;0.0;0.0;-0.0;207.0;0.0;0.0;0.0;0.0;0;207.0;0.0;207.0;268;268.0
2025-11-30T23:26:28.552000+00:00;0.0;268.0;194.0;0.0;0.0;-0.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;268;268.0
2025-11-30T23:31:28.559000+00:00;0.0;268.0;217.0;0.0;0.0;-0.0;217.0;0.0;0.0;0.0;0.0;0;217.0;0.0;217.0;268;268.0
2025-11-30T23:35:54.548000+00:00;0.0;268.0;255.0;0.0;0.0;-0.0;255.0;0.0;0.0;0.0;0.0;0;255.0;0.0;255.0;268;268.0
2025-11-30T23:40:55.579000+00:00;0.0;268.0;238.0;0.0;0.0;-0.0;238.0;0.0;0.0;0.0;0.0;0;238.0;0.0;238.0;268;268.0
