timestamp;netzbezug;hausabgabe;solarleistung;akkuLadung;akkuEntladung;akkuLadestand;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-11T00:00:00.000+01:00;231;0;0;0;0;241;231;0;0;0;0;231;231;231;0;241;241
2025-12-11T00:02:48.261+01:00;229;0;0;0;0;241;229;0;0;0;0;0;229;0;229;268;268
2025-12-11T00:07:48.258+01:00;214;0;0;0;0;241;214;0;0;0;0;0;214;0;214;268;268
2025-12-11T00:13:16.259+01:00;238;0;0;0;0;241;238;0;0;0;0;0;238;0;238;268;268
2025-12-11T00:18:16.264+01:00;218;0;0;0;0;241;218;0;0;0;0;0;218;0;218;268;268
2025-12-11T00:22:41.309+01:00;176;0;0;0;0;241;176;0;0;0;0;0;176;0;176;268;268
2025-12-11T00:27:41.263+01:00;183;0;0;0;0;241;183;0;0;0;0;0;183;0;183;268;268
2025-12-11T00:33:06.263+01:00;234;0;0;0;0;241;234;0;0;0;0;0;234;0;234;268;268
2025-12-11T00:38:06.260+01:00;2046;0;0;0;0;241;2046;0;0;0;0;0;2046;0;2046;268;268
2025-12-11T00:43:31.263+01:00;247;0;0;0;0;241;247;0;0;0;0;0;247;0;247;268;268
2025-12-11T00:48:31.268+01:00;228;0;0;0;0;241;228;0;0;0;0;0;228;0;228;268;268
2025-12-11T00:53:56.266+01:00;230;0;0;0;0;241;230;0;0;0;0;0;230;0;230;268;268
2025-12-11T00:57:56.263+01:00;213;0;0;0;0;241;213;0;0;0;0;0;213;0;213;268;268
2025-12-11T01:03:21.440+01:00;200;0;0;0;0;241;200;0;0;0;0;0;200;0;200;268;268
2025-12-11T01:08:21.262+01:00;178;0;0;0;0;241;178;0;0;0;0;0;178;0;178;268;268
2025-12-11T01:13:46.400+01:00;184;0;0;0;0;241;184;0;0;0;0;0;184;0;184;268;268
2025-12-11T01:18:46.269+01:00;181;0;0;0;0;241;181;0;0;0;0;0;181;0;181;268;268
2025-12-11T01:24:11.397+01:00;202;0;0;0;0;241;202;0;0;0;0;0;202;0;202;268;268
2025-12-11T01:28:11.266+01:00;206;0;0;0;0;241;206;0;0;0;0;0;206;0;206;268;268
2025-12-11T01:33:11.259+01:00;204;0;0;0;0;241;204;0;0;0;0;0;204;0;204;268;268
2025-12-11T01:38:36.267+01:00;200;0;0;0;0;241;200;0;0;0;0;0;200;0;200;268;268
2025-12-11T01:43:36.261+01:00;199;0;0;0;0;241;199;0;0;0;0;0;199;0;199;268;268
2025-12-11T01:49:01.261+01:00;200;0;0;0;0;241;200;0;0;0;0;0;200;0;200;268;268
2025-12-11T01:54:01.301+01:00;176;0;0;0;0;241;176;0;0;0;0;0;176;0;176;268;268
2025-12-11T01:58:26.277+01:00;179;0;0;0;0;241;179;0;0;0;0;0;179;0;179;268;268
2025-12-11T02:03:26.262+01:00;181;0;0;0;0;241;181;0;0;0;0;0;181;0;181;268;268
2025-12-11T02:08:51.280+01:00;178;0;0;0;0;241;178;0;0;0;0;0;178;0;178;268;268
2025-12-11T02:13:51.265+01:00;175;0;0;0;0;241;175;0;0;0;0;0;175;0;175;268;268
2025-12-11T02:19:16.283+01:00;176;0;0;0;0;241;176;0;0;0;0;0;176;0;176;268;268
2025-12-11T02:24:16.257+01:00;177;0;0;0;0;241;177;0;0;0;0;0;177;0;177;268;268
2025-12-11T02:28:41.293+01:00;196;0;0;0;0;241;196;0;0;0;0;0;196;0;196;268;268
2025-12-11T02:33:41.258+01:00;202;0;0;0;0;241;202;0;0;0;0;0;202;0;202;268;268
2025-12-11T02:39:06.266+01:00;196;0;0;0;0;241;196;0;0;0;0;0;196;0;196;268;268
2025-12-11T02:44:06.270+01:00;194;0;0;0;0;241;194;0;0;0;0;0;194;0;194;268;268
2025-12-11T02:49:31.259+01:00;192;0;0;0;0;241;192;0;0;0;0;0;192;0;192;268;268
2025-12-11T02:54:31.268+01:00;199;0;0;0;0;241;199;0;0;0;0;0;199;0;199;268;268
2025-12-11T02:58:56.268+01:00;191;0;0;0;0;241;191;0;0;0;0;0;191;0;191;268;268
2025-12-11T03:03:56.343+01:00;175;0;0;0;0;241;175;0;0;0;0;0;175;0;175;268;268
2025-12-11T03:14:21.261+01:00;174;0;0;0;0;241;174;0;0;0;0;0;174;0;174;268;268
2025-12-11T03:19:46.273+01:00;173;0;0;0;0;241;173;0;0;0;0;0;173;0;173;268;268
2025-12-11T03:23:46.265+01:00;176;0;0;0;0;241;176;0;0;0;0;0;176;0;176;268;268
2025-12-11T03:34:11.271+01:00;182;0;0;0;0;241;182;0;0;0;0;0;182;0;182;268;268
2025-12-11T03:39:36.403+01:00;176;0;0;0;0;241;176;0;0;0;0;0;176;0;176;268;268
2025-12-11T03:44:36.265+01:00;177;0;0;0;0;241;177;0;0;0;0;0;177;0;177;268;268
2025-12-11T03:50:01.423+01:00;173;0;0;0;0;241;173;0;0;0;0;0;173;0;173;268;268
2025-12-11T03:54:01.262+01:00;176;0;0;0;0;241;176;0;0;0;0;0;176;0;176;268;268
2025-12-11T03:59:01.264+01:00;199;0;0;0;0;241;199;0;0;0;0;0;199;0;199;268;268
2025-12-11T04:04:26.270+01:00;195;0;0;0;0;241;195;0;0;0;0;0;195;0;195;268;268
2025-12-11T04:14:51.268+01:00;197;0;0;0;0;241;197;0;0;0;0;0;197;0;197;268;268
2025-12-11T04:19:51.259+01:00;194;0;0;0;0;241;194;0;0;0;0;0;194;0;194;268;268
2025-12-11T04:24:16.281+01:00;195;0;0;0;0;241;195;0;0;0;0;0;195;0;195;268;268
2025-12-11T04:29:16.272+01:00;204;0;0;0;0;241;204;0;0;0;0;0;204;0;204;268;268
2025-12-11T04:39:41.274+01:00;202;0;0;0;0;241;202;0;0;0;0;0;202;0;202;268;268
2025-12-11T04:45:06.301+01:00;201;0;0;0;0;241;201;0;0;0;0;0;201;0;201;268;268
2025-12-11T04:50:06.263+01:00;197;0;0;0;0;241;197;0;0;0;0;0;197;0;197;268;268
2025-12-11T04:54:31.263+01:00;198;0;0;0;0;241;198;0;0;0;0;0;198;0;198;268;268
2025-12-11T04:59:31.328+01:00;199;0;0;0;0;241;199;0;0;0;0;0;199;0;199;268;268
2025-12-11T05:09:56.279+01:00;174;0;0;0;0;241;174;0;0;0;0;0;174;0;174;268;268
2025-12-11T05:20:21.271+01:00;176;0;0;0;0;241;176;0;0;0;0;0;176;0;176;268;268
2025-12-11T05:24:46.263+01:00;195;0;0;0;0;241;195;0;0;0;0;0;195;0;195;268;268
2025-12-11T05:29:46.285+01:00;197;0;0;0;0;241;197;0;0;0;0;0;197;0;197;268;268
2025-12-11T05:35:11.440+01:00;195;0;0;0;0;241;195;0;0;0;0;0;195;0;195;268;268
2025-12-11T05:45:36.323+01:00;192;0;0;0;0;241;192;0;0;0;0;0;192;0;192;268;268
2025-12-11T05:50:36.264+01:00;196;0;0;0;0;241;196;0;0;0;0;0;196;0;196;268;268
2025-12-11T05:56:01.289+01:00;175;0;0;0;0;241;175;0;0;0;0;0;175;0;175;268;268
2025-12-11T06:05:26.412+01:00;178;0;0;0;0;241;178;0;0;0;0;0;178;0;178;268;268
2025-12-11T06:10:26.273+01:00;184;0;0;0;0;241;184;0;0;0;0;0;184;0;184;268;268
2025-12-11T06:15:51.414+01:00;176;0;0;0;0;241;176;0;0;0;0;0;176;0;176;268;268
2025-12-11T06:26:16.428+01:00;175;0;0;0;0;241;175;0;0;0;0;0;175;0;175;268;268
2025-12-11T06:30:16.284+01:00;196;0;0;0;0;241;196;0;0;0;0;0;196;0;196;268;268
2025-12-11T06:35:16.273+01:00;206;0;0;0;0;241;206;0;0;0;0;0;206;0;206;268;268
2025-12-11T06:40:41.272+01:00;204;0;0;0;0;241;204;0;0;0;0;0;204;0;204;268;268
2025-12-11T06:45:41.279+01:00;194;0;0;0;0;241;194;0;0;0;0;0;194;0;194;268;268
2025-12-11T06:51:06.281+01:00;193;0;0;0;0;241;193;0;0;0;0;0;193;0;193;268;268
2025-12-11T06:56:06.278+01:00;236;0;0;0;0;241;236;0;0;0;0;0;236;0;236;268;268
2025-12-11T07:00:31.301+01:00;1644;0;0;0;0;241;1644;0;0;0;0;0;1644;0;1644;268;268
2025-12-11T07:05:31.267+01:00;1590;0;0;0;0;241;1590;0;0;0;0;0;1590;0;1590;268;268
2025-12-11T07:10:56.446+01:00;1025;0;0;0;0;241;1025;0;0;0;0;0;1025;0;1025;268;268
