timestamp;netzbezug;hausabgabe;solarleistung;akkuLadung;akkuEntladung;akkuLadestand;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-11-30T00:00:00.000+01:00;200;0;0;0;0;268;200;0;0;0;-200;200;200;200;0;268;268
2025-11-30T00:00:59.631+01:00;199;0;0;0;0;268;199;0;0;0;0;0;199;0;199;268;268
2025-11-30T00:06:02.546+01:00;201;0;0;0;0;268;201;0;0;0;0;0;201;0;201;268;268
2025-11-30T00:11:29.551+01:00;204;0;0;0;0;268;204;0;0;0;0;0;204;0;204;268;268
2025-11-30T00:16:29.549+01:00;202;0;0;0;0;268;202;0;0;0;0;0;202;0;202;268;268
2025-11-30T00:21:55.616+01:00;201;0;0;0;0;268;201;0;0;0;0;0;201;0;201;268;268
2025-11-30T00:26:56.554+01:00;182;0;0;0;0;268;182;0;0;0;0;0;182;0;182;268;268
2025-11-30T00:36:22.537+01:00;180;0;0;0;0;268;180;0;0;0;0;0;180;0;180;268;268
2025-11-30T00:41:48.423+01:00;179;0;0;0;0;268;179;0;0;0;0;0;179;0;179;268;268
2025-11-30T00:46:48.534+01:00;202;0;0;0;0;268;202;0;0;0;0;0;202;0;202;268;268
2025-11-30T00:56:14.553+01:00;200;0;0;0;0;268;200;0;0;0;0;0;200;0;200;268;268
2025-11-30T01:06:42.574+01:00;198;0;0;0;0;268;198;0;0;0;0;0;198;0;198;268;268
2025-11-30T01:11:42.533+01:00;206;0;0;0;0;268;206;0;0;0;0;0;206;0;206;268;268
2025-11-30T01:17:08.544+01:00;203;0;0;0;0;268;203;0;0;0;0;0;203;0;203;268;268
2025-11-30T01:22:08.536+01:00;182;0;0;0;0;268;182;0;0;0;0;0;182;0;182;268;268
2025-11-30T01:31:35.545+01:00;184;0;0;0;0;268;184;0;0;0;0;0;184;0;184;268;268
2025-11-30T01:37:02.537+01:00;198;0;0;0;0;268;198;0;0;0;0;0;198;0;198;268;268
2025-11-30T01:47:29.549+01:00;195;0;0;0;0;268;195;0;0;0;0;0;195;0;195;268;268
2025-11-30T01:52:29.542+01:00;197;0;0;0;0;268;197;0;0;0;0;0;197;0;197;268;268
2025-11-30T01:56:55.565+01:00;194;0;0;0;0;268;194;0;0;0;0;0;194;0;194;268;268
2025-11-30T02:01:55.581+01:00;205;0;0;0;0;268;205;0;0;0;0;0;205;0;205;268;268
2025-11-30T02:07:21.552+01:00;204;0;0;0;0;268;204;0;0;0;0;0;204;0;204;268;268
2025-11-30T02:12:21.555+01:00;178;0;0;0;0;268;178;0;0;0;0;0;178;0;178;268;268
2025-11-30T02:21:47.529+01:00;176;0;0;0;0;268;176;0;0;0;0;0;176;0;176;268;268
2025-11-30T02:27:13.553+01:00;177;0;0;0;0;268;177;0;0;0;0;0;177;0;177;268;268
2025-11-30T02:32:14.544+01:00;175;0;0;0;0;268;175;0;0;0;0;0;175;0;175;268;268
2025-11-30T02:37:40.571+01:00;203;0;0;0;0;268;203;0;0;0;0;0;203;0;203;268;268
2025-11-30T02:42:40.539+01:00;199;0;0;0;0;268;199;0;0;0;0;0;199;0;199;268;268
2025-11-30T02:48:06.555+01:00;198;0;0;0;0;268;198;0;0;0;0;0;198;0;198;268;268
2025-11-30T02:52:06.536+01:00;196;0;0;0;0;268;196;0;0;0;0;0;196;0;196;268;268
2025-11-30T02:57:32.452+01:00;194;0;0;0;0;268;194;0;0;0;0;0;194;0;194;268;268
2025-11-30T03:02:32.573+01:00;196;0;0;0;0;268;196;0;0;0;0;0;196;0;196;268;268
2025-11-30T03:07:58.457+01:00;198;0;0;0;0;268;198;0;0;0;0;0;198;0;198;268;268
2025-11-30T03:12:58.549+01:00;175;0;0;0;0;268;175;0;0;0;0;0;175;0;175;268;268
2025-11-30T03:18:24.464+01:00;176;0;0;0;0;268;176;0;0;0;0;0;176;0;176;268;268
2025-11-30T03:27:24.533+01:00;196;0;0;0;0;268;196;0;0;0;0;0;196;0;196;268;268
2025-11-30T03:32:50.544+01:00;203;0;0;0;0;268;203;0;0;0;0;0;203;0;203;268;268
2025-11-30T03:37:50.548+01:00;204;0;0;0;0;268;204;0;0;0;0;0;204;0;204;268;268
2025-11-30T03:42:16.592+01:00;202;0;0;0;0;268;202;0;0;0;0;0;202;0;202;268;268
2025-11-30T03:48:16.534+01:00;201;0;0;0;0;268;201;0;0;0;0;0;201;0;201;268;268
2025-11-30T03:52:42.547+01:00;204;0;0;0;0;268;204;0;0;0;0;0;204;0;204;268;268
2025-11-30T03:57:42.544+01:00;200;0;0;0;0;268;200;0;0;0;0;0;200;0;200;268;268
2025-11-30T04:03:08.550+01:00;184;0;0;0;0;268;184;0;0;0;0;0;184;0;184;268;268
2025-11-30T04:08:08.670+01:00;182;0;0;0;0;268;182;0;0;0;0;0;182;0;182;268;268
2025-11-30T04:12:35.564+01:00;206;0;0;0;0;268;206;0;0;0;0;0;206;0;206;268;268
2025-11-30T04:17:35.530+01:00;181;0;0;0;0;268;181;0;0;0;0;0;181;0;181;268;268
2025-11-30T04:23:02.537+01:00;176;0;0;0;0;268;176;0;0;0;0;0;176;0;176;268;268
2025-11-30T04:33:28.538+01:00;201;0;0;0;0;268;201;0;0;0;0;0;201;0;201;268;268
2025-11-30T04:42:54.553+01:00;202;0;0;0;0;268;202;0;0;0;0;0;202;0;202;268;268
2025-11-30T04:47:54.579+01:00;199;0;0;0;0;268;199;0;0;0;0;0;199;0;199;268;268
