timestamp;netzbezug;akkuLadestand;akkuLadung;hausabgabe;solarleistung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-27T00:00:00;201.0;268.0;0.0;0.0;0.0;201.0;0.0;0.0;0.0;0;201.0;201.0;201.0;0.0;536;268.0
2025-12-27T00:00:31.502005;191.0;268.0;0.0;0.0;0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;536;536
2025-12-27T00:05:31.492198;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-27T00:10:58.485247;187.0;268.0;0.0;0.0;0.0;187.0;0.0;0.0;0.0;0.0;0;187.0;0.0;187.0;536;536.0
2025-12-27T00:15:58.510296;190.0;268.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;536;536.0
2025-12-27T00:20:23.467427;193.0;268.0;0.0;0.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-27T00:25:23.502434;168.0;268.0;0.0;0.0;0.0;168.0;0.0;0.0;0.0;0.0;0;168.0;0.0;168.0;536;536.0
2025-12-27T00:30:48.474169;170.0;268.0;0.0;0.0;0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;536;536.0
2025-12-27T00:40:14.478144;190.0;268.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;536;536.0
2025-12-27T00:50:40.478921;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-27T01:01:06.479580;187.0;268.0;0.0;0.0;0.0;187.0;0.0;0.0;0.0;0.0;0;187.0;0.0;187.0;536;536.0
2025-12-27T01:06:06.480479;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-27T01:10:31.493711;187.0;268.0;0.0;0.0;0.0;187.0;0.0;0.0;0.0;0.0;0;187.0;0.0;187.0;536;536.0
2025-12-27T01:15:31.472742;168.0;268.0;0.0;0.0;0.0;168.0;0.0;0.0;0.0;0.0;0;168.0;0.0;168.0;536;536.0
2025-12-27T01:20:56.477484;169.0;268.0;0.0;0.0;0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;536;536.0
2025-12-27T01:31:22.528713;168.0;268.0;0.0;0.0;0.0;168.0;0.0;0.0;0.0;0.0;0;168.0;0.0;168.0;536;536.0
2025-12-27T01:36:22.478161;169.0;268.0;0.0;0.0;0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;536;536.0
2025-12-27T01:45:47.476605;192.0;268.0;0.0;0.0;0.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;536;536.0
2025-12-27T01:56:12.536726;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-27T02:01:37.560410;187.0;268.0;0.0;0.0;0.0;187.0;0.0;0.0;0.0;0.0;0;187.0;0.0;187.0;536;536.0
2025-12-27T02:06:37.479091;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-27T02:12:02.549205;190.0;268.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;536;536.0
2025-12-27T02:16:02.477643;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-27T02:21:03.473990;188.0;268.0;0.0;0.0;0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;536;536.0
2025-12-27T02:26:28.475436;169.0;268.0;0.0;0.0;0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;536;536.0
2025-12-27T02:31:28.473482;225.0;268.0;0.0;0.0;0.0;225.0;0.0;0.0;0.0;0.0;0;225.0;0.0;225.0;536;536.0
2025-12-27T02:36:54.475599;190.0;268.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;536;536.0
2025-12-27T02:41:54.491175;169.0;268.0;0.0;0.0;0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;536;536.0
2025-12-27T02:46:19.478723;170.0;268.0;0.0;0.0;0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;536;536.0
2025-12-27T02:51:19.510574;171.0;268.0;0.0;0.0;0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;536;536.0
2025-12-27T02:56:45.471852;190.0;268.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;536;536.0
2025-12-27T03:01:45.496831;192.0;268.0;0.0;0.0;0.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;536;536.0
2025-12-27T03:12:10.503076;187.0;268.0;0.0;0.0;0.0;187.0;0.0;0.0;0.0;0.0;0;187.0;0.0;187.0;536;536.0
2025-12-27T03:27:02.486335;185.0;268.0;0.0;0.0;0.0;185.0;0.0;0.0;0.0;0.0;0;185.0;0.0;185.0;536;536.0
2025-12-27T03:32:02.487031;177.0;268.0;0.0;0.0;0.0;177.0;0.0;0.0;0.0;0.0;0;177.0;0.0;177.0;536;536.0
2025-12-27T03:36:27.494844;170.0;268.0;0.0;0.0;0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;536;536.0
2025-12-27T03:41:27.469836;188.0;268.0;0.0;0.0;0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;536;536.0
2025-12-27T03:46:53.474713;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-27T03:51:53.476663;169.0;268.0;0.0;0.0;0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;536;536.0
2025-12-27T04:07:44.479516;191.0;268.0;0.0;0.0;0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;536;536.0
2025-12-27T04:11:44.473897;192.0;268.0;0.0;0.0;0.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;536;536.0
2025-12-27T04:17:10.549280;193.0;268.0;0.0;0.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-27T04:22:10.482056;190.0;268.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;536;536.0
2025-12-27T04:27:35.553172;188.0;268.0;0.0;0.0;0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;536;536.0
2025-12-27T04:32:35.479382;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-27T04:38:00.572236;190.0;268.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;536;536.0
2025-12-27T04:42:00.499993;187.0;268.0;0.0;0.0;0.0;187.0;0.0;0.0;0.0;0.0;0;187.0;0.0;187.0;536;536.0
2025-12-27T04:47:00.504707;167.0;268.0;0.0;0.0;0.0;167.0;0.0;0.0;0.0;0.0;0;167.0;0.0;167.0;536;536.0
2025-12-27T04:52:26.501394;168.0;268.0;0.0;0.0;0.0;168.0;0.0;0.0;0.0;0.0;0;168.0;0.0;168.0;536;536.0
2025-12-27T04:57:26.537690;169.0;268.0;0.0;0.0;0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;536;536.0
2025-12-27T05:02:52.489103;168.0;268.0;0.0;0.0;0.0;168.0;0.0;0.0;0.0;0.0;0;168.0;0.0;168.0;536;536.0
2025-12-27T05:17:18.490666;197.0;268.0;0.0;0.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-27T05:22:43.477590;190.0;268.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;536;536.0
2025-12-27T05:32:09.477179;188.0;268.0;0.0;0.0;0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;536;536.0
2025-12-27T05:37:09.488530;186.0;268.0;0.0;0.0;0.0;186.0;0.0;0.0;0.0;0.0;0;186.0;0.0;186.0;536;536.0
2025-12-27T05:42:35.478362;188.0;268.0;0.0;0.0;0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;536;536.0
2025-12-27T05:47:35.485003;190.0;268.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;536;536.0
2025-12-27T05:53:00.506908;188.0;268.0;0.0;0.0;0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;536;536.0
2025-12-27T05:58:00.488595;169.0;268.0;0.0;0.0;0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;536;536.0
2025-12-27T06:02:27.478962;168.0;268.0;0.0;0.0;0.0;168.0;0.0;0.0;0.0;0.0;0;168.0;0.0;168.0;536;536.0
2025-12-27T06:07:27.490619;188.0;268.0;0.0;0.0;0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;536;536.0
2025-12-27T06:12:53.488813;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-27T06:17:53.478112;168.0;268.0;0.0;0.0;0.0;168.0;0.0;0.0;0.0;0.0;0;168.0;0.0;168.0;536;536.0
2025-12-27T06:23:19.489534;167.0;268.0;0.0;0.0;0.0;167.0;0.0;0.0;0.0;0.0;0;167.0;0.0;167.0;536;536.0
2025-12-27T06:28:19.480285;168.0;268.0;0.0;0.0;0.0;168.0;0.0;0.0;0.0;0.0;0;168.0;0.0;168.0;536;536.0
2025-12-27T06:33:45.472002;169.0;268.0;0.0;0.0;0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;536;536.0
2025-12-27T06:37:45.491321;192.0;268.0;0.0;0.0;0.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;536;536.0
2025-12-27T06:43:11.554687;193.0;268.0;0.0;0.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-27T06:48:11.480399;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-27T06:53:38.570917;188.0;268.0;0.0;0.0;0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;536;536.0
2025-12-27T06:58:38.490841;186.0;268.0;0.0;0.0;0.0;186.0;0.0;0.0;0.0;0.0;0;186.0;0.0;186.0;536;536.0
2025-12-27T07:04:04.583031;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-27T07:08:04.481775;188.0;268.0;0.0;0.0;0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;536;536.0
2025-12-27T07:13:04.495125;170.0;268.0;0.0;0.0;0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;536;536.0
2025-12-27T07:18:30.493920;171.0;268.0;0.0;0.0;0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;536;536.0
2025-12-27T07:23:30.485502;193.0;268.0;0.0;0.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-27T07:27:56.478431;171.0;268.0;0.0;0.0;0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;536;536.0
2025-12-27T07:32:56.556847;170.0;268.0;0.0;0.0;0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;536;536.0
2025-12-27T07:43:22.514680;169.0;268.0;0.0;0.0;0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;536;536.0
2025-12-27T07:48:48.574011;200.0;268.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-27T07:53:48.492603;198.0;268.0;0.0;0.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-27T07:58:14.484002;197.0;268.0;0.0;0.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-27T08:03:14.490013;194.0;268.0;0.0;0.0;0.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-27T08:08:40.515385;193.0;268.0;0.0;0.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-27T08:13:40.491045;196.0;268.0;0.0;0.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-27T08:19:06.515473;195.0;268.0;0.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;536;536.0
2025-12-27T08:24:06.481025;174.0;268.0;0.0;0.0;0.0;174.0;0.0;0.0;0.0;0.0;0;174.0;0.0;174.0;536;536.0
2025-12-27T08:28:32.494017;175.0;268.0;0.0;0.0;0.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-27T08:33:32.633366;175.0;268.0;0.0;0.0;18.0;175.0;18.0;18.0;0.0;0.0;0;157.0;18.0;157.0;536;536.0
2025-12-27T08:33:32.635399;175.0;268.0;0.0;18.0;18.0;193.0;18.0;18.0;0.0;0.0;0;175.0;18.0;175.0;536;536.0
2025-12-27T08:33:32.642587;152.0;268.0;0.0;18.0;18.0;170.0;18.0;18.0;0.0;0.0;0;152.0;18.0;152.0;536;536.0
2025-12-27T08:38:59.524920;152.0;268.0;0.0;18.0;26.0;170.0;26.0;26.0;0.0;0.0;0;144.0;26.0;144.0;536;536.0
2025-12-27T08:38:59.527128;152.0;268.0;0.0;26.0;26.0;178.0;26.0;26.0;0.0;0.0;0;152.0;26.0;152.0;536;536.0
2025-12-27T08:38:59.533245;145.0;268.0;0.0;26.0;26.0;171.0;26.0;26.0;0.0;0.0;0;145.0;26.0;145.0;536;536.0
2025-12-27T08:44:00.513712;145.0;268.0;0.0;26.0;35.0;171.0;35.0;35.0;0.0;0.0;0;136.0;35.0;136.0;536;536.0
2025-12-27T08:44:00.521409;145.0;268.0;0.0;35.0;35.0;180.0;35.0;35.0;0.0;0.0;0;145.0;35.0;145.0;536;536.0
2025-12-27T08:44:00.523932;137.0;268.0;0.0;35.0;35.0;172.0;35.0;35.0;0.0;0.0;0;137.0;35.0;137.0;536;536.0
2025-12-27T08:49:27.524170;137.0;268.0;0.0;35.0;54.0;172.0;54.0;54.0;0.0;0.0;0;118.0;54.0;118.0;536;536.0
2025-12-27T08:49:27.526407;137.0;268.0;0.0;54.0;54.0;191.0;54.0;54.0;0.0;0.0;0;137.0;54.0;137.0;536;536.0
2025-12-27T08:49:27.528038;116.0;268.0;0.0;54.0;54.0;170.0;54.0;54.0;0.0;0.0;0;116.0;54.0;116.0;536;536.0
2025-12-27T08:53:27.511757;116.0;268.0;0.0;54.0;71.0;170.0;71.0;71.0;0.0;0.0;0;99.0;71.0;99.0;536;536.0
2025-12-27T08:53:27.513808;116.0;268.0;0.0;71.0;71.0;187.0;71.0;71.0;0.0;0.0;0;116.0;71.0;116.0;536;536.0
2025-12-27T08:53:27.520909;100.0;268.0;0.0;71.0;71.0;171.0;71.0;71.0;0.0;0.0;0;100.0;71.0;100.0;536;536.0
2025-12-27T08:59:53.505123;100.0;268.0;0.0;71.0;83.0;171.0;83.0;83.0;0.0;0.0;0;88.0;83.0;88.0;536;536.0
2025-12-27T08:59:53.510849;100.0;268.0;0.0;83.0;83.0;183.0;83.0;83.0;0.0;0.0;0;100.0;83.0;100.0;536;536.0
2025-12-27T08:59:53.512920;88.0;268.0;0.0;83.0;83.0;171.0;83.0;83.0;0.0;0.0;0;88.0;83.0;88.0;536;536.0
2025-12-27T09:03:53.527177;88.0;268.0;0.0;83.0;114.0;171.0;114.0;114.0;0.0;0.0;0;57.0;114.0;57.0;536;536.0
2025-12-27T09:03:53.529270;88.0;268.0;0.0;114.0;114.0;202.0;114.0;114.0;0.0;0.0;0;88.0;114.0;88.0;536;536.0
2025-12-27T09:03:53.536881;57.0;268.0;0.0;114.0;114.0;171.0;114.0;114.0;0.0;0.0;0;57.0;114.0;57.0;536;536.0
2025-12-27T09:09:19.578607;57.0;268.0;0.0;114.0;149.0;171.0;149.0;149.0;0.0;0.0;0;22.0;149.0;22.0;536;536.0
2025-12-27T09:09:19.580708;57.0;268.0;0.0;149.0;149.0;206.0;149.0;149.0;0.0;0.0;0;57.0;149.0;57.0;536;536.0
2025-12-27T09:09:19.582354;44.0;268.0;0.0;149.0;149.0;193.0;149.0;149.0;0.0;0.0;0;44.0;149.0;44.0;536;536.0
2025-12-27T09:14:19.511345;44.0;268.0;0.0;149.0;200.0;193.0;200.0;193.0;7.0;0;0.0;0.0;193.0;0.0;536.5132118290444;536.0
2025-12-27T09:14:19.513399;44.0;268.0;0.0;200.0;200.0;244.0;200.0;200.0;0.0;0;44.0;44.0;244.0;0.0;536.5131759655524;536.0
2025-12-27T09:14:19.520639;0.0;268.0;0.0;200.0;200.0;200.0;200.0;200.0;0.0;0.0;0.0;0.0;200.0;0.0;536.5131759655524;536.0
2025-12-27T09:19:45.582386;0.0;268.0;0.0;200.0;181.0;200.0;181.0;181.0;0.0;0.0;0;19.0;181.0;19.0;536;536.0
2025-12-27T09:19:45.584533;0.0;268.0;0.0;181.0;181.0;181.0;181.0;181.0;0.0;0.0;0;0.0;181.0;0.0;536;536.0
2025-12-27T09:19:45.590899;16.0;268.0;0.0;181.0;181.0;197.0;181.0;181.0;0.0;0.0;0;16.0;181.0;16.0;536;536.0
2025-12-27T09:23:45.491974;16.0;268.0;0.0;181.0;165.0;197.0;165.0;165.0;0.0;0.0;0;32.0;165.0;32.0;536;536.0
2025-12-27T09:23:45.494030;16.0;268.0;0.0;165.0;165.0;181.0;165.0;165.0;0.0;0.0;0;16.0;165.0;16.0;536;536.0
2025-12-27T09:23:45.501287;26.0;268.0;0.0;165.0;165.0;191.0;165.0;165.0;0.0;0.0;0;26.0;165.0;26.0;536;536.0
2025-12-27T09:28:45.514079;26.0;268.0;0.0;165.0;335.0;191.0;335.0;191.0;144.0;0;0.0;0.0;191.0;0.0;546.5604502784;536.0
2025-12-27T09:28:45.522026;26.0;268.0;0.0;187.0;335.0;213.0;335.0;213.0;122.0;0;0.0;0.0;213.0;0.0;546.5606872756;536.0
2025-12-27T09:28:45.523829;4.0;268.0;0.0;187.0;335.0;191.0;335.0;191.0;144.0;0;0.0;0.0;191.0;0.0;546.5607507412;536.0
2025-12-27T09:28:45.528379;4.0;268.0;148.0;187.0;335.0;191.0;335.0;191.0;144.0;0;0.0;0.0;191.0;0.0;546.5609109011999;536.0001646088889
2025-12-27T09:32:12.491843;4.0;268.0;148.0;187.0;341.0;191.0;341.0;191.0;150.0;0;0.0;0.0;191.0;0.0;554.1495712478666;543.4876428176
2025-12-27T09:32:12.499448;4.0;268.0;148.0;190.0;341.0;194.0;341.0;194.0;147.0;0;0.0;0.0;194.0;0.0;554.1498445208665;543.4879179495999
2025-12-27T09:32:12.500734;4.0;295.0;148.0;190.0;341.0;194.0;341.0;194.0;147.0;0;0.0;0.0;194.0;0.0;554.1498907311332;543.4879644742222
2025-12-27T09:32:12.501627;0.0;295.0;148.0;190.0;341.0;190.0;341.0;190.0;151.0;0;0.0;0.0;190.0;0.0;554.1499236927554;543.4879967809777
2025-12-27T09:32:12.506432;0.0;295.0;151.0;190.0;341.0;190.0;341.0;190.0;151.0;0;0.0;0.0;190.0;0.0;554.1501010506443;543.4881741388666
2025-12-27T09:33:12.497622;0.0;295.0;151.0;190.0;309.0;190.0;309.0;190.0;119.0;0;0.0;0.0;190.0;0.0;555.8951781108665;545.7025156186444
2025-12-27T09:33:12.505092;0.0;295.0;151.0;185.0;309.0;185.0;309.0;185.0;124.0;0;0.0;0.0;185.0;0.0;555.8954045348664;545.7027913446444
2025-12-27T09:33:12.511457;0.0;295.0;124.0;185.0;309.0;185.0;309.0;185.0;124.0;0;0.0;0.0;185.0;0.0;555.8955974650886;545.7029842748666
2025-12-27T09:34:12.498635;0.0;295.0;124.0;185.0;266.0;185.0;266.0;185.0;81.0;0;0.0;0.0;185.0;0.0;557.0833435894885;547.5212622924666
2025-12-27T09:34:12.506707;0.0;295.0;124.0;193.0;266.0;193.0;266.0;193.0;73.0;0;0.0;0.0;193.0;0.0;557.0834876298441;547.5215069637555
2025-12-27T09:34:12.690281;0.0;295.0;73.0;193.0;266.0;193.0;266.0;193.0;73.0;0;0.0;0.0;193.0;0.0;557.0867634058885;547.5247827398
2025-12-27T09:35:12.577693;0.0;295.0;73.0;193.0;239.0;193.0;239.0;193.0;46.0;0;0.0;0.0;193.0;0.0;557.7601640830441;548.5934403361556
2025-12-27T09:35:12.585272;0.0;295.0;73.0;190.0;239.0;190.0;239.0;190.0;49.0;0;0.0;0.0;190.0;0.0;557.7602548626219;548.5935755792001
2025-12-27T09:35:12.591932;0.0;295.0;49.0;190.0;239.0;190.0;239.0;190.0;49.0;0;0.0;0.0;190.0;0.0;557.7603346346219;548.5936553512001
2025-12-27T09:36:12.511815;0.0;295.0;49.0;190.0;244.0;190.0;244.0;190.0;54.0;0;0.0;0.0;190.0;0.0;558.5512770902219;549.3113623942446
2025-12-27T09:36:12.520285;0.0;295.0;49.0;189.0;244.0;189.0;244.0;189.0;55.0;0;0.0;0.0;189.0;0.0;558.5513909646663;549.3114638460224
2025-12-27T09:36:12.527144;0.0;295.0;55.0;189.0;244.0;189.0;244.0;189.0;55.0;0;0.0;0.0;189.0;0.0;558.5514831801107;549.3115560614668
