timestamp;netzbezug;hausabgabe;solarleistung;akkuLadung;akkuEntladung;akkuLadestand;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-10T00:00:00.000+01:00;230;0;0;0;0;268;230;0;0;0;0;230;230;230;0;268;268
2025-12-10T00:03:44.260+01:00;215;0;0;0;0;268;215;0;0;0;0;0;215;0;215;268;268
2025-12-10T00:08:44.259+01:00;178;0;0;0;0;268;178;0;0;0;0;0;178;0;178;268;268
2025-12-10T00:13:09.261+01:00;177;0;0;0;0;268;177;0;0;0;0;0;177;0;177;268;268
2025-12-10T00:18:09.253+01:00;176;0;0;0;0;268;176;0;0;0;0;0;176;0;176;268;268
2025-12-10T00:23:34.259+01:00;190;0;0;0;0;268;190;0;0;0;0;0;190;0;190;268;268
2025-12-10T00:28:34.252+01:00;178;0;0;0;0;268;178;0;0;0;0;0;178;0;178;268;268
2025-12-10T00:33:59.250+01:00;199;0;0;0;0;268;199;0;0;0;0;0;199;0;199;268;268
2025-12-10T00:34:59.271+01:00;198;0;0;0;0;268;198;0;0;0;0;0;198;0;198;268;268
2025-12-10T00:35:59.251+01:00;204;0;0;0;0;268;204;0;0;0;0;0;204;0;204;268;268
2025-12-10T00:36:59.256+01:00;200;0;0;0;0;268;200;0;0;0;0;0;200;0;200;268;268
2025-12-10T00:37:59.252+01:00;201;0;0;0;0;268;201;0;0;0;0;0;201;0;201;268;268
2025-12-10T00:38:59.274+01:00;202;0;0;0;0;268;202;0;0;0;0;0;202;0;202;268;268
2025-12-10T00:43:24.255+01:00;197;0;0;0;0;268;197;0;0;0;0;0;197;0;197;268;268
2025-12-10T00:48:24.251+01:00;203;0;0;0;0;268;203;0;0;0;0;0;203;0;203;268;268
2025-12-10T00:53:49.260+01:00;200;0;0;0;0;268;200;0;0;0;0;0;200;0;200;268;268
2025-12-10T00:58:49.256+01:00;201;0;0;0;0;268;201;0;0;0;0;0;201;0;201;268;268
2025-12-10T01:04:14.266+01:00;200;0;0;0;0;268;200;0;0;0;0;0;200;0;200;268;268
2025-12-10T01:09:14.266+01:00;204;0;0;0;0;268;204;0;0;0;0;0;204;0;204;268;268
2025-12-10T01:14:39.330+01:00;178;0;0;0;0;268;178;0;0;0;0;0;178;0;178;268;268
2025-12-10T01:18:39.299+01:00;177;0;0;0;0;268;177;0;0;0;0;0;177;0;177;268;268
2025-12-10T01:24:04.387+01:00;198;0;0;0;0;268;198;0;0;0;0;0;198;0;198;268;268
