timestamp;solarleistung;hausabgabe;solarleistung_pv4;netzbezug;akkuLadestand;solarleistung_pv1;netzeinspeisung;solarleistung_pv3;solarleistung_pv2;akkuLadung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-04-28T00:00:00;0.0;307.0;0.0;0.0;779.0;0.0;7.0;0.0;0.0;0.0;300.0;0;0;0;0;300.0;300.0;300.0;0.0;3059.3978523412584;779.0
2026-04-28T00:03:18.870301;0.0;307.0;0.0;0.0;779.0;0.0;1.0;0.0;0.0;0.0;306.0;0;0;0;0;306.0;306.0;306.0;0.0;3038.783247969307;779.0
2026-04-28T00:03:18.876776;0.0;335.0;0.0;0.0;779.0;0.0;1.0;0.0;0.0;0.0;334.0;0;0;0;0;334.0;334.0;334.0;0.0;3038.7825153642934;779.0
2026-04-28T00:03:18.878065;0.0;335.0;0.0;0.0;752.0;0.0;1.0;0.0;0.0;0.0;334.0;0;0;0;0;334.0;334.0;334.0;0.0;3038.7823695221523;779.0
2026-04-28T00:08:18.802227;0.0;335.0;0.0;0.0;752.0;0.0;0.0;0.0;0.0;0.0;335.0;0;0;0;0;335.0;335.0;335.0;0.0;3004.746260352098;779.0
2026-04-28T00:08:18.802530;0.0;335.0;0.0;57.0;752.0;0.0;0.0;0.0;0.0;0.0;392.0;0;0;0;0;392.0;392.0;392.0;0.0;3004.7462201163257;779.0
2026-04-28T00:08:18.809577;0.0;344.0;0.0;57.0;752.0;0.0;0.0;0.0;0.0;0.0;401.0;0;0;0;0;401.0;401.0;401.0;0.0;3004.745262851082;779.0
2026-04-28T00:08:18.810601;0.0;344.0;0.0;57.0;672.0;0.0;0.0;0.0;0.0;0.0;401.0;0;0;0;0;401.0;401.0;401.0;0.0;3004.7451237508108;779.0
2026-04-28T00:13:24.809634;0.0;344.0;0.0;57.0;672.0;0.0;7.0;0.0;0.0;0.0;394.0;0;0;0;0;394.0;394.0;394.0;0.0;2963.9037894005396;779.0
2026-04-28T00:13:24.809972;0.0;344.0;0.0;0.0;672.0;0.0;7.0;0.0;0.0;0.0;337.0;0;0;0;0;337.0;337.0;337.0;0.0;2963.903750814496;779.0
2026-04-28T00:13:24.816598;0.0;317.0;0.0;0.0;672.0;0.0;7.0;0.0;0.0;0.0;310.0;0;0;0;0;310.0;310.0;310.0;0.0;2963.903054994713;779.0
2026-04-28T00:13:24.817573;0.0;317.0;0.0;0.0;645.0;0.0;7.0;0.0;0.0;0.0;310.0;0;0;0;0;310.0;310.0;310.0;0.0;2963.9029526065015;779.0
2026-04-28T00:18:24.896272;0.0;317.0;0.0;0.0;645.0;0.0;17.0;0.0;0.0;0.0;300.0;0;0;0;0;300.0;300.0;300.0;0.0;2933.407149862599;779.0
2026-04-28T00:18:24.903233;0.0;326.0;0.0;0.0;645.0;0.0;17.0;0.0;0.0;0.0;309.0;0;0;0;0;309.0;309.0;309.0;0.0;2933.406421221339;779.0
2026-04-28T00:18:24.904274;0.0;326.0;0.0;0.0;618.0;0.0;17.0;0.0;0.0;0.0;309.0;0;0;0;0;309.0;309.0;309.0;0.0;2933.4063122548755;779.0
2026-04-28T00:23:29.834612;0.0;326.0;0.0;0.0;618.0;0.0;9.0;0.0;0.0;0.0;317.0;0;0;0;0;317.0;317.0;317.0;0.0;2900.6614216227617;779.0
2026-04-28T00:23:29.840563;0.0;314.0;0.0;0.0;618.0;0.0;9.0;0.0;0.0;0.0;305.0;0;0;0;0;305.0;305.0;305.0;0.0;2900.660806766732;779.0
2026-04-28T00:23:29.841612;0.0;314.0;0.0;0.0;591.0;0.0;9.0;0.0;0.0;0.0;305.0;0;0;0;0;305.0;305.0;305.0;0.0;2900.6606983842794;779.0
2026-04-28T00:28:29.800474;0.0;314.0;0.0;0.0;591.0;0.0;3.0;0.0;0.0;0.0;311.0;0;0;0;0;311.0;311.0;311.0;0.0;2869.059341310431;779.0
2026-04-28T00:28:29.807391;0.0;249.0;0.0;0.0;591.0;0.0;3.0;0.0;0.0;0.0;246.0;0;0;0;0;246.0;246.0;246.0;0.0;2869.0587648937644;779.0
2026-04-28T00:28:29.808353;0.0;249.0;0.0;0.0;564.0;0.0;3.0;0.0;0.0;0.0;246.0;0;0;0;0;246.0;246.0;246.0;0.0;2869.058684727098;779.0
2026-04-28T00:33:34.918700;0.0;249.0;0.0;0.0;564.0;0.0;7.0;0.0;0.0;0.0;242.0;0;0;0;0;242.0;242.0;242.0;0.0;2844.0462511315695;779.0
2026-04-28T00:33:34.925840;0.0;226.0;0.0;0.0;564.0;0.0;7.0;0.0;0.0;0.0;219.0;0;0;0;0;219.0;219.0;219.0;0.0;2844.0457214364474;779.0
2026-04-28T00:33:34.926966;0.0;226.0;0.0;0.0;537.0;0.0;7.0;0.0;0.0;0.0;219.0;0;0;0;0;219.0;219.0;219.0;0.0;2844.0456379018947;779.0
2026-04-28T00:38:34.796548;0.0;226.0;0.0;0.0;537.0;0.0;6.0;0.0;0.0;0.0;220.0;0;0;0;0;220.0;220.0;220.0;0.0;2821.697633823304;779.0
2026-04-28T00:38:34.803233;0.0;218.0;0.0;0.0;537.0;0.0;6.0;0.0;0.0;0.0;212.0;0;0;0;0;212.0;212.0;212.0;0.0;2821.697153735228;779.0
2026-04-28T00:38:34.804292;0.0;218.0;0.0;0.0;510.0;0.0;6.0;0.0;0.0;0.0;212.0;0;0;0;0;212.0;212.0;212.0;0.0;2821.6970776823823;779.0
2026-04-28T00:43:39.827193;0.0;218.0;0.0;0.0;510.0;0.0;9.0;0.0;0.0;0.0;209.0;0;0;0;0;209.0;209.0;209.0;0.0;2800.1016216156477;779.0
2026-04-28T00:43:39.833606;0.0;237.0;0.0;0.0;510.0;0.0;9.0;0.0;0.0;0.0;228.0;0;0;0;0;228.0;228.0;228.0;0.0;2800.1011263026394;779.0
2026-04-28T00:48:39.800333;0.0;237.0;0.0;0.0;510.0;0.0;6.0;0.0;0.0;0.0;231.0;0;0;0;0;231.0;231.0;231.0;0.0;2776.62812022642;779.0
2026-04-28T00:48:39.807293;0.0;208.0;0.0;0.0;510.0;0.0;6.0;0.0;0.0;0.0;202.0;0;0;0;0;202.0;202.0;202.0;0.0;2776.6276439662574;779.0
2026-04-28T00:48:39.808321;0.0;208.0;0.0;0.0;483.0;0.0;6.0;0.0;0.0;0.0;202.0;0;0;0;0;202.0;202.0;202.0;0.0;2776.627573622084;779.0
