timestamp;hausabgabe;solarleistung;akkuLadung;netzbezug;akkuLadestand;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-20T00:00:00;0.0;0.0;0.0;219.0;268.0;219.0;0.0;0.0;0.0;0;219.0;219.0;219.0;0.0;268;268.0
2025-12-20T00:03:58.445604;0.0;0.0;0.0;192.0;268.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;268;268.0
2025-12-20T00:14:24.433979;0.0;0.0;0.0;191.0;268.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;268;268.0
2025-12-20T00:18:24.503928;0.0;0.0;0.0;189.0;268.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;268;268.0
2025-12-20T00:23:50.449969;0.0;0.0;0.0;191.0;268.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;268;268.0
2025-12-20T00:28:50.412806;0.0;0.0;0.0;215.0;268.0;215.0;0.0;0.0;0.0;0.0;0;215.0;0.0;215.0;268;268.0
2025-12-20T00:34:16.605273;0.0;0.0;0.0;206.0;268.0;206.0;0.0;0.0;0.0;0.0;0;206.0;0.0;206.0;268;268.0
2025-12-20T00:39:16.417687;0.0;0.0;0.0;201.0;268.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;268;268.0
2025-12-20T00:44:42.463016;0.0;0.0;0.0;200.0;268.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;268;268.0
2025-12-20T00:48:42.412430;0.0;0.0;0.0;198.0;268.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;268;268.0
2025-12-20T00:53:42.406934;0.0;0.0;0.0;238.0;268.0;238.0;0.0;0.0;0.0;0.0;0;238.0;0.0;238.0;268;268.0
2025-12-20T00:59:08.407339;0.0;0.0;0.0;237.0;268.0;237.0;0.0;0.0;0.0;0.0;0;237.0;0.0;237.0;268;268.0
2025-12-20T01:04:08.418680;0.0;0.0;0.0;2080.0;268.0;2080.0;0.0;0.0;0.0;0.0;0;2080.0;0.0;2080.0;268;268.0
2025-12-20T01:06:34.410721;0.0;0.0;0.0;2086.0;268.0;2086.0;0.0;0.0;0.0;0.0;0;2086.0;0.0;2086.0;268;268.0
2025-12-20T01:07:34.410189;0.0;0.0;0.0;2080.0;268.0;2080.0;0.0;0.0;0.0;0.0;0;2080.0;0.0;2080.0;268;268.0
2025-12-20T01:08:34.410894;0.0;0.0;0.0;2083.0;268.0;2083.0;0.0;0.0;0.0;0.0;0;2083.0;0.0;2083.0;268;268.0
2025-12-20T01:10:34.417874;0.0;0.0;0.0;2078.0;268.0;2078.0;0.0;0.0;0.0;0.0;0;2078.0;0.0;2078.0;268;268.0
2025-12-20T01:14:34.413404;0.0;0.0;0.0;2063.0;268.0;2063.0;0.0;0.0;0.0;0.0;0;2063.0;0.0;2063.0;268;268.0
2025-12-20T01:18:59.422107;0.0;0.0;0.0;235.0;268.0;235.0;0.0;0.0;0.0;0.0;0;235.0;0.0;235.0;268;268.0
2025-12-20T01:23:59.418469;0.0;0.0;0.0;239.0;268.0;239.0;0.0;0.0;0.0;0.0;0;239.0;0.0;239.0;268;268.0
2025-12-20T01:29:25.425139;0.0;0.0;0.0;242.0;268.0;242.0;0.0;0.0;0.0;0.0;0;242.0;0.0;242.0;268;268.0
2025-12-20T01:34:25.418548;0.0;0.0;0.0;213.0;268.0;213.0;0.0;0.0;0.0;0.0;0;213.0;0.0;213.0;268;268.0
2025-12-20T01:39:50.412034;0.0;0.0;0.0;221.0;268.0;221.0;0.0;0.0;0.0;0.0;0;221.0;0.0;221.0;268;268.0
2025-12-20T01:44:50.417974;0.0;0.0;0.0;256.0;268.0;256.0;0.0;0.0;0.0;0.0;0;256.0;0.0;256.0;268;268.0
2025-12-20T01:49:16.406773;0.0;0.0;0.0;243.0;268.0;243.0;0.0;0.0;0.0;0.0;0;243.0;0.0;243.0;268;268.0
2025-12-20T01:54:16.418553;0.0;0.0;0.0;241.0;268.0;241.0;0.0;0.0;0.0;0.0;0;241.0;0.0;241.0;268;268.0
2025-12-20T01:59:42.412669;0.0;0.0;0.0;201.0;268.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;268;268.0
2025-12-20T02:04:42.411397;0.0;0.0;0.0;223.0;268.0;223.0;0.0;0.0;0.0;0.0;0;223.0;0.0;223.0;268;268.0
2025-12-20T02:09:08.489937;0.0;0.0;0.0;233.0;268.0;233.0;0.0;0.0;0.0;0.0;0;233.0;0.0;233.0;268;268.0
2025-12-20T02:14:08.414540;0.0;0.0;0.0;2062.0;268.0;2062.0;0.0;0.0;0.0;0.0;0;2062.0;0.0;2062.0;268;268.0
2025-12-20T02:19:34.439914;0.0;0.0;0.0;230.0;268.0;230.0;0.0;0.0;0.0;0.0;0;230.0;0.0;230.0;268;268.0
2025-12-20T02:24:34.429907;0.0;0.0;0.0;247.0;268.0;247.0;0.0;0.0;0.0;0.0;0;247.0;0.0;247.0;268;268.0
2025-12-20T02:30:00.494359;0.0;0.0;0.0;241.0;268.0;241.0;0.0;0.0;0.0;0.0;0;241.0;0.0;241.0;268;268.0
2025-12-20T02:35:00.418478;0.0;0.0;0.0;180.0;268.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;268;268.0
2025-12-20T02:40:25.422599;0.0;0.0;0.0;182.0;268.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;268;268.0
2025-12-20T02:44:25.419301;0.0;0.0;0.0;183.0;268.0;183.0;0.0;0.0;0.0;0.0;0;183.0;0.0;183.0;268;268.0
2025-12-20T02:49:50.446069;0.0;0.0;0.0;202.0;268.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;268;268.0
2025-12-20T02:54:50.418190;0.0;0.0;0.0;204.0;268.0;204.0;0.0;0.0;0.0;0.0;0;204.0;0.0;204.0;268;268.0
2025-12-20T03:05:15.411226;0.0;0.0;0.0;203.0;268.0;203.0;0.0;0.0;0.0;0.0;0;203.0;0.0;203.0;268;268.0
2025-12-20T03:10:41.478550;0.0;0.0;0.0;202.0;268.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;268;268.0
2025-12-20T03:19:41.416882;0.0;0.0;0.0;200.0;268.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;268;268.0
2025-12-20T03:25:06.417221;0.0;0.0;0.0;208.0;268.0;208.0;0.0;0.0;0.0;0.0;0;208.0;0.0;208.0;268;268.0
2025-12-20T03:30:06.408432;0.0;0.0;0.0;197.0;268.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;268;268.0
2025-12-20T03:35:35.417833;0.0;0.0;0.0;182.0;268.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;268;268.0
2025-12-20T03:50:00.442788;0.0;0.0;0.0;180.0;268.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;268;268.0
2025-12-20T03:55:25.413936;0.0;0.0;0.0;181.0;268.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;268;268.0
2025-12-20T04:00:25.422123;0.0;0.0;0.0;204.0;268.0;204.0;0.0;0.0;0.0;0.0;0;204.0;0.0;204.0;268;268.0
2025-12-20T04:04:51.418668;0.0;0.0;0.0;205.0;268.0;205.0;0.0;0.0;0.0;0.0;0;205.0;0.0;205.0;268;268.0
2025-12-20T04:09:51.419719;0.0;0.0;0.0;201.0;268.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;268;268.0
2025-12-20T04:15:18.414726;0.0;0.0;0.0;204.0;268.0;204.0;0.0;0.0;0.0;0.0;0;204.0;0.0;204.0;268;268.0
2025-12-20T04:20:18.414795;0.0;0.0;0.0;197.0;268.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;268;268.0
2025-12-20T04:25:44.432248;0.0;0.0;0.0;202.0;268.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;268;268.0
2025-12-20T04:30:44.419150;0.0;0.0;0.0;201.0;268.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;268;268.0
2025-12-20T04:35:10.430996;0.0;0.0;0.0;181.0;268.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;268;268.0
2025-12-20T04:50:36.411420;0.0;0.0;0.0;201.0;268.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;268;268.0
2025-12-20T04:56:02.514122;0.0;0.0;0.0;200.0;268.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;268;268.0
2025-12-20T05:01:02.430350;0.0;0.0;0.0;198.0;268.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;268;268.0
2025-12-20T05:06:28.430297;0.0;0.0;0.0;196.0;268.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;268;268.0
2025-12-20T05:15:54.439842;0.0;0.0;0.0;197.0;268.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;268;268.0
2025-12-20T05:20:54.431436;0.0;0.0;0.0;177.0;268.0;177.0;0.0;0.0;0.0;0.0;0;177.0;0.0;177.0;268;268.0
2025-12-20T05:26:20.456099;0.0;0.0;0.0;178.0;268.0;178.0;0.0;0.0;0.0;0.0;0;178.0;0.0;178.0;268;268.0
2025-12-20T05:36:46.469280;0.0;0.0;0.0;177.0;268.0;177.0;0.0;0.0;0.0;0.0;0;177.0;0.0;177.0;268;268.0
