timestamp;solarleistung_pv3;solarleistung_pv4;solarleistung_pv1;akkuLadestand;solarleistung;hausabgabe;netzbezug;solarleistung_pv2;netzeinspeisung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-04-05T00:00:00;0.0;0.0;0.0;268.0;0.0;0.0;190.0;0.0;0.0;190.0;0;0;0;0;190.0;190.0;190.0;0.0;1351.1603854701582;268.0
2026-04-05T00:03:35.954382;0.0;0.0;0.0;268.0;0.0;0.0;172.0;0.0;0.0;172.0;0;0;0;0;172.0;172.0;172.0;0.0;1337.5843058999828;426
2026-04-05T00:08:35.945416;0.0;0.0;0.0;268.0;0.0;0.0;196.0;0.0;0.0;196.0;0;0;0;0;196.0;196.0;196.0;0.0;1316.093720130977;426.0
2026-04-05T00:13:40.951473;0.0;0.0;0.0;268.0;0.0;0.0;197.0;0.0;0.0;197.0;0;0;0;0;197.0;197.0;197.0;0.0;1294.132392196401;426.0
2026-04-05T00:18:40.935624;0.0;0.0;0.0;268.0;0.0;0.0;192.0;0.0;0.0;192.0;0;0;0;0;192.0;192.0;192.0;0.0;1273.08087282798;426.0
2026-04-05T00:28:46.950462;0.0;0.0;0.0;268.0;0.0;0.0;190.0;0.0;0.0;190.0;0;0;0;0;190.0;190.0;190.0;0.0;1230.9965090779801;426.0
2026-04-05T00:33:52.948477;0.0;0.0;0.0;268.0;0.0;0.0;215.0;0.0;0.0;215.0;0;0;0;0;215.0;215.0;215.0;0.0;1208.7100682836035;426.0
2026-04-05T00:38:52.934916;0.0;0.0;0.0;268.0;0.0;0.0;191.0;0.0;0.0;191.0;0;0;0;0;191.0;191.0;191.0;0.0;1187.7680325200802;426.0
2026-04-05T00:43:57.962729;0.0;0.0;0.0;268.0;0.0;0.0;190.0;0.0;0.0;190.0;0;0;0;0;190.0;190.0;190.0;0.0;1166.5855455061912;426.0
2026-04-05T00:48:57.936587;0.0;0.0;0.0;268.0;0.0;0.0;180.0;0.0;0.0;180.0;0;0;0;0;180.0;180.0;180.0;0.0;1146.8504232693492;426.0
2026-04-05T00:54:02.943121;0.0;0.0;0.0;268.0;0.0;0.0;172.0;0.0;0.0;172.0;0;0;0;0;172.0;172.0;172.0;0.0;1127.676035898004;426.0
2026-04-05T01:09:20.950996;0.0;0.0;0.0;268.0;0.0;0.0;193.0;0.0;0.0;193.0;0;0;0;0;193.0;193.0;193.0;0.0;1062.9189014407673;426.0
2026-04-05T01:14:25.949895;0.0;0.0;0.0;268.0;0.0;0.0;214.0;0.0;0.0;214.0;0;0;0;0;214.0;214.0;214.0;0.0;1040.8085476514718;426.0
2026-04-05T01:19:25.958179;0.0;0.0;0.0;268.0;0.0;0.0;218.0;0.0;0.0;218.0;0;0;0;0;218.0;218.0;218.0;0.0;1018.6534643479488;426.0
2026-04-05T01:24:30.954894;0.0;0.0;0.0;268.0;0.0;0.0;208.0;0.0;0.0;208.0;0;0;0;0;208.0;208.0;208.0;0.0;997.1631809062144;426.0
2026-04-05T01:29:30.943261;0.0;0.0;0.0;268.0;0.0;0.0;190.0;0.0;0.0;190.0;0;0;0;0;190.0;190.0;190.0;0.0;976.3306554201033;426.0
2026-04-05T01:34:35.934353;0.0;0.0;0.0;268.0;0.0;0.0;191.0;0.0;0.0;191.0;0;0;0;0;191.0;191.0;191.0;0.0;955.0392451233197;426.0
2026-04-05T01:39:35.958694;0.0;0.0;0.0;268.0;0.0;0.0;195.0;0.0;0.0;195.0;0;0;0;0;195.0;195.0;195.0;0.0;933.6559313459074;426.0
2026-04-05T01:44:40.935121;0.0;0.0;0.0;268.0;0.0;0.0;171.0;0.0;0.0;171.0;0;0;0;0;171.0;171.0;171.0;0.0;914.5949046584075;426.0
2026-04-05T01:49:40.936867;0.0;0.0;0.0;268.0;0.0;0.0;172.0;0.0;0.0;172.0;0;0;0;0;172.0;172.0;172.0;0.0;895.7351457724426;426.0
2026-04-05T01:54:45.937314;0.0;0.0;0.0;268.0;0.0;0.0;191.0;0.0;0.0;191.0;0;0;0;0;191.0;191.0;191.0;0.0;874.443082403656;426.0
2026-04-05T01:59:45.944114;0.0;0.0;0.0;268.0;0.0;0.0;211.0;0.0;0.0;211.0;0;0;0;0;211.0;211.0;211.0;0.0;852.9995069294013;426.0
2026-04-05T02:04:50.955817;0.0;0.0;0.0;268.0;0.0;0.0;212.0;0.0;0.0;212.0;0;0;0;0;212.0;212.0;212.0;0.0;831.0948724321113;426.0
2026-04-05T02:09:50.931847;0.0;0.0;0.0;268.0;0.0;0.0;200.0;0.0;0.0;200.0;0;0;0;0;200.0;200.0;200.0;0.0;810.7712931638187;426.0
2026-04-05T02:14:55.938864;0.0;0.0;0.0;268.0;0.0;0.0;190.0;0.0;0.0;190.0;0;0;0;0;190.0;190.0;190.0;0.0;789.5902503165964;426.0
2026-04-05T02:25:00.960261;0.0;0.0;0.0;268.0;0.0;0.0;189.0;0.0;0.0;189.0;0;0;0;0;189.0;189.0;189.0;0.0;747.7960090764649;426.0
2026-04-05T02:30:01.016867;0.0;0.0;0.0;268.0;0.0;0.0;171.0;0.0;0.0;171.0;0;0;0;0;171.0;171.0;171.0;0.0;729.0424712014649;426.0
2026-04-05T02:35:05.932853;0.0;0.0;0.0;268.0;0.0;0.0;201.0;0.0;0.0;201.0;0;0;0;0;201.0;201.0;201.0;0.0;708.2809152441478;426.0
2026-04-05T02:40:05.941826;0.0;0.0;0.0;268.0;0.0;0.0;190.0;0.0;0.0;190.0;0;0;0;0;190.0;190.0;190.0;0.0;687.4469587858144;426.0
2026-04-05T02:45:11.103782;0.0;0.0;0.0;268.0;0.0;0.0;194.0;0.0;0.0;194.0;0;0;0;0;194.0;194.0;194.0;0.0;665.8090130752881;426.0
2026-04-05T02:50:11.927010;0.0;0.0;0.0;268.0;0.0;0.0;171.0;0.0;0.0;171.0;0;0;0;0;171.0;171.0;171.0;0.0;647.0075613252882;426.0
2026-04-05T03:05:22.926872;0.0;0.0;0.0;268.0;0.0;0.0;194.0;0.0;0.0;194.0;0;0;0;0;194.0;194.0;194.0;0.0;582.4118108764578;426.0
2026-04-05T03:10:22.947743;0.0;0.0;0.0;268.0;0.0;0.0;195.0;0.0;0.0;195.0;0;0;0;0;195.0;195.0;195.0;0.0;561.028744412642;426.0
2026-04-05T03:15:27.942012;0.0;0.0;0.0;268.0;0.0;0.0;194.0;0.0;0.0;194.0;0;0;0;0;194.0;194.0;194.0;0.0;539.402688789104;426.0
2026-04-05T03:20:27.933400;0.0;0.0;0.0;268.0;0.0;0.0;210.0;0.0;0.0;210.0;0;0;0;0;210.0;210.0;210.0;0.0;518.0618380167463;426.0
2026-04-05T03:25:32.938155;0.0;0.0;0.0;268.0;0.0;0.0;207.0;0.0;0.0;207.0;0;0;0;0;207.0;207.0;207.0;0.0;496.674309464917;426.0
2026-04-05T03:30:32.942358;0.0;0.0;0.0;268.0;0.0;0.0;210.0;0.0;0.0;210.0;0;0;0;0;210.0;210.0;210.0;0.0;475.3325470563804;426.0
2026-04-05T03:34:48.935389;0.0;0.0;0.0;268.0;0.0;0.0;192.0;0.0;0.0;192.0;0;0;0;0;192.0;192.0;192.0;0.0;457.3681238283102;426.0
2026-04-05T03:39:48.935853;0.0;0.0;0.0;268.0;0.0;0.0;175.0;0.0;0.0;175.0;0;0;0;0;175.0;175.0;175.0;0.0;438.1794976587196;426.0
2026-04-05T03:44:53.943211;0.0;0.0;0.0;268.0;0.0;0.0;171.0;0.0;0.0;171.0;0;0;0;0;0;171.0;0;171.0;426;426.0
2026-04-05T03:49:53.992830;0.0;0.0;0.0;268.0;0.0;0.0;172.0;0.0;0.0;172.0;0;0;0;0;0;172.0;0;172.0;426;426.0
2026-04-05T03:54:58.937191;0.0;0.0;0.0;268.0;0.0;0.0;196.0;0.0;0.0;196.0;0;0;0;0;0;196.0;0;196.0;426;426.0
2026-04-05T03:59:58.971268;0.0;0.0;0.0;268.0;0.0;0.0;213.0;0.0;0.0;213.0;0;0;0;0;0;213.0;0;213.0;426;426.0
2026-04-05T04:05:03.939404;0.0;0.0;0.0;268.0;0.0;0.0;211.0;0.0;0.0;211.0;0;0;0;0;0;211.0;0;211.0;426;426.0
2026-04-05T04:10:03.938308;0.0;0.0;0.0;268.0;0.0;0.0;209.0;0.0;0.0;209.0;0;0;0;0;0;209.0;0;209.0;426;426.0
2026-04-05T04:15:08.936530;0.0;0.0;0.0;268.0;0.0;0.0;189.0;0.0;0.0;189.0;0;0;0;0;0;189.0;0;189.0;426;426.0
2026-04-05T04:20:08.947359;0.0;0.0;0.0;268.0;0.0;0.0;191.0;0.0;0.0;191.0;0;0;0;0;0;191.0;0;191.0;426;426.0
2026-04-05T04:25:13.946777;0.0;0.0;0.0;268.0;0.0;0.0;171.0;0.0;0.0;171.0;0;0;0;0;0;171.0;0;171.0;426;426.0
2026-04-05T04:35:19.955796;0.0;0.0;0.0;268.0;0.0;0.0;172.0;0.0;0.0;172.0;0;0;0;0;0;172.0;0;172.0;426;426.0
2026-04-05T04:40:19.969211;0.0;0.0;0.0;268.0;0.0;0.0;191.0;0.0;0.0;191.0;0;0;0;0;0;191.0;0;191.0;426;426.0
2026-04-05T04:45:24.974347;0.0;0.0;0.0;268.0;0.0;0.0;190.0;0.0;0.0;190.0;0;0;0;0;0;190.0;0;190.0;426;426.0
2026-04-05T04:50:24.940580;0.0;0.0;0.0;268.0;0.0;0.0;188.0;0.0;0.0;188.0;0;0;0;0;0;188.0;0;188.0;426;426.0
2026-04-05T04:55:29.938213;0.0;0.0;0.0;268.0;0.0;0.0;172.0;0.0;0.0;172.0;0;0;0;0;0;172.0;0;172.0;426;426.0
2026-04-05T05:00:29.985226;0.0;0.0;0.0;268.0;0.0;0.0;193.0;0.0;0.0;193.0;0;0;0;0;0;193.0;0;193.0;426;426.0
2026-04-05T05:10:34.931724;0.0;0.0;0.0;268.0;0.0;0.0;202.0;0.0;0.0;202.0;0;0;0;0;0;202.0;0;202.0;426;426.0
2026-04-05T05:15:39.969438;0.0;0.0;0.0;268.0;0.0;0.0;191.0;0.0;0.0;191.0;0;0;0;0;0;191.0;0;191.0;426;426.0
2026-04-05T05:20:39.942762;0.0;0.0;0.0;268.0;0.0;0.0;223.0;0.0;0.0;223.0;0;0;0;0;0;223.0;0;223.0;426;426.0
2026-04-05T05:25:44.937153;0.0;0.0;0.0;268.0;0.0;0.0;211.0;0.0;0.0;211.0;0;0;0;0;0;211.0;0;211.0;426;426.0
2026-04-05T05:30:44.932736;0.0;0.0;0.0;268.0;0.0;0.0;210.0;0.0;0.0;210.0;0;0;0;0;0;210.0;0;210.0;426;426.0
2026-04-05T05:35:49.938166;0.0;0.0;0.0;268.0;0.0;0.0;171.0;0.0;0.0;171.0;0;0;0;0;0;171.0;0;171.0;426;426.0
2026-04-05T05:40:49.948185;0.0;0.0;0.0;268.0;0.0;0.0;172.0;0.0;0.0;172.0;0;0;0;0;0;172.0;0;172.0;426;426.0
2026-04-05T05:45:54.934361;0.0;0.0;0.0;268.0;0.0;0.0;171.0;0.0;0.0;171.0;0;0;0;0;0;171.0;0;171.0;426;426.0
2026-04-05T05:50:54.948277;0.0;0.0;0.0;268.0;0.0;0.0;193.0;0.0;0.0;193.0;0;0;0;0;0;193.0;0;193.0;426;426.0
