timestamp;hausabgabe;netzbezug;akkuLadung;akkuEntladung;solarleistung;akkuLadestand;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-14T23:00:00+00:00;0.0;273.0;0.0;-0.0;0.0;241.0;273.0;0.0;0.0;0.0;0;273.0;273.0;273.0;0.0;536;241.0
2025-12-14T23:00:46.363000+00:00;0.0;268.0;0.0;-0.0;0.0;241.0;268.0;0.0;0.0;0.0;0.0;0;268.0;0.0;268.0;536;536
2025-12-14T23:05:46.360000+00:00;0.0;243.0;0.0;-0.0;0.0;241.0;243.0;0.0;0.0;0.0;0.0;0;243.0;0.0;243.0;536;536.0
2025-12-14T23:11:13.369000+00:00;0.0;267.0;0.0;-0.0;0.0;241.0;267.0;0.0;0.0;0.0;0.0;0;267.0;0.0;267.0;536;536.0
2025-12-14T23:16:13.375000+00:00;0.0;247.0;0.0;-0.0;0.0;241.0;247.0;0.0;0.0;0.0;0.0;0;247.0;0.0;247.0;536;536.0
2025-12-14T23:21:39.382000+00:00;0.0;242.0;0.0;-0.0;0.0;241.0;242.0;0.0;0.0;0.0;0.0;0;242.0;0.0;242.0;536;536.0
2025-12-14T23:26:39.362000+00:00;0.0;2068.0;0.0;-0.0;0.0;241.0;2068.0;0.0;0.0;0.0;0.0;0;2068.0;0.0;2068.0;536;536.0
2025-12-14T23:31:05.365000+00:00;0.0;2054.0;0.0;-0.0;0.0;241.0;2054.0;0.0;0.0;0.0;0.0;0;2054.0;0.0;2054.0;536;536.0
2025-12-14T23:36:05.379000+00:00;0.0;2044.0;0.0;-0.0;0.0;241.0;2044.0;0.0;0.0;0.0;0.0;0;2044.0;0.0;2044.0;536;536.0
2025-12-14T23:41:31.372000+00:00;0.0;269.0;0.0;-0.0;0.0;241.0;269.0;0.0;0.0;0.0;0.0;0;269.0;0.0;269.0;536;536.0
2025-12-14T23:46:31.366000+00:00;0.0;264.0;0.0;-0.0;0.0;241.0;264.0;0.0;0.0;0.0;0.0;0;264.0;0.0;264.0;536;536.0
2025-12-14T23:51:57.369000+00:00;0.0;271.0;0.0;-0.0;0.0;241.0;271.0;0.0;0.0;0.0;0.0;0;271.0;0.0;271.0;536;536.0
2025-12-14T23:55:57.360000+00:00;0.0;263.0;0.0;-0.0;0.0;241.0;263.0;0.0;0.0;0.0;0.0;0;263.0;0.0;263.0;536;536.0
2025-12-15T00:01:23.392000+00:00;0.0;266.0;0.0;-0.0;0.0;241.0;266.0;0.0;0.0;0.0;0.0;0;266.0;0.0;266.0;536;536.0
2025-12-15T00:06:23.358000+00:00;0.0;257.0;0.0;-0.0;0.0;241.0;257.0;0.0;0.0;0.0;0.0;0;257.0;0.0;257.0;536;536.0
2025-12-15T00:11:48.373000+00:00;0.0;221.0;0.0;-0.0;0.0;241.0;221.0;0.0;0.0;0.0;0.0;0;221.0;0.0;221.0;536;536.0
2025-12-15T00:16:48.366000+00:00;0.0;239.0;0.0;-0.0;0.0;241.0;239.0;0.0;0.0;0.0;0.0;0;239.0;0.0;239.0;536;536.0
2025-12-15T00:22:14.383000+00:00;0.0;234.0;0.0;-0.0;0.0;241.0;234.0;0.0;0.0;0.0;0.0;0;234.0;0.0;234.0;536;536.0
2025-12-15T00:26:14.363000+00:00;0.0;247.0;0.0;-0.0;0.0;241.0;247.0;0.0;0.0;0.0;0.0;0;247.0;0.0;247.0;536;536.0
2025-12-15T00:31:14.361000+00:00;0.0;2041.0;0.0;-0.0;0.0;241.0;2041.0;0.0;0.0;0.0;0.0;0;2041.0;0.0;2041.0;536;536.0
2025-12-15T00:36:40.371000+00:00;0.0;2037.0;0.0;-0.0;0.0;241.0;2037.0;0.0;0.0;0.0;0.0;0;2037.0;0.0;2037.0;536;536.0
2025-12-15T00:41:40.362000+00:00;0.0;207.0;0.0;-0.0;0.0;241.0;207.0;0.0;0.0;0.0;0.0;0;207.0;0.0;207.0;536;536.0
2025-12-15T00:47:06.366000+00:00;0.0;194.0;0.0;-0.0;0.0;241.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-15T00:52:06.362000+00:00;0.0;192.0;0.0;-0.0;0.0;241.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;536;536.0
2025-12-15T00:56:32.371000+00:00;0.0;197.0;0.0;-0.0;0.0;241.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-15T01:01:32.441000+00:00;0.0;191.0;0.0;-0.0;0.0;241.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;536;536.0
2025-12-15T01:06:57.368000+00:00;0.0;181.0;0.0;-0.0;0.0;241.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;536;536.0
2025-12-15T01:17:23.373000+00:00;0.0;182.0;0.0;-0.0;0.0;241.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;536;536.0
2025-12-15T01:22:23.363000+00:00;0.0;180.0;0.0;-0.0;0.0;241.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;536;536.0
2025-12-15T01:26:49.391000+00:00;0.0;208.0;0.0;-0.0;0.0;241.0;208.0;0.0;0.0;0.0;0.0;0;208.0;0.0;208.0;536;536.0
2025-12-15T01:31:49.367000+00:00;0.0;198.0;0.0;-0.0;0.0;241.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-15T01:37:15.372000+00:00;0.0;196.0;0.0;-0.0;0.0;241.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-15T01:51:41.365000+00:00;0.0;175.0;0.0;-0.0;0.0;241.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-15T01:57:07.367000+00:00;0.0;195.0;0.0;-0.0;0.0;241.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;536;536.0
2025-12-15T02:02:07.373000+00:00;0.0;198.0;0.0;-0.0;0.0;241.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-15T02:07:33.363000+00:00;0.0;200.0;0.0;-0.0;0.0;241.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-15T02:12:33.388000+00:00;0.0;198.0;0.0;-0.0;0.0;241.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-15T02:21:59.377000+00:00;0.0;177.0;0.0;-0.0;0.0;241.0;177.0;0.0;0.0;0.0;0.0;0;177.0;0.0;177.0;536;536.0
2025-12-15T02:27:25.387000+00:00;0.0;180.0;0.0;-0.0;0.0;241.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;536;536.0
2025-12-15T02:32:25.372000+00:00;0.0;185.0;0.0;-0.0;0.0;241.0;185.0;0.0;0.0;0.0;0.0;0;185.0;0.0;185.0;536;536.0
2025-12-15T02:37:51.382000+00:00;0.0;203.0;0.0;-0.0;0.0;241.0;203.0;0.0;0.0;0.0;0.0;0;203.0;0.0;203.0;536;536.0
2025-12-15T02:42:51.361000+00:00;0.0;201.0;0.0;-0.0;0.0;241.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;536;536.0
