timestamp;hausabgabe;solarleistung_pv2;solarleistung_pv4;akkuLadestand;solarleistung_pv1;netzeinspeisung;netzbezug;solarleistung_pv3;solarleistung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-03-24T00:00:00;204.0;0.0;0.0;725.0;0.0;8.0;0.0;0.0;0.0;196.0;0;0;0;0;196.0;196.0;196.0;0.0;2215.3447402520933;725.0
2026-03-24T00:00:07.818414;184.0;0.0;0.0;725.0;0.0;8.0;0.0;0.0;0.0;176.0;0;0;0;0;176.0;176.0;176.0;0.0;2214.8418013398127;725.0
2026-03-24T00:00:07.824348;184.0;0.0;0.0;698.0;0.0;8.0;0.0;0.0;0.0;176.0;0;0;0;0;176.0;176.0;176.0;0.0;2214.8414196205144;725.0
2026-03-24T00:00:07.825038;184.0;0.0;0.0;698.0;0.0;4.0;0.0;0.0;0.0;180.0;0;0;0;0;180.0;180.0;180.0;0.0;2214.8413742257776;725.0
2026-03-24T00:05:07.818933;189.0;0.0;0.0;698.0;0.0;4.0;0.0;0.0;0.0;185.0;0;0;0;0;185.0;185.0;185.0;0.0;2194.5566993080142;725.0
2026-03-24T00:05:07.824257;189.0;0.0;0.0;698.0;0.0;8.0;0.0;0.0;0.0;181.0;0;0;0;0;181.0;181.0;181.0;0.0;2194.55634709895;725.0
2026-03-24T00:10:12.823301;189.0;0.0;0.0;672.0;0.0;8.0;0.0;0.0;0.0;181.0;0;0;0;0;181.0;181.0;181.0;0.0;2174.3791442612305;725.0
2026-03-24T00:10:12.826593;189.0;0.0;0.0;672.0;0.0;7.0;0.0;0.0;0.0;182.0;0;0;0;0;182.0;182.0;182.0;0.0;2174.37892527585;725.0
2026-03-24T00:15:12.808681;182.0;0.0;0.0;672.0;0.0;7.0;0.0;0.0;0.0;175.0;0;0;0;0;175.0;175.0;175.0;0.0;2155.1914744717565;725.0
2026-03-24T00:15:12.814932;182.0;0.0;0.0;645.0;0.0;7.0;0.0;0.0;0.0;175.0;0;0;0;0;175.0;175.0;175.0;0.0;2155.1910746453677;725.0
2026-03-24T00:15:12.815621;182.0;0.0;0.0;645.0;0.0;3.0;0.0;0.0;0.0;179.0;0;0;0;0;179.0;179.0;179.0;0.0;2155.191029568248;725.0
2026-03-24T00:19:37.823574;224.0;0.0;0.0;645.0;0.0;3.0;0.0;0.0;0.0;221.0;0;0;0;0;221.0;221.0;221.0;0.0;2135.3513420299687;725.0
2026-03-24T00:19:37.827486;224.0;0.0;0.0;645.0;0.0;8.0;0.0;0.0;0.0;216.0;0;0;0;0;216.0;216.0;216.0;0.0;2135.3510557860664;725.0
2026-03-24T00:24:37.815198;210.0;0.0;0.0;645.0;0.0;8.0;0.0;0.0;0.0;202.0;0;0;0;0;202.0;202.0;202.0;0.0;2114.823441347042;725.0
2026-03-24T00:24:37.820865;210.0;0.0;0.0;618.0;0.0;8.0;0.0;0.0;0.0;202.0;0;0;0;0;202.0;202.0;202.0;0.0;2114.8230535645216;725.0
2026-03-24T00:24:37.821639;210.0;0.0;0.0;618.0;0.0;9.0;0.0;0.0;0.0;201.0;0;0;0;0;201.0;201.0;201.0;0.0;2114.8230008633022;725.0
2026-03-24T00:29:42.814461;225.0;0.0;0.0;618.0;0.0;9.0;0.0;0.0;0.0;216.0;0;0;0;0;216.0;216.0;216.0;0.0;2092.5064529120828;725.0
2026-03-24T00:29:42.815418;225.0;0.0;0.0;591.0;0.0;9.0;0.0;0.0;0.0;216.0;0;0;0;0;216.0;216.0;216.0;0.0;2092.5063828876923;725.0
2026-03-24T00:29:42.819447;225.0;0.0;0.0;591.0;0.0;6.0;0.0;0.0;0.0;219.0;0;0;0;0;219.0;219.0;219.0;0.0;2092.506083988302;725.0
2026-03-24T00:34:42.838092;206.0;0.0;0.0;591.0;0.0;6.0;0.0;0.0;0.0;200.0;0;0;0;0;200.0;200.0;200.0;0.0;2072.1796175248874;725.0
2026-03-24T00:34:42.844005;206.0;0.0;0.0;564.0;0.0;6.0;0.0;0.0;0.0;200.0;0;0;0;0;200.0;200.0;200.0;0.0;2072.1792169151313;725.0
2026-03-24T00:34:42.844690;206.0;0.0;0.0;564.0;0.0;4.0;0.0;0.0;0.0;202.0;0;0;0;0;202.0;202.0;202.0;0.0;2072.1791700418253;725.0
2026-03-24T00:39:47.819768;207.0;0.0;0.0;564.0;0.0;4.0;0.0;0.0;0.0;203.0;0;0;0;0;203.0;203.0;203.0;0.0;2051.206967862286;725.0
2026-03-24T00:39:47.821217;207.0;0.0;0.0;564.0;0.0;5.0;0.0;0.0;0.0;202.0;0;0;0;0;202.0;202.0;202.0;0.0;2051.206868709847;725.0
2026-03-24T00:44:47.824894;208.0;0.0;0.0;564.0;0.0;5.0;0.0;0.0;0.0;203.0;0;0;0;0;203.0;203.0;203.0;0.0;2030.5765345530044;725.0
2026-03-24T00:44:47.830663;208.0;0.0;0.0;537.0;0.0;5.0;0.0;0.0;0.0;203.0;0;0;0;0;203.0;203.0;203.0;0.0;2030.576137836541;725.0
2026-03-24T00:44:47.831431;208.0;0.0;0.0;537.0;0.0;12.0;0.0;0.0;0.0;196.0;0;0;0;0;196.0;196.0;196.0;0.0;2030.576082818997;725.0
2026-03-24T00:49:52.821806;208.0;0.0;0.0;510.0;0.0;12.0;0.0;0.0;0.0;196.0;0;0;0;0;196.0;196.0;196.0;0.0;2008.7273571245526;725.0
2026-03-24T00:49:52.822499;208.0;0.0;0.0;510.0;0.0;9.0;0.0;0.0;0.0;199.0;0;0;0;0;199.0;199.0;199.0;0.0;2008.7273067199474;725.0
2026-03-24T00:54:52.820880;200.0;0.0;0.0;510.0;0.0;9.0;0.0;0.0;0.0;191.0;0;0;0;0;191.0;191.0;191.0;0.0;1987.7844372861023;725.0
2026-03-24T00:54:52.826334;200.0;0.0;0.0;483.0;0.0;9.0;0.0;0.0;0.0;191.0;0;0;0;0;191.0;191.0;191.0;0.0;1987.7840565426811;725.0
2026-03-24T00:54:52.826962;200.0;0.0;0.0;483.0;0.0;5.0;0.0;0.0;0.0;195.0;0;0;0;0;195.0;195.0;195.0;0.0;1987.7840117839091;725.0
2026-03-24T00:59:58.825702;201.0;0.0;0.0;483.0;0.0;5.0;0.0;0.0;0.0;196.0;0;0;0;0;196.0;196.0;196.0;0.0;1965.8630494154881;725.0
2026-03-24T00:59:58.829569;201.0;0.0;0.0;483.0;0.0;8.0;0.0;0.0;0.0;193.0;0;0;0;0;193.0;193.0;193.0;0.0;1965.86277663369;725.0
2026-03-24T01:04:58.811741;218.0;0.0;0.0;483.0;0.0;8.0;0.0;0.0;0.0;210.0;0;0;0;0;210.0;210.0;210.0;0.0;1944.5225814710882;725.0
