timestamp;akkuEntladung;hausabgabe;solarleistung;netzbezug;akkuLadung;akkuLadestand;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-12T23:00:00+00:00;-0.0;0.0;0.0;203.0;0.0;268.0;203.0;0.0;0.0;0.0;0;203.0;203.0;203.0;0.0;536;268.0
2025-12-12T23:02:10.278000+00:00;-0.0;0.0;0.0;200.0;0.0;268.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536
2025-12-12T23:11:37.292000+00:00;-0.0;0.0;0.0;198.0;0.0;268.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-12T23:16:37.289000+00:00;-0.0;0.0;0.0;199.0;0.0;268.0;199.0;0.0;0.0;0.0;0.0;0;199.0;0.0;199.0;536;536.0
2025-12-12T23:22:02.290000+00:00;-0.0;0.0;0.0;198.0;0.0;268.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-12T23:27:02.287000+00:00;-0.0;0.0;0.0;180.0;0.0;268.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;536;536.0
2025-12-12T23:32:27.283000+00:00;-0.0;0.0;0.0;177.0;0.0;268.0;177.0;0.0;0.0;0.0;0.0;0;177.0;0.0;177.0;536;536.0
2025-12-12T23:37:27.282000+00:00;-0.0;0.0;0.0;179.0;0.0;268.0;179.0;0.0;0.0;0.0;0.0;0;179.0;0.0;179.0;536;536.0
2025-12-12T23:41:52.427000+00:00;-0.0;0.0;0.0;178.0;0.0;268.0;178.0;0.0;0.0;0.0;0.0;0;178.0;0.0;178.0;536;536.0
2025-12-12T23:46:52.281000+00:00;-0.0;0.0;0.0;189.0;0.0;268.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-12T23:52:17.301000+00:00;-0.0;0.0;0.0;198.0;0.0;268.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-12T23:57:17.288000+00:00;-0.0;0.0;0.0;200.0;0.0;268.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-13T00:02:42.288000+00:00;-0.0;0.0;0.0;199.0;0.0;268.0;199.0;0.0;0.0;0.0;0.0;0;199.0;0.0;199.0;536;536.0
2025-12-13T00:06:42.281000+00:00;-0.0;0.0;0.0;198.0;0.0;268.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-13T00:07:42.279000+00:00;-0.0;0.0;0.0;196.0;0.0;268.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-13T00:08:42.290000+00:00;-0.0;0.0;0.0;197.0;0.0;268.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-13T00:11:07.282000+00:00;-0.0;0.0;0.0;204.0;0.0;268.0;204.0;0.0;0.0;0.0;0.0;0;204.0;0.0;204.0;536;536.0
2025-12-13T00:12:07.314000+00:00;-0.0;0.0;0.0;196.0;0.0;268.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-13T00:22:32.283000+00:00;-0.0;0.0;0.0;200.0;0.0;268.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-13T00:27:32.286000+00:00;-0.0;0.0;0.0;179.0;0.0;268.0;179.0;0.0;0.0;0.0;0.0;0;179.0;0.0;179.0;536;536.0
2025-12-13T00:32:57.286000+00:00;-0.0;0.0;0.0;178.0;0.0;268.0;178.0;0.0;0.0;0.0;0.0;0;178.0;0.0;178.0;536;536.0
2025-12-13T00:37:57.276000+00:00;-0.0;0.0;0.0;173.0;0.0;268.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-13T00:42:22.282000+00:00;-0.0;0.0;0.0;195.0;0.0;268.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;536;536.0
2025-12-13T00:47:22.285000+00:00;-0.0;0.0;0.0;196.0;0.0;268.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-13T00:52:47.288000+00:00;-0.0;0.0;0.0;200.0;0.0;268.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-13T00:57:47.301000+00:00;-0.0;0.0;0.0;196.0;0.0;268.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-13T01:03:12.286000+00:00;-0.0;0.0;0.0;197.0;0.0;268.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-13T01:08:12.282000+00:00;-0.0;0.0;0.0;194.0;0.0;268.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-13T01:13:37.345000+00:00;-0.0;0.0;0.0;183.0;0.0;268.0;183.0;0.0;0.0;0.0;0.0;0;183.0;0.0;183.0;536;536.0
2025-12-13T01:17:37.276000+00:00;-0.0;0.0;0.0;177.0;0.0;268.0;177.0;0.0;0.0;0.0;0.0;0;177.0;0.0;177.0;536;536.0
2025-12-13T01:23:02.450000+00:00;-0.0;0.0;0.0;175.0;0.0;268.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-13T01:28:02.279000+00:00;-0.0;0.0;0.0;176.0;0.0;268.0;176.0;0.0;0.0;0.0;0.0;0;176.0;0.0;176.0;536;536.0
2025-12-13T01:33:27.439000+00:00;-0.0;0.0;0.0;196.0;0.0;268.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-13T01:38:27.281000+00:00;-0.0;0.0;0.0;198.0;0.0;268.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-13T01:43:52.442000+00:00;-0.0;0.0;0.0;180.0;0.0;268.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;536;536.0
2025-12-13T01:47:52.276000+00:00;-0.0;0.0;0.0;173.0;0.0;268.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-13T01:52:52.283000+00:00;-0.0;0.0;0.0;179.0;0.0;268.0;179.0;0.0;0.0;0.0;0.0;0;179.0;0.0;179.0;536;536.0
2025-12-13T01:58:17.279000+00:00;-0.0;0.0;0.0;196.0;0.0;268.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-13T02:03:17.278000+00:00;-0.0;0.0;0.0;202.0;0.0;268.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;536;536.0
2025-12-13T02:08:42.287000+00:00;-0.0;0.0;0.0;197.0;0.0;268.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-13T02:13:42.284000+00:00;-0.0;0.0;0.0;193.0;0.0;268.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-13T02:18:07.295000+00:00;-0.0;0.0;0.0;192.0;0.0;268.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;536;536.0
2025-12-13T02:23:07.281000+00:00;-0.0;0.0;0.0;193.0;0.0;268.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-13T02:28:32.299000+00:00;-0.0;0.0;0.0;197.0;0.0;268.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-13T02:33:32.280000+00:00;-0.0;0.0;0.0;193.0;0.0;268.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-13T02:37:57.280000+00:00;-0.0;0.0;0.0;174.0;0.0;268.0;174.0;0.0;0.0;0.0;0.0;0;174.0;0.0;174.0;536;536.0
2025-12-13T02:43:57.281000+00:00;-0.0;0.0;0.0;178.0;0.0;268.0;178.0;0.0;0.0;0.0;0.0;0;178.0;0.0;178.0;536;536.0
2025-12-13T02:48:22.287000+00:00;-0.0;0.0;0.0;172.0;0.0;268.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;536;536.0
2025-12-13T02:53:22.278000+00:00;-0.0;0.0;0.0;173.0;0.0;268.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-13T02:58:47.280000+00:00;-0.0;0.0;0.0;175.0;0.0;268.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-13T03:03:47.286000+00:00;-0.0;0.0;0.0;206.0;0.0;268.0;206.0;0.0;0.0;0.0;0.0;0;206.0;0.0;206.0;536;536.0
