timestamp;netzbezug;akkuLadung;hausabgabe;solarleistung;akkuLadestand;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-29T00:00:00;0.0;0.0;194.0;0.0;645.0;194.0;0.0;0.0;0.0;0;194.0;194.0;194.0;0.0;638.3362625098785;645.0
2025-12-29T00:04:29.500307;0.0;0.0;190.0;0.0;645.0;190.0;0.0;0.0;0.0;0;190.0;190.0;190.0;0.0;619.6209634126562;645.0
2025-12-29T00:04:29.505442;0.0;0.0;190.0;0.0;618.0;190.0;0.0;0.0;0.0;0;190.0;190.0;190.0;0.0;619.620606815434;645.0
2025-12-29T00:04:29.506464;1.0;0.0;190.0;0.0;618.0;191.0;0.0;0.0;0.0;0;191.0;191.0;191.0;0.0;619.6205354696738;645.0
2025-12-29T00:09:56.492671;0.0;0.0;190.0;0.0;618.0;190.0;0.0;0.0;0.0;0;190.0;190.0;190.0;0.0;596.9131599835627;645.0
2025-12-29T00:14:56.496557;0.0;0.0;191.0;0.0;618.0;191.0;0.0;0.0;0.0;0;191.0;191.0;191.0;0.0;575.9699062459896;645.0
2025-12-29T00:14:56.501863;0.0;0.0;191.0;0.0;591.0;191.0;0.0;0.0;0.0;0;191.0;191.0;191.0;0.0;575.9695358344399;645.0
2025-12-29T00:19:23.495170;0.0;0.0;193.0;0.0;591.0;193.0;0.0;0.0;0.0;0;193.0;193.0;193.0;0.0;557.1355781403608;645.0
2025-12-29T00:19:23.496382;0.0;0.0;193.0;0.0;564.0;193.0;0.0;0.0;0.0;0;193.0;193.0;193.0;0.0;557.1354926447468;645.0
2025-12-29T00:24:23.550107;0.0;0.0;203.0;0.0;564.0;203.0;0.0;0.0;0.0;0;203.0;203.0;203.0;0.0;536.5017168402076;645.0
2025-12-29T00:29:49.503333;0.0;0.0;171.0;0.0;564.0;171.0;0.0;0.0;0.0;0;171.0;171.0;171.0;0.0;516.1296402152076;645.0
2025-12-29T00:29:49.504366;0.0;0.0;171.0;0.0;537.0;171.0;0.0;0.0;0.0;0;171.0;171.0;171.0;0.0;516.1295756527076;645.0
2025-12-29T00:34:49.530823;0.0;0.0;172.0;0.0;537.0;172.0;0.0;0.0;0.0;0;172.0;172.0;172.0;0.0;497.2682632974444;645.0
2025-12-29T00:34:49.535766;0.0;0.0;172.0;0.0;510.0;172.0;0.0;0.0;0.0;0;172.0;172.0;172.0;0.0;497.26795255329233;645.0
