timestamp;solarleistung_pv3;solarleistung_pv4;solarleistung_pv1;akkuLadestand;solarleistung;hausabgabe;netzbezug;solarleistung_pv2;netzeinspeisung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-04-01T00:00:00;0.0;0.0;0.0;268.0;0.0;0.0;202.0;0.0;0.0;202.0;0;0;0;0;202.0;202.0;202.0;0.0;536;268.0
2026-04-01T00:01:08.747582;0.0;0.0;0.0;268.0;0.0;0.0;184.0;0.0;0.0;184.0;0;0;0;0;0;184.0;0;184.0;536;536
2026-04-01T00:05:08.899637;0.0;0.0;0.0;268.0;0.0;0.0;205.0;0.0;0.0;205.0;0;0;0;0;0;205.0;0;205.0;536;536.0
2026-04-01T00:11:13.351221;0.0;0.0;0.0;268.0;0.0;0.0;207.0;0.0;0.0;207.0;0;0;0;0;0;207.0;0;207.0;536;536.0
2026-04-01T00:21:18.236215;0.0;0.0;0.0;268.0;0.0;0.0;205.0;0.0;0.0;205.0;0;0;0;0;0;205.0;0;205.0;536;536.0
2026-04-01T00:25:18.926851;0.0;0.0;0.0;268.0;0.0;0.0;219.0;0.0;0.0;219.0;0;0;0;0;0;219.0;0;219.0;536;536.0
2026-04-01T00:30:19.349264;0.0;0.0;0.0;268.0;0.0;0.0;218.0;0.0;0.0;218.0;0;0;0;0;0;218.0;0;218.0;536;536.0
2026-04-01T00:33:24.923959;0.0;0.0;0.0;268.0;0.0;0.0;220.0;0.0;0.0;220.0;0;0;0;0;0;220.0;0;220.0;536;536.0
2026-04-01T00:34:24.963860;0.0;0.0;0.0;268.0;0.0;0.0;217.0;0.0;0.0;217.0;0;0;0;0;0;217.0;0;217.0;536;536.0
2026-04-01T00:36:24.895904;0.0;0.0;0.0;268.0;0.0;0.0;216.0;0.0;0.0;216.0;0;0;0;0;0;216.0;0;216.0;536;536.0
2026-04-01T00:37:24.890904;0.0;0.0;0.0;268.0;0.0;0.0;218.0;0.0;0.0;218.0;0;0;0;0;0;218.0;0;218.0;536;536.0
2026-04-01T00:38:24.907150;0.0;0.0;0.0;268.0;0.0;0.0;219.0;0.0;0.0;219.0;0;0;0;0;0;219.0;0;219.0;536;536.0
2026-04-01T00:40:25.001795;0.0;0.0;0.0;268.0;0.0;0.0;199.0;0.0;0.0;199.0;0;0;0;0;0;199.0;0;199.0;536;536.0
2026-04-01T00:45:29.895101;0.0;0.0;0.0;268.0;0.0;0.0;198.0;0.0;0.0;198.0;0;0;0;0;0;198.0;0;198.0;536;536.0
2026-04-01T00:50:29.965044;0.0;0.0;0.0;268.0;0.0;0.0;179.0;0.0;0.0;179.0;0;0;0;0;0;179.0;0;179.0;536;536.0
2026-04-01T00:55:34.906163;0.0;0.0;0.0;268.0;0.0;0.0;206.0;0.0;0.0;206.0;0;0;0;0;0;206.0;0;206.0;536;536.0
2026-04-01T01:00:34.920518;0.0;0.0;0.0;268.0;0.0;0.0;201.0;0.0;0.0;201.0;0;0;0;0;0;201.0;0;201.0;536;536.0
2026-04-01T01:05:39.894003;0.0;0.0;0.0;268.0;0.0;0.0;227.0;0.0;0.0;227.0;0;0;0;0;0;227.0;0;227.0;536;536.0
2026-04-01T01:10:39.911189;0.0;0.0;0.0;268.0;0.0;0.0;197.0;0.0;0.0;197.0;0;0;0;0;0;197.0;0;197.0;536;536.0
2026-04-01T01:15:44.897292;0.0;0.0;0.0;268.0;0.0;0.0;198.0;0.0;0.0;198.0;0;0;0;0;0;198.0;0;198.0;536;536.0
2026-04-01T01:20:44.922454;0.0;0.0;0.0;268.0;0.0;0.0;200.0;0.0;0.0;200.0;0;0;0;0;0;200.0;0;200.0;536;536.0
2026-04-01T01:25:49.901243;0.0;0.0;0.0;268.0;0.0;0.0;205.0;0.0;0.0;205.0;0;0;0;0;0;205.0;0;205.0;536;536.0
2026-04-01T01:30:49.910701;0.0;0.0;0.0;268.0;0.0;0.0;197.0;0.0;0.0;197.0;0;0;0;0;0;197.0;0;197.0;536;536.0
2026-04-01T01:35:54.908861;0.0;0.0;0.0;268.0;0.0;0.0;198.0;0.0;0.0;198.0;0;0;0;0;0;198.0;0;198.0;536;536.0
2026-04-01T01:40:54.927540;0.0;0.0;0.0;268.0;0.0;0.0;197.0;0.0;0.0;197.0;0;0;0;0;0;197.0;0;197.0;536;536.0
2026-04-01T01:45:59.912551;0.0;0.0;0.0;268.0;0.0;0.0;178.0;0.0;0.0;178.0;0;0;0;0;0;178.0;0;178.0;536;536.0
2026-04-01T01:50:59.908318;0.0;0.0;0.0;268.0;0.0;0.0;202.0;0.0;0.0;202.0;0;0;0;0;0;202.0;0;202.0;536;536.0
2026-04-01T01:56:04.953061;0.0;0.0;0.0;268.0;0.0;0.0;197.0;0.0;0.0;197.0;0;0;0;0;0;197.0;0;197.0;536;536.0
2026-04-01T02:06:13.899803;0.0;0.0;0.0;268.0;0.0;0.0;203.0;0.0;0.0;203.0;0;0;0;0;0;203.0;0;203.0;536;536.0
2026-04-01T02:11:13.908729;0.0;0.0;0.0;268.0;0.0;0.0;201.0;0.0;0.0;201.0;0;0;0;0;0;201.0;0;201.0;536;536.0
2026-04-01T02:16:18.908807;0.0;0.0;0.0;268.0;0.0;0.0;200.0;0.0;0.0;200.0;0;0;0;0;0;200.0;0;200.0;536;536.0
2026-04-01T02:21:18.953838;0.0;0.0;0.0;268.0;0.0;0.0;199.0;0.0;0.0;199.0;0;0;0;0;0;199.0;0;199.0;536;536.0
2026-04-01T02:26:23.919469;0.0;0.0;0.0;268.0;0.0;0.0;198.0;0.0;0.0;198.0;0;0;0;0;0;198.0;0;198.0;536;536.0
2026-04-01T02:31:23.929259;0.0;0.0;0.0;268.0;0.0;0.0;219.0;0.0;0.0;219.0;0;0;0;0;0;219.0;0;219.0;536;536.0
2026-04-01T02:36:28.900376;0.0;0.0;0.0;268.0;0.0;0.0;217.0;0.0;0.0;217.0;0;0;0;0;0;217.0;0;217.0;536;536.0
2026-04-01T02:41:28.915846;0.0;0.0;0.0;268.0;0.0;0.0;197.0;0.0;0.0;197.0;0;0;0;0;0;197.0;0;197.0;536;536.0
2026-04-01T02:46:33.894425;0.0;0.0;0.0;268.0;0.0;0.0;179.0;0.0;0.0;179.0;0;0;0;0;0;179.0;0;179.0;536;536.0
2026-04-01T02:51:33.941634;0.0;0.0;0.0;268.0;0.0;0.0;180.0;0.0;0.0;180.0;0;0;0;0;0;180.0;0;180.0;536;536.0
2026-04-01T02:56:38.899116;0.0;0.0;0.0;268.0;0.0;0.0;200.0;0.0;0.0;200.0;0;0;0;0;0;200.0;0;200.0;536;536.0
2026-04-01T03:01:38.919587;0.0;0.0;0.0;268.0;0.0;0.0;201.0;0.0;0.0;201.0;0;0;0;0;0;201.0;0;201.0;536;536.0
2026-04-01T03:06:43.953763;0.0;0.0;0.0;268.0;0.0;0.0;207.0;0.0;0.0;207.0;0;0;0;0;0;207.0;0;207.0;536;536.0
2026-04-01T03:11:43.920434;0.0;0.0;0.0;268.0;0.0;0.0;218.0;0.0;0.0;218.0;0;0;0;0;0;218.0;0;218.0;536;536.0
2026-04-01T03:16:48.964136;0.0;0.0;0.0;268.0;0.0;0.0;214.0;0.0;0.0;214.0;0;0;0;0;0;214.0;0;214.0;536;536.0
2026-04-01T03:26:53.912873;0.0;0.0;0.0;268.0;0.0;0.0;196.0;0.0;0.0;196.0;0;0;0;0;0;196.0;0;196.0;536;536.0
2026-04-01T03:31:54.046377;0.0;0.0;0.0;268.0;0.0;0.0;185.0;0.0;0.0;185.0;0;0;0;0;0;185.0;0;185.0;536;536.0
2026-04-01T03:36:59.008833;0.0;0.0;0.0;268.0;0.0;0.0;177.0;0.0;0.0;177.0;0;0;0;0;0;177.0;0;177.0;536;536.0
2026-04-01T03:41:58.971483;0.0;0.0;0.0;268.0;0.0;0.0;178.0;0.0;0.0;178.0;0;0;0;0;0;178.0;0;178.0;536;536.0
2026-04-01T03:47:03.901213;0.0;0.0;0.0;268.0;0.0;0.0;184.0;0.0;0.0;184.0;0;0;0;0;0;184.0;0;184.0;536;536.0
2026-04-01T03:52:03.926241;0.0;0.0;0.0;268.0;0.0;0.0;178.0;0.0;0.0;178.0;0;0;0;0;0;178.0;0;178.0;536;536.0
2026-04-01T03:57:08.905611;0.0;0.0;0.0;268.0;0.0;0.0;218.0;0.0;0.0;218.0;0;0;0;0;0;218.0;0;218.0;536;536.0
2026-04-01T04:07:25.057387;0.0;0.0;0.0;268.0;0.0;0.0;199.0;0.0;0.0;199.0;0;0;0;0;0;199.0;0;199.0;536;536.0
2026-04-01T04:12:24.965792;0.0;0.0;0.0;268.0;0.0;0.0;197.0;0.0;0.0;197.0;0;0;0;0;0;197.0;0;197.0;536;536.0
2026-04-01T04:17:31.903395;0.0;0.0;0.0;268.0;0.0;0.0;201.0;0.0;0.0;201.0;0;0;0;0;0;201.0;0;201.0;536;536.0
2026-04-01T04:27:36.907719;0.0;0.0;0.0;268.0;0.0;0.0;202.0;0.0;0.0;202.0;0;0;0;0;0;202.0;0;202.0;536;536.0
2026-04-01T04:32:36.968533;0.0;0.0;0.0;268.0;0.0;0.0;178.0;0.0;0.0;178.0;0;0;0;0;0;178.0;0;178.0;536;536.0
2026-04-01T04:37:42.012746;0.0;0.0;0.0;268.0;0.0;0.0;198.0;0.0;0.0;198.0;0;0;0;0;0;198.0;0;198.0;536;536.0
2026-04-01T04:42:41.909150;0.0;0.0;0.0;268.0;0.0;0.0;196.0;0.0;0.0;196.0;0;0;0;0;0;196.0;0;196.0;536;536.0
2026-04-01T04:47:46.917130;0.0;0.0;0.0;268.0;0.0;0.0;218.0;0.0;0.0;218.0;0;0;0;0;0;218.0;0;218.0;536;536.0
2026-04-01T04:52:46.939014;0.0;0.0;0.0;268.0;0.0;0.0;201.0;0.0;0.0;201.0;0;0;0;0;0;201.0;0;201.0;536;536.0
2026-04-01T04:57:51.943822;0.0;0.0;0.0;268.0;0.0;0.0;198.0;0.0;0.0;198.0;0;0;0;0;0;198.0;0;198.0;536;536.0
