timestamp;akkuEntladung;akkuLadestand;hausabgabe;akkuLadung;solarleistung;netzbezug;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-17T23:00:00+00:00;-0.0;268.0;0.0;0.0;0.0;209.0;209.0;0.0;0.0;0.0;0;209.0;209.0;209.0;0.0;925.0567723007478;268.0
2025-12-17T23:00:15.770000+00:00;-0.0;268.0;0.0;0.0;0.0;200.0;200.0;0.0;0.0;0.0;0;200.0;200.0;200.0;0.0;923.9883441164659;536
2025-12-17T23:04:16.398000+00:00;-0.0;268.0;0.0;0.0;0.0;202.0;202.0;0.0;0.0;0.0;0;202.0;202.0;202.0;0.0;907.5226069890946;536.0
2025-12-17T23:09:16.440000+00:00;-0.0;268.0;0.0;0.0;0.0;197.0;197.0;0.0;0.0;0.0;0;197.0;197.0;197.0;0.0;885.9187056733051;536.0
2025-12-17T23:14:42.398000+00:00;-0.0;268.0;0.0;0.0;0.0;182.0;182.0;0.0;0.0;0.0;0;182.0;182.0;182.0;0.0;864.2358270183344;536.0
2025-12-17T23:19:42.391000+00:00;-0.0;268.0;0.0;0.0;0.0;178.0;178.0;0.0;0.0;0.0;0;178.0;178.0;178.0;0.0;844.718738568042;536.0
2025-12-17T23:25:08.398000+00:00;-0.0;268.0;0.0;0.0;0.0;179.0;179.0;0.0;0.0;0.0;0;179.0;179.0;179.0;0.0;823.3900642259367;536.0
2025-12-17T23:30:08.389000+00:00;-0.0;268.0;0.0;0.0;0.0;177.0;177.0;0.0;0.0;0.0;0;177.0;177.0;177.0;0.0;803.9827517259367;536.0
2025-12-17T23:34:34.399000+00:00;-0.0;268.0;0.0;0.0;0.0;181.0;181.0;0.0;0.0;0.0;0;181.0;181.0;181.0;0.0;786.384867954007;536.0
2025-12-17T23:39:34.400000+00:00;-0.0;268.0;0.0;0.0;0.0;200.0;200.0;0.0;0.0;0.0;0;200.0;200.0;200.0;0.0;766.059596951297;536.0
