timestamp;solarleistung;hausabgabe;akkuLadestand;netzbezug;akkuEntladung;akkuLadung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-08T23:00:00+00:00;0.0;0.0;268.0;246.0;-0.0;0.0;246.0;0.0;0.0;0.0;0;246.0;246.0;246.0;0.0;426;268.0
2025-12-08T23:03:42.247000+00:00;0.0;0.0;268.0;219.0;-0.0;0.0;219.0;0.0;0.0;0.0;0.0;0;219.0;0.0;219.0;426;426
2025-12-08T23:08:42.248000+00:00;0.0;0.0;268.0;2065.0;-0.0;0.0;2065.0;0.0;0.0;0.0;0.0;0;2065.0;0.0;2065.0;426;426.0
2025-12-08T23:14:08.257000+00:00;0.0;0.0;268.0;2066.0;-0.0;0.0;2066.0;0.0;0.0;0.0;0.0;0;2066.0;0.0;2066.0;426;426.0
2025-12-08T23:19:08.253000+00:00;0.0;0.0;268.0;239.0;-0.0;0.0;239.0;0.0;0.0;0.0;0.0;0;239.0;0.0;239.0;426;426.0
2025-12-08T23:23:33.267000+00:00;0.0;0.0;268.0;235.0;-0.0;0.0;235.0;0.0;0.0;0.0;0.0;0;235.0;0.0;235.0;426;426.0
2025-12-08T23:28:33.272000+00:00;0.0;0.0;268.0;237.0;-0.0;0.0;237.0;0.0;0.0;0.0;0.0;0;237.0;0.0;237.0;426;426.0
2025-12-08T23:33:59.249000+00:00;0.0;0.0;268.0;239.0;-0.0;0.0;239.0;0.0;0.0;0.0;0.0;0;239.0;0.0;239.0;426;426.0
2025-12-08T23:38:59.246000+00:00;0.0;0.0;268.0;243.0;-0.0;0.0;243.0;0.0;0.0;0.0;0.0;0;243.0;0.0;243.0;426;426.0
2025-12-08T23:44:24.247000+00:00;0.0;0.0;268.0;252.0;-0.0;0.0;252.0;0.0;0.0;0.0;0.0;0;252.0;0.0;252.0;426;426.0
2025-12-08T23:49:24.242000+00:00;0.0;0.0;268.0;254.0;-0.0;0.0;254.0;0.0;0.0;0.0;0.0;0;254.0;0.0;254.0;426;426.0
2025-12-08T23:53:49.264000+00:00;0.0;0.0;268.0;234.0;-0.0;0.0;234.0;0.0;0.0;0.0;0.0;0;234.0;0.0;234.0;426;426.0
2025-12-08T23:58:49.302000+00:00;0.0;0.0;268.0;237.0;-0.0;0.0;237.0;0.0;0.0;0.0;0.0;0;237.0;0.0;237.0;426;426.0
2025-12-09T00:04:14.268000+00:00;0.0;0.0;268.0;229.0;-0.0;0.0;229.0;0.0;0.0;0.0;0.0;0;229.0;0.0;229.0;426;426.0
2025-12-09T00:09:14.275000+00:00;0.0;0.0;268.0;205.0;-0.0;0.0;205.0;0.0;0.0;0.0;0.0;0;205.0;0.0;205.0;426;426.0
2025-12-09T00:14:39.258000+00:00;0.0;0.0;268.0;2082.0;-0.0;0.0;2082.0;0.0;0.0;0.0;0.0;0;2082.0;0.0;2082.0;426;426.0
2025-12-09T00:19:39.271000+00:00;0.0;0.0;268.0;211.0;-0.0;0.0;211.0;0.0;0.0;0.0;0.0;0;211.0;0.0;211.0;426;426.0
2025-12-09T00:24:04.268000+00:00;0.0;0.0;268.0;210.0;-0.0;0.0;210.0;0.0;0.0;0.0;0.0;0;210.0;0.0;210.0;426;426.0
2025-12-09T00:29:04.253000+00:00;0.0;0.0;268.0;225.0;-0.0;0.0;225.0;0.0;0.0;0.0;0.0;0;225.0;0.0;225.0;426;426.0
2025-12-09T00:34:30.246000+00:00;0.0;0.0;268.0;196.0;-0.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;426;426.0
2025-12-09T00:39:30.252000+00:00;0.0;0.0;268.0;181.0;-0.0;0.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;426;426.0
2025-12-09T00:44:55.258000+00:00;0.0;0.0;268.0;223.0;-0.0;0.0;223.0;0.0;0.0;0.0;0.0;0;223.0;0.0;223.0;426;426.0
