timestamp;hausabgabe;akkuLadestand;akkuEntladung;akkuLadung;netzbezug;solarleistung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-13T23:00:00+00:00;0.0;268.0;-0.0;0.0;195.0;0.0;195.0;0.0;0.0;0.0;0;195.0;195.0;195.0;0.0;268;268.0
2025-12-13T23:01:33.371000+00:00;0.0;268.0;-0.0;0.0;218.0;0.0;218.0;0.0;0.0;0.0;0.0;0;218.0;0.0;218.0;268;268.0
2025-12-13T23:06:33.400000+00:00;0.0;268.0;-0.0;0.0;215.0;0.0;215.0;0.0;0.0;0.0;0.0;0;215.0;0.0;215.0;268;268.0
2025-12-13T23:12:00.362000+00:00;0.0;268.0;-0.0;0.0;212.0;0.0;212.0;0.0;0.0;0.0;0.0;0;212.0;0.0;212.0;268;268.0
2025-12-13T23:17:00.363000+00:00;0.0;268.0;-0.0;0.0;211.0;0.0;211.0;0.0;0.0;0.0;0.0;0;211.0;0.0;211.0;268;268.0
2025-12-13T23:21:26.359000+00:00;0.0;268.0;-0.0;0.0;217.0;0.0;217.0;0.0;0.0;0.0;0.0;0;217.0;0.0;217.0;268;268.0
2025-12-13T23:31:52.356000+00:00;0.0;268.0;-0.0;0.0;208.0;0.0;208.0;0.0;0.0;0.0;0.0;0;208.0;0.0;208.0;268;268.0
2025-12-13T23:36:52.366000+00:00;0.0;268.0;-0.0;0.0;211.0;0.0;211.0;0.0;0.0;0.0;0.0;0;211.0;0.0;211.0;268;268.0
2025-12-13T23:41:18.357000+00:00;0.0;268.0;-0.0;0.0;205.0;0.0;205.0;0.0;0.0;0.0;0.0;0;205.0;0.0;205.0;268;268.0
2025-12-13T23:47:18.366000+00:00;0.0;268.0;-0.0;0.0;185.0;0.0;185.0;0.0;0.0;0.0;0.0;0;185.0;0.0;185.0;268;268.0
2025-12-13T23:51:44.356000+00:00;0.0;268.0;-0.0;0.0;205.0;0.0;205.0;0.0;0.0;0.0;0.0;0;205.0;0.0;205.0;268;268.0
2025-12-13T23:56:44.349000+00:00;0.0;268.0;-0.0;0.0;184.0;0.0;184.0;0.0;0.0;0.0;0.0;0;184.0;0.0;184.0;268;268.0
2025-12-14T00:02:10.362000+00:00;0.0;268.0;-0.0;0.0;186.0;0.0;186.0;0.0;0.0;0.0;0.0;0;186.0;0.0;186.0;268;268.0
2025-12-14T00:07:10.361000+00:00;0.0;268.0;-0.0;0.0;182.0;0.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;268;268.0
2025-12-14T00:12:36.360000+00:00;0.0;268.0;-0.0;0.0;180.0;0.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;268;268.0
2025-12-14T00:22:02.364000+00:00;0.0;268.0;-0.0;0.0;203.0;0.0;203.0;0.0;0.0;0.0;0.0;0;203.0;0.0;203.0;268;268.0
2025-12-14T00:27:02.369000+00:00;0.0;268.0;-0.0;0.0;205.0;0.0;205.0;0.0;0.0;0.0;0.0;0;205.0;0.0;205.0;268;268.0
2025-12-14T00:32:28.377000+00:00;0.0;268.0;-0.0;0.0;199.0;0.0;199.0;0.0;0.0;0.0;0.0;0;199.0;0.0;199.0;268;268.0
2025-12-14T00:37:28.350000+00:00;0.0;268.0;-0.0;0.0;198.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;268;268.0
2025-12-14T00:42:54.451000+00:00;0.0;268.0;-0.0;0.0;195.0;0.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;268;268.0
2025-12-14T00:46:54.360000+00:00;0.0;268.0;-0.0;0.0;197.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;268;268.0
2025-12-14T00:51:54.357000+00:00;0.0;268.0;-0.0;0.0;200.0;0.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;268;268.0
2025-12-14T00:57:20.359000+00:00;0.0;268.0;-0.0;0.0;199.0;0.0;199.0;0.0;0.0;0.0;0.0;0;199.0;0.0;199.0;268;268.0
2025-12-14T01:02:20.352000+00:00;0.0;268.0;-0.0;0.0;201.0;0.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;268;268.0
2025-12-14T01:07:46.378000+00:00;0.0;268.0;-0.0;0.0;181.0;0.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;268;268.0
2025-12-14T01:12:46.361000+00:00;0.0;268.0;-0.0;0.0;182.0;0.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;268;268.0
2025-12-14T01:17:12.368000+00:00;0.0;268.0;-0.0;0.0;178.0;0.0;178.0;0.0;0.0;0.0;0.0;0;178.0;0.0;178.0;268;268.0
2025-12-14T01:32:38.364000+00:00;0.0;268.0;-0.0;0.0;206.0;0.0;206.0;0.0;0.0;0.0;0.0;0;206.0;0.0;206.0;268;268.0
2025-12-14T01:37:04.355000+00:00;0.0;268.0;-0.0;0.0;201.0;0.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;268;268.0
2025-12-14T01:43:04.349000+00:00;0.0;268.0;-0.0;0.0;197.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;268;268.0
2025-12-14T01:52:30.354000+00:00;0.0;268.0;-0.0;0.0;196.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;268;268.0
2025-12-14T01:57:56.361000+00:00;0.0;268.0;-0.0;0.0;202.0;0.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;268;268.0
2025-12-14T02:02:56.357000+00:00;0.0;268.0;-0.0;0.0;178.0;0.0;178.0;0.0;0.0;0.0;0.0;0;178.0;0.0;178.0;268;268.0
2025-12-14T02:07:22.357000+00:00;0.0;268.0;-0.0;0.0;180.0;0.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;268;268.0
2025-12-14T02:12:22.357000+00:00;0.0;268.0;-0.0;0.0;177.0;0.0;177.0;0.0;0.0;0.0;0.0;0;177.0;0.0;177.0;268;268.0
2025-12-14T02:22:48.354000+00:00;0.0;268.0;-0.0;0.0;198.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;268;268.0
2025-12-14T02:28:14.465000+00:00;0.0;268.0;-0.0;0.0;196.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;268;268.0
2025-12-14T02:33:14.354000+00:00;0.0;268.0;-0.0;0.0;194.0;0.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;268;268.0
2025-12-14T02:38:40.362000+00:00;0.0;268.0;-0.0;0.0;197.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;268;268.0
2025-12-14T02:42:40.349000+00:00;0.0;268.0;-0.0;0.0;179.0;0.0;179.0;0.0;0.0;0.0;0.0;0;179.0;0.0;179.0;268;268.0
2025-12-14T02:48:06.422000+00:00;0.0;268.0;-0.0;0.0;183.0;0.0;183.0;0.0;0.0;0.0;0.0;0;183.0;0.0;183.0;268;268.0
2025-12-14T02:53:06.354000+00:00;0.0;268.0;-0.0;0.0;178.0;0.0;178.0;0.0;0.0;0.0;0.0;0;178.0;0.0;178.0;268;268.0
2025-12-14T02:58:32.381000+00:00;0.0;268.0;-0.0;0.0;177.0;0.0;177.0;0.0;0.0;0.0;0.0;0;177.0;0.0;177.0;268;268.0
2025-12-14T03:03:32.354000+00:00;0.0;268.0;-0.0;0.0;199.0;0.0;199.0;0.0;0.0;0.0;0.0;0;199.0;0.0;199.0;268;268.0
2025-12-14T03:12:58.358000+00:00;0.0;268.0;-0.0;0.0;205.0;0.0;205.0;0.0;0.0;0.0;0.0;0;205.0;0.0;205.0;268;268.0
2025-12-14T03:17:58.367000+00:00;0.0;268.0;-0.0;0.0;196.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;268;268.0
2025-12-14T03:28:26.361000+00:00;0.0;268.0;-0.0;0.0;198.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;268;268.0
2025-12-14T03:37:52.350000+00:00;0.0;268.0;-0.0;0.0;181.0;0.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;268;268.0
2025-12-14T03:43:18.355000+00:00;0.0;268.0;-0.0;0.0;180.0;0.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;268;268.0
2025-12-14T03:48:18.401000+00:00;0.0;268.0;-0.0;0.0;179.0;0.0;179.0;0.0;0.0;0.0;0.0;0;179.0;0.0;179.0;268;268.0
2025-12-14T03:53:44.370000+00:00;0.0;268.0;-0.0;0.0;198.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;268;268.0
2025-12-14T03:58:44.372000+00:00;0.0;268.0;-0.0;0.0;200.0;0.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;268;268.0
2025-12-14T04:03:10.366000+00:00;0.0;268.0;-0.0;0.0;197.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;268;268.0
2025-12-14T04:08:10.355000+00:00;0.0;268.0;-0.0;0.0;198.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;268;268.0
2025-12-14T04:13:35.354000+00:00;0.0;268.0;-0.0;0.0;196.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;268;268.0
2025-12-14T04:18:35.354000+00:00;0.0;268.0;-0.0;0.0;182.0;0.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;268;268.0
2025-12-14T04:24:01.380000+00:00;0.0;268.0;-0.0;0.0;181.0;0.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;268;268.0
2025-12-14T04:33:27.360000+00:00;0.0;268.0;-0.0;0.0;186.0;0.0;186.0;0.0;0.0;0.0;0.0;0;186.0;0.0;186.0;268;268.0
2025-12-14T04:38:27.357000+00:00;0.0;268.0;-0.0;0.0;182.0;0.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;268;268.0
2025-12-14T04:43:53.357000+00:00;0.0;268.0;-0.0;0.0;184.0;0.0;184.0;0.0;0.0;0.0;0.0;0;184.0;0.0;184.0;268;268.0
2025-12-14T04:48:53.352000+00:00;0.0;268.0;-0.0;0.0;183.0;0.0;183.0;0.0;0.0;0.0;0.0;0;183.0;0.0;183.0;268;268.0
2025-12-14T04:54:19.372000+00:00;0.0;268.0;-0.0;0.0;182.0;0.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;268;268.0
2025-12-14T04:59:19.356000+00:00;0.0;268.0;-0.0;0.0;181.0;0.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;268;268.0
2025-12-14T05:04:45.381000+00:00;0.0;268.0;-0.0;0.0;178.0;0.0;178.0;0.0;0.0;0.0;0.0;0;178.0;0.0;178.0;268;268.0
2025-12-14T05:14:11.362000+00:00;0.0;268.0;-0.0;0.0;201.0;0.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;268;268.0
2025-12-14T05:19:11.352000+00:00;0.0;268.0;-0.0;0.0;197.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;268;268.0
2025-12-14T05:24:37.364000+00:00;0.0;268.0;-0.0;0.0;199.0;0.0;199.0;0.0;0.0;0.0;0.0;0;199.0;0.0;199.0;268;268.0
2025-12-14T05:28:37.361000+00:00;0.0;268.0;-0.0;0.0;205.0;0.0;205.0;0.0;0.0;0.0;0.0;0;205.0;0.0;205.0;268;268.0
2025-12-14T05:33:37.353000+00:00;0.0;268.0;-0.0;0.0;201.0;0.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;268;268.0
2025-12-14T05:39:03.362000+00:00;0.0;268.0;-0.0;0.0;199.0;0.0;199.0;0.0;0.0;0.0;0.0;0;199.0;0.0;199.0;268;268.0
