timestamp;hausabgabe;solarleistung_pv2;solarleistung_pv4;akkuLadung;akkuLadestand;solarleistung_pv1;netzeinspeisung;solarleistung;netzbezug;solarleistung_pv3;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-03-22T00:00:00;;;;0.0;;;;;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;1157.1647078566878;0
2026-03-22T07:22:07.554472;;;;0.0;;;;121.0;;;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1941.790819017399;536
2026-03-22T07:22:07.556059;;;;0.0;;25.0;;121.0;;;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1941.7908659573322;536.0
2026-03-22T07:22:07.557471;;26.0;;0.0;;25.0;;121.0;;;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1941.7909077211546;536.0
2026-03-22T07:22:07.559182;;26.0;;0.0;;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1941.7909583287324;536.0
2026-03-22T07:22:07.560825;;26.0;28.0;0.0;;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1941.7910069250213;536.0
2026-03-22T07:22:07.570401;121.0;26.0;28.0;0.0;;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1941.7912901618213;536.0
2026-03-22T07:22:07.577966;121.0;26.0;28.0;0.0;268.0;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1941.79151391771;536.0
2026-03-22T07:22:07.583960;121.0;26.0;28.0;0.0;268.0;25.0;0.0;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1941.7916912069102;536.0
2026-03-22T07:22:07.585429;121.0;26.0;28.0;0.0;268.0;25.0;0.0;121.0;77.0;42.0;198.0;121.0;121.0;0.0;0;77.0;77.0;198.0;0.0;1941.7916463207991;536.0
2026-03-22T07:23:08.086457;121.0;26.0;28.0;0.0;268.0;25.0;0.0;141.0;77.0;42.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;1940.4231706874657;536.0
2026-03-22T07:23:08.087546;121.0;26.0;28.0;0.0;268.0;30.0;0.0;141.0;77.0;42.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;1940.4231460553228;536.0
2026-03-22T07:23:08.090585;121.0;32.0;28.0;0.0;268.0;30.0;0.0;141.0;77.0;42.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;1940.423077316037;536.0
2026-03-22T07:23:08.092160;121.0;32.0;28.0;0.0;268.0;30.0;0.0;141.0;77.0;47.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;1940.423041691037;536.0
