timestamp;hausabgabe;akkuEntladung;akkuLadung;solarleistung;netzbezug;akkuLadestand;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-07T23:00:00+00:00;0.0;-0.0;0.0;0.0;186.0;268.0;186.0;0.0;0.0;0.0;0;186.0;186.0;186.0;0.0;426;268.0
2025-12-07T23:04:31.237000+00:00;0.0;-0.0;0.0;0.0;184.0;268.0;184.0;0.0;0.0;0.0;0.0;0;184.0;0.0;184.0;426;426
2025-12-07T23:09:31.248000+00:00;0.0;-0.0;0.0;0.0;203.0;268.0;203.0;0.0;0.0;0.0;0.0;0;203.0;0.0;203.0;426;426.0
2025-12-07T23:13:56.234000+00:00;0.0;-0.0;0.0;0.0;181.0;268.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;426;426.0
2025-12-07T23:19:56.244000+00:00;0.0;-0.0;0.0;0.0;203.0;268.0;203.0;0.0;0.0;0.0;0.0;0;203.0;0.0;203.0;426;426.0
2025-12-07T23:24:21.242000+00:00;0.0;-0.0;0.0;0.0;206.0;268.0;206.0;0.0;0.0;0.0;0.0;0;206.0;0.0;206.0;426;426.0
2025-12-07T23:29:21.243000+00:00;0.0;-0.0;0.0;0.0;205.0;268.0;205.0;0.0;0.0;0.0;0.0;0;205.0;0.0;205.0;426;426.0
2025-12-07T23:34:46.249000+00:00;0.0;-0.0;0.0;0.0;202.0;268.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;426;426.0
2025-12-07T23:39:46.233000+00:00;0.0;-0.0;0.0;0.0;200.0;268.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;426;426.0
2025-12-07T23:44:11.241000+00:00;0.0;-0.0;0.0;0.0;198.0;268.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;426;426.0
2025-12-07T23:49:11.228000+00:00;0.0;-0.0;0.0;0.0;208.0;268.0;208.0;0.0;0.0;0.0;0.0;0;208.0;0.0;208.0;426;426.0
