timestamp;solarleistung_pv3;solarleistung_pv4;solarleistung_pv1;akkuLadestand;solarleistung;hausabgabe;netzbezug;solarleistung_pv2;netzeinspeisung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-04-04T00:00:00;0.0;0.0;0.0;1505.0;0.0;175.0;0.0;0.0;8.0;167.0;0;0;0;0;167.0;167.0;167.0;0.0;4069.102075977175;1505.0
2026-04-04T00:04:22.794883;0.0;0.0;0.0;1505.0;0.0;174.0;0.0;0.0;8.0;166.0;0;0;0;0;166.0;166.0;166.0;0.0;4053.1576495963272;1505.0
2026-04-04T00:04:22.795818;0.0;0.0;0.0;1478.0;0.0;174.0;0.0;0.0;8.0;166.0;0;0;0;0;166.0;166.0;166.0;0.0;4053.157592867526;1505.0
2026-04-04T00:09:22.963928;0.0;0.0;0.0;1478.0;0.0;195.0;0.0;0.0;8.0;187.0;0;0;0;0;187.0;187.0;187.0;0.0;4032.6417169281985;1505.0
2026-04-04T00:09:22.969305;0.0;0.0;0.0;1451.0;0.0;195.0;0.0;0.0;8.0;187.0;0;0;0;0;187.0;187.0;187.0;0.0;4032.6413494212543;1505.0
2026-04-04T00:09:22.970038;0.0;0.0;0.0;1451.0;0.0;195.0;0.0;0.0;6.0;189.0;0;0;0;0;189.0;189.0;189.0;0.0;4032.641298786386;1505.0
2026-04-04T00:14:27.307305;0.0;0.0;0.0;1451.0;0.0;197.0;0.0;0.0;6.0;191.0;0;0;0;0;191.0;191.0;191.0;0.0;4011.395531974617;1505.0
2026-04-04T00:14:27.308667;0.0;0.0;0.0;1451.0;0.0;197.0;0.0;0.0;8.0;189.0;0;0;0;0;189.0;189.0;189.0;0.0;4011.3954378890908;1505.0
2026-04-04T00:19:27.926965;0.0;0.0;0.0;1451.0;0.0;229.0;0.0;0.0;8.0;221.0;0;0;0;0;221.0;221.0;221.0;0.0;3988.889799725812;1505.0
2026-04-04T00:19:27.932346;0.0;0.0;0.0;1424.0;0.0;229.0;0.0;0.0;8.0;221.0;0;0;0;0;221.0;221.0;221.0;0.0;3988.889396879945;1505.0
2026-04-04T00:19:27.933030;0.0;0.0;0.0;1424.0;0.0;229.0;0.0;0.0;5.0;224.0;0;0;0;0;224.0;224.0;224.0;0.0;3988.889344977506;1505.0
2026-04-04T00:24:32.476362;0.0;0.0;0.0;1424.0;0.0;212.0;0.0;0.0;5.0;207.0;0;0;0;0;207.0;207.0;207.0;0.0;3967.534172306774;1505.0
2026-04-04T00:24:32.477294;0.0;0.0;0.0;1397.0;0.0;212.0;0.0;0.0;5.0;207.0;0;0;0;0;207.0;207.0;207.0;0.0;3967.5341069531155;1505.0
2026-04-04T00:24:32.481747;0.0;0.0;0.0;1397.0;0.0;212.0;0.0;0.0;6.0;206.0;0;0;0;0;206.0;206.0;206.0;0.0;3967.5337962085355;1505.0
2026-04-04T00:29:32.955565;0.0;0.0;0.0;1397.0;0.0;211.0;0.0;0.0;6.0;205.0;0;0;0;0;205.0;205.0;205.0;0.0;3946.6675588474245;1505.0
2026-04-04T00:29:32.960899;0.0;0.0;0.0;1397.0;0.0;211.0;0.0;0.0;7.0;204.0;0;0;0;0;204.0;204.0;204.0;0.0;3946.6671902376684;1505.0
2026-04-04T00:34:47.444782;0.0;0.0;0.0;1397.0;0.0;172.0;0.0;0.0;7.0;165.0;0;0;0;0;165.0;165.0;165.0;0.0;3927.701605188326;1505.0
2026-04-04T00:34:47.445724;0.0;0.0;0.0;1370.0;0.0;172.0;0.0;0.0;7.0;165.0;0;0;0;0;165.0;165.0;165.0;0.0;3927.7015483791156;1505.0
2026-04-04T00:34:47.449829;0.0;0.0;0.0;1370.0;0.0;172.0;0.0;0.0;4.0;168.0;0;0;0;0;168.0;168.0;168.0;0.0;3927.701296317712;1505.0
2026-04-04T00:39:47.922881;0.0;0.0;0.0;1370.0;0.0;174.0;0.0;0.0;4.0;170.0;0;0;0;0;170.0;170.0;170.0;0.0;3909.031552589642;1505.0
2026-04-04T00:39:47.928241;0.0;0.0;0.0;1344.0;0.0;174.0;0.0;0.0;4.0;170.0;0;0;0;0;170.0;170.0;170.0;0.0;3909.0312195487063;1505.0
2026-04-04T00:39:47.928926;0.0;0.0;0.0;1344.0;0.0;174.0;0.0;0.0;8.0;166.0;0;0;0;0;166.0;166.0;166.0;0.0;3909.031177988034;1505.0
2026-04-04T00:44:52.312765;0.0;0.0;0.0;1344.0;0.0;175.0;0.0;0.0;8.0;167.0;0;0;0;0;167.0;167.0;167.0;0.0;3890.452193663107;1505.0
2026-04-04T00:44:52.316890;0.0;0.0;0.0;1344.0;0.0;175.0;0.0;0.0;7.0;168.0;0;0;0;0;168.0;168.0;168.0;0.0;3890.4519403736335;1505.0
