timestamp;solarleistung_pv3;solarleistung_pv4;solarleistung_pv1;akkuLadestand;solarleistung;hausabgabe;netzbezug;solarleistung_pv2;netzeinspeisung;akkuLadung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-04-07T00:00:00;0.0;0.0;0.0;672.0;0.0;218.0;0.0;0.0;9.0;;209.0;0;0;0;0;209.0;209.0;209.0;0.0;681.7590794211869;672.0
2026-04-07T00:02:51.879802;0.0;0.0;0.0;672.0;0.0;193.0;0.0;0.0;9.0;;184.0;0;0;0;0;184.0;184.0;184.0;0.0;670.1999114504267;672.0
2026-04-07T00:02:51.884241;0.0;0.0;0.0;672.0;0.0;193.0;0.0;0.0;0.0;;193.0;0;0;0;0;193.0;193.0;193.0;0.0;670.1995983192132;672.0
2026-04-07T00:07:51.965664;0.0;0.0;0.0;672.0;0.0;213.0;0.0;0.0;0.0;;213.0;0;0;0;0;213.0;213.0;213.0;0.0;648.547381822262;672.0
2026-04-07T00:07:51.971185;0.0;0.0;0.0;645.0;0.0;213.0;0.0;0.0;0.0;;213.0;0;0;0;0;213.0;213.0;213.0;0.0;648.5469834574245;672.0
2026-04-07T00:07:51.972042;0.0;0.0;0.0;645.0;0.0;213.0;0.0;0.0;3.0;;210.0;0;0;0;0;210.0;210.0;210.0;0.0;648.5469224919774;672.0
2026-04-07T00:12:56.373763;0.0;0.0;0.0;645.0;0.0;209.0;0.0;0.0;3.0;;206.0;0;0;0;0;206.0;206.0;206.0;0.0;627.3047969750397;672.0
2026-04-07T00:12:56.378602;0.0;0.0;0.0;618.0;0.0;209.0;0.0;0.0;3.0;;206.0;0;0;0;0;206.0;206.0;206.0;0.0;627.3044592941454;672.0
2026-04-07T00:12:56.379330;0.0;0.0;0.0;618.0;0.0;209.0;0.0;0.0;9.0;;200.0;0;0;0;0;200.0;200.0;200.0;0.0;627.3044099716523;672.0
2026-04-07T00:17:56.960350;0.0;0.0;0.0;618.0;0.0;253.0;0.0;0.0;9.0;;244.0;0;0;0;0;244.0;244.0;244.0;0.0;602.4596373158257;672.0
2026-04-07T00:17:56.966217;0.0;0.0;0.0;591.0;0.0;253.0;0.0;0.0;9.0;;244.0;0;0;0;0;244.0;244.0;244.0;0.0;602.4591523740913;672.0
2026-04-07T00:17:56.966947;0.0;0.0;0.0;591.0;0.0;253.0;0.0;0.0;18.0;;235.0;0;0;0;0;235.0;235.0;235.0;0.0;602.4590942609477;672.0
2026-04-07T00:23:01.429121;0.0;0.0;0.0;591.0;0.0;213.0;0.0;0.0;18.0;;195.0;0;0;0;0;195.0;195.0;195.0;0.0;580.7594875613863;672.0
2026-04-07T00:23:01.433826;0.0;0.0;0.0;564.0;0.0;213.0;0.0;0.0;18.0;;195.0;0;0;0;0;195.0;195.0;195.0;0.0;580.7591522269565;672.0
2026-04-07T00:23:01.434725;0.0;0.0;0.0;564.0;0.0;213.0;0.0;0.0;9.0;;204.0;0;0;0;0;204.0;204.0;204.0;0.0;580.7590901009403;672.0
2026-04-07T00:28:01.950112;0.0;0.0;0.0;564.0;0.0;212.0;0.0;0.0;9.0;;203.0;0;0;0;0;203.0;203.0;203.0;0.0;560.0935672144227;672.0
2026-04-07T00:28:01.955157;0.0;0.0;0.0;564.0;0.0;212.0;0.0;0.0;8.0;;204.0;0;0;0;0;204.0;204.0;204.0;0.0;560.0932185762114;672.0
2026-04-07T00:33:07.435474;0.0;0.0;0.0;564.0;0.0;207.0;0.0;0.0;8.0;;199.0;0;0;0;0;199.0;199.0;199.0;0.0;537.8744382096178;672.0
2026-04-07T00:33:07.441821;0.0;0.0;0.0;537.0;0.0;207.0;0.0;0.0;8.0;;199.0;0;0;0;0;199.0;199.0;199.0;0.0;537.8739765674394;672.0
2026-04-07T00:33:07.442661;0.0;0.0;0.0;537.0;0.0;207.0;0.0;0.0;9.0;;198.0;0;0;0;0;198.0;198.0;198.0;0.0;537.8739157779657;672.0
2026-04-07T00:38:07.963102;0.0;0.0;0.0;537.0;0.0;203.0;0.0;0.0;9.0;;194.0;0;0;0;0;194.0;194.0;194.0;0.0;516.5650833386383;672.0
2026-04-07T00:38:07.968558;0.0;0.0;0.0;510.0;0.0;203.0;0.0;0.0;9.0;;194.0;0;0;0;0;194.0;194.0;194.0;0.0;516.5646964731412;672.0
2026-04-07T00:38:07.969271;0.0;0.0;0.0;510.0;0.0;203.0;0.0;0.0;6.0;;197.0;0;0;0;0;197.0;197.0;197.0;0.0;516.5646451350565;672.0
2026-04-07T00:43:12.346826;0.0;0.0;0.0;510.0;0.0;204.0;0.0;0.0;6.0;;198.0;0;0;0;0;198.0;198.0;198.0;0.0;494.53732207584596;672.0
2026-04-07T00:43:12.351305;0.0;0.0;0.0;510.0;0.0;204.0;0.0;0.0;5.0;;199.0;0;0;0;0;199.0;199.0;199.0;0.0;494.53699630062664;672.0
2026-04-07T00:48:12.950028;0.0;0.0;0.0;510.0;0.0;228.0;0.0;0.0;5.0;;223.0;0;0;0;0;223.0;223.0;223.0;0.0;471.8291659384993;672.0
2026-04-07T00:48:12.955556;0.0;0.0;0.0;483.0;0.0;228.0;0.0;0.0;5.0;;223.0;0;0;0;0;223.0;223.0;223.0;0.0;471.8287483422933;672.0
