timestamp;akkuLadung;hausabgabe;akkuLadestand;netzbezug;solarleistung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-26T00:00:00;0.0;0.0;268.0;200.0;0.0;200.0;0.0;0.0;0.0;0;200.0;200.0;200.0;0.0;1345.2434445950273;268.0
2025-12-26T00:00:41.474227;0.0;0.0;268.0;194.0;0.0;194.0;0.0;0.0;0.0;0;194.0;194.0;194.0;0.0;1342.3026551074543;536
2025-12-26T00:05:41.501861;0.0;0.0;268.0;192.0;0.0;192.0;0.0;0.0;0.0;0;192.0;192.0;192.0;0.0;1321.2480843004366;536.0
2025-12-26T00:11:08.479243;0.0;0.0;268.0;193.0;0.0;193.0;0.0;0.0;0.0;0;193.0;193.0;193.0;0.0;1298.1827938304075;536.0
2025-12-26T00:20:34.479386;0.0;0.0;268.0;197.0;0.0;197.0;0.0;0.0;0.0;0;197.0;197.0;197.0;0.0;1257.4291285632291;536.0
2025-12-26T00:25:34.489669;0.0;0.0;268.0;191.0;0.0;191.0;0.0;0.0;0.0;0;191.0;191.0;191.0;0.0;1236.4854282514602;536.0
2025-12-26T00:31:00.471708;0.0;0.0;268.0;195.0;0.0;195.0;0.0;0.0;0.0;0;195.0;195.0;195.0;0.0;1213.2520592437847;536.0
2025-12-26T00:36:00.511256;0.0;0.0;268.0;190.0;0.0;190.0;0.0;0.0;0.0;0;190.0;190.0;190.0;0.0;1192.4159795215626;536.0
2025-12-26T00:41:26.469691;0.0;0.0;268.0;193.0;0.0;193.0;0.0;0.0;0.0;0;193.0;193.0;193.0;0.0;1169.422566526314;536.0
2025-12-26T00:50:52.471170;0.0;0.0;268.0;171.0;0.0;171.0;0.0;0.0;0.0;0;171.0;171.0;171.0;0.0;1134.0474740888142;536.0
2025-12-26T00:55:52.487906;0.0;0.0;268.0;172.0;0.0;172.0;0.0;0.0;0.0;0;172.0;172.0;172.0;0.0;1115.186772849048;536.0
2025-12-26T01:01:18.469269;0.0;0.0;268.0;171.0;0.0;171.0;0.0;0.0;0.0;0;171.0;171.0;171.0;0.0;1094.8129376615482;536.0
2025-12-26T01:06:18.508830;0.0;0.0;268.0;172.0;0.0;172.0;0.0;0.0;0.0;0;172.0;172.0;172.0;0.0;1075.9508015168112;536.0
2025-12-26T01:11:44.479393;0.0;0.0;268.0;194.0;0.0;194.0;0.0;0.0;0.0;0;194.0;194.0;194.0;0.0;1052.8373917134486;536.0
2025-12-26T01:16:44.513700;0.0;0.0;268.0;195.0;0.0;195.0;0.0;0.0;0.0;0;195.0;195.0;195.0;0.0;1031.4533676399838;536.0
2025-12-26T01:21:09.472294;0.0;0.0;268.0;192.0;0.0;192.0;0.0;0.0;0.0;0;192.0;192.0;192.0;0.0;1012.8597820961241;536.0
2025-12-26T01:26:09.477244;0.0;0.0;268.0;191.0;0.0;191.0;0.0;0.0;0.0;0;191.0;191.0;191.0;0.0;991.9164540807733;536.0
2025-12-26T01:31:35.485770;0.0;0.0;268.0;190.0;0.0;190.0;0.0;0.0;0.0;0;190.0;190.0;190.0;0.0;969.276973108551;536.0
2025-12-26T01:36:35.465324;0.0;0.0;268.0;192.0;0.0;192.0;0.0;0.0;0.0;0;192.0;192.0;192.0;0.0;948.2257763366213;536.0
2025-12-26T01:47:01.472617;0.0;0.0;268.0;191.0;0.0;191.0;0.0;0.0;0.0;0;191.0;191.0;191.0;0.0;904.5242438209049;536.0
2025-12-26T01:56:27.464542;0.0;0.0;268.0;175.0;0.0;175.0;0.0;0.0;0.0;0;175.0;175.0;175.0;0.0;868.3222749338435;536.0
2025-12-26T02:01:53.529911;0.0;0.0;268.0;173.0;0.0;173.0;0.0;0.0;0.0;0;173.0;173.0;173.0;0.0;847.7048374934195;536.0
2025-12-26T02:06:53.467814;0.0;0.0;268.0;175.0;0.0;175.0;0.0;0.0;0.0;0;175.0;175.0;175.0;0.0;828.5202128497791;536.0
2025-12-26T02:12:19.529877;0.0;0.0;268.0;195.0;0.0;195.0;0.0;0.0;0.0;0;195.0;195.0;195.0;0.0;805.2811403771914;536.0
2025-12-26T02:16:19.467638;0.0;0.0;268.0;173.0;0.0;173.0;0.0;0.0;0.0;0;173.0;173.0;173.0;0.0;790.1096372145452;536.0
2025-12-26T02:22:44.548685;0.0;0.0;268.0;171.0;0.0;171.0;0.0;0.0;0.0;0;171.0;171.0;171.0;0.0;766.0420717770452;536.0
2025-12-26T02:26:44.465642;0.0;0.0;268.0;173.0;0.0;173.0;0.0;0.0;0.0;0;173.0;173.0;173.0;0.0;750.8718840720013;536.0
2025-12-26T02:31:45.478651;0.0;0.0;268.0;171.0;0.0;171.0;0.0;0.0;0.0;0;171.0;171.0;171.0;0.0;732.0585710095013;536.0
2025-12-26T02:37:10.464440;0.0;0.0;268.0;195.0;0.0;195.0;0.0;0.0;0.0;0;195.0;195.0;195.0;0.0;708.8962066619135;536.0
2025-12-26T02:42:10.470917;0.0;0.0;268.0;194.0;0.0;194.0;0.0;0.0;0.0;0;194.0;194.0;194.0;0.0;687.6238175763872;536.0
2025-12-26T02:46:35.459630;0.0;0.0;268.0;192.0;0.0;192.0;0.0;0.0;0.0;0;192.0;192.0;192.0;0.0;669.0281184184925;536.0
2025-12-26T02:51:35.479359;0.0;0.0;268.0;191.0;0.0;191.0;0.0;0.0;0.0;0;191.0;191.0;191.0;0.0;648.0837586820159;536.0
2025-12-26T02:57:00.461787;0.0;0.0;268.0;193.0;0.0;193.0;0.0;0.0;0.0;0;193.0;193.0;193.0;0.0;625.1591941337703;536.0
2025-12-26T03:02:00.538430;0.0;0.0;268.0;194.0;0.0;194.0;0.0;0.0;0.0;0;194.0;194.0;194.0;0.0;603.8818298274837;536.0
2025-12-26T03:07:26.469334;0.0;0.0;268.0;193.0;0.0;193.0;0.0;0.0;0.0;0;193.0;193.0;193.0;0.0;580.8903588947351;536.0
2025-12-26T03:12:26.481345;0.0;0.0;268.0;189.0;0.0;189.0;0.0;0.0;0.0;0;189.0;189.0;189.0;0.0;560.1658449769719;536.0
2025-12-26T03:16:51.474130;0.0;0.0;268.0;190.0;0.0;190.0;0.0;0.0;0.0;0;190.0;190.0;190.0;0.0;541.7635682408608;536.0
2025-12-26T03:21:51.470421;0.0;0.0;268.0;172.0;0.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;536;536.0
2025-12-26T03:27:16.469689;0.0;0.0;268.0;175.0;0.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-26T03:37:42.475245;0.0;0.0;268.0;181.0;0.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;536;536.0
2025-12-26T03:42:42.468746;0.0;0.0;268.0;194.0;0.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-26T03:47:07.479194;0.0;0.0;268.0;197.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-26T03:52:07.470739;0.0;0.0;268.0;196.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-26T03:57:32.470707;0.0;0.0;268.0;192.0;0.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;536;536.0
2025-12-26T04:02:32.470482;0.0;0.0;268.0;190.0;0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;536;536.0
2025-12-26T04:07:58.472337;0.0;0.0;268.0;191.0;0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;536;536.0
2025-12-26T04:12:58.536462;0.0;0.0;268.0;194.0;0.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-26T04:18:24.481072;0.0;0.0;268.0;177.0;0.0;177.0;0.0;0.0;0.0;0.0;0;177.0;0.0;177.0;536;536.0
2025-12-26T04:22:24.473604;0.0;0.0;268.0;173.0;0.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-26T04:32:49.466808;0.0;0.0;268.0;196.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-26T04:42:16.474078;0.0;0.0;268.0;193.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-26T04:48:41.528150;0.0;0.0;268.0;192.0;0.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;536;536.0
2025-12-26T04:52:41.464807;0.0;0.0;268.0;191.0;0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;536;536.0
2025-12-26T04:57:41.467493;0.0;0.0;268.0;194.0;0.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-26T05:03:06.479587;0.0;0.0;268.0;190.0;0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;536;536.0
2025-12-26T05:08:06.479858;0.0;0.0;268.0;189.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-26T05:12:31.507878;0.0;0.0;268.0;172.0;0.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;536;536.0
2025-12-26T05:22:56.491759;0.0;0.0;268.0;173.0;0.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-26T05:27:56.500815;0.0;0.0;268.0;171.0;0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;536;536.0
2025-12-26T05:33:22.462142;0.0;0.0;268.0;173.0;0.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-26T05:38:22.499623;0.0;0.0;268.0;193.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-26T05:42:47.462538;0.0;0.0;268.0;194.0;0.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
