timestamp;akkuEntladung;hausabgabe;solarleistung;netzbezug;akkuLadung;akkuLadestand;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-02T23:00:00+00:00;-0.0;0.0;0.0;720.0;0.0;268.0;720.0;0.0;0.0;0.0;0;720.0;720.0;720.0;0.0;268;268.0
2025-12-02T23:01:23.275000+00:00;-0.0;0.0;0.0;727.0;0.0;268.0;727.0;0.0;0.0;0.0;0.0;0;727.0;0.0;727.0;268;268.0
2025-12-02T23:06:23.273000+00:00;-0.0;0.0;0.0;737.0;0.0;268.0;737.0;0.0;0.0;0.0;0.0;0;737.0;0.0;737.0;268;268.0
2025-12-02T23:11:49.271000+00:00;-0.0;0.0;0.0;733.0;0.0;268.0;733.0;0.0;0.0;0.0;0.0;0;733.0;0.0;733.0;268;268.0
2025-12-02T23:16:49.335000+00:00;-0.0;0.0;0.0;722.0;0.0;268.0;722.0;0.0;0.0;0.0;0.0;0;722.0;0.0;722.0;268;268.0
2025-12-02T23:22:15.275000+00:00;-0.0;0.0;0.0;753.0;0.0;268.0;753.0;0.0;0.0;0.0;0.0;0;753.0;0.0;753.0;268;268.0
2025-12-02T23:27:15.283000+00:00;-0.0;0.0;0.0;766.0;0.0;268.0;766.0;0.0;0.0;0.0;0.0;0;766.0;0.0;766.0;268;268.0
2025-12-02T23:31:40.269000+00:00;-0.0;0.0;0.0;744.0;0.0;268.0;744.0;0.0;0.0;0.0;0.0;0;744.0;0.0;744.0;268;268.0
2025-12-02T23:32:40.262000+00:00;-0.0;0.0;0.0;2573.0;0.0;268.0;2573.0;0.0;0.0;0.0;0.0;0;2573.0;0.0;2573.0;268;268.0
2025-12-02T23:33:40.265000+00:00;-0.0;0.0;0.0;2566.0;0.0;268.0;2566.0;0.0;0.0;0.0;0.0;0;2566.0;0.0;2566.0;268;268.0
2025-12-02T23:34:40.263000+00:00;-0.0;0.0;0.0;2561.0;0.0;268.0;2561.0;0.0;0.0;0.0;0.0;0;2561.0;0.0;2561.0;268;268.0
2025-12-02T23:35:40.273000+00:00;-0.0;0.0;0.0;2563.0;0.0;268.0;2563.0;0.0;0.0;0.0;0.0;0;2563.0;0.0;2563.0;268;268.0
2025-12-02T23:36:40.265000+00:00;-0.0;0.0;0.0;2562.0;0.0;268.0;2562.0;0.0;0.0;0.0;0.0;0;2562.0;0.0;2562.0;268;268.0
2025-12-02T23:37:40.268000+00:00;-0.0;0.0;0.0;2556.0;0.0;268.0;2556.0;0.0;0.0;0.0;0.0;0;2556.0;0.0;2556.0;268;268.0
2025-12-02T23:42:05.275000+00:00;-0.0;0.0;0.0;2552.0;0.0;268.0;2552.0;0.0;0.0;0.0;0.0;0;2552.0;0.0;2552.0;268;268.0
2025-12-02T23:47:05.276000+00:00;-0.0;0.0;0.0;759.0;0.0;268.0;759.0;0.0;0.0;0.0;0.0;0;759.0;0.0;759.0;268;268.0
2025-12-02T23:52:30.275000+00:00;-0.0;0.0;0.0;238.0;0.0;268.0;238.0;0.0;0.0;0.0;0.0;0;238.0;0.0;238.0;268;268.0
2025-12-02T23:57:30.275000+00:00;-0.0;0.0;0.0;235.0;0.0;268.0;235.0;0.0;0.0;0.0;0.0;0;235.0;0.0;235.0;268;268.0
2025-12-03T00:01:55.274000+00:00;-0.0;0.0;0.0;242.0;0.0;268.0;242.0;0.0;0.0;0.0;0.0;0;242.0;0.0;242.0;268;268.0
2025-12-03T00:06:55.279000+00:00;-0.0;0.0;0.0;241.0;0.0;268.0;241.0;0.0;0.0;0.0;0.0;0;241.0;0.0;241.0;268;268.0
2025-12-03T00:12:20.286000+00:00;-0.0;0.0;0.0;415.0;0.0;268.0;415.0;0.0;0.0;0.0;0.0;0;415.0;0.0;415.0;268;268.0
2025-12-03T00:17:20.269000+00:00;-0.0;0.0;0.0;263.0;0.0;268.0;263.0;0.0;0.0;0.0;0.0;0;263.0;0.0;263.0;268;268.0
2025-12-03T00:22:45.274000+00:00;-0.0;0.0;0.0;254.0;0.0;268.0;254.0;0.0;0.0;0.0;0.0;0;254.0;0.0;254.0;268;268.0
2025-12-03T00:26:45.296000+00:00;-0.0;0.0;0.0;236.0;0.0;268.0;236.0;0.0;0.0;0.0;0.0;0;236.0;0.0;236.0;268;268.0
2025-12-03T00:33:10.276000+00:00;-0.0;0.0;0.0;206.0;0.0;268.0;206.0;0.0;0.0;0.0;0.0;0;206.0;0.0;206.0;268;268.0
2025-12-03T00:37:10.296000+00:00;-0.0;0.0;0.0;211.0;0.0;268.0;211.0;0.0;0.0;0.0;0.0;0;211.0;0.0;211.0;268;268.0
2025-12-03T00:42:35.363000+00:00;-0.0;0.0;0.0;240.0;0.0;268.0;240.0;0.0;0.0;0.0;0.0;0;240.0;0.0;240.0;268;268.0
2025-12-03T00:47:35.284000+00:00;-0.0;0.0;0.0;227.0;0.0;268.0;227.0;0.0;0.0;0.0;0.0;0;227.0;0.0;227.0;268;268.0
2025-12-03T00:53:00.354000+00:00;-0.0;0.0;0.0;210.0;0.0;268.0;210.0;0.0;0.0;0.0;0.0;0;210.0;0.0;210.0;268;268.0
2025-12-03T00:57:00.265000+00:00;-0.0;0.0;0.0;234.0;0.0;268.0;234.0;0.0;0.0;0.0;0.0;0;234.0;0.0;234.0;268;268.0
2025-12-03T01:02:00.281000+00:00;-0.0;0.0;0.0;225.0;0.0;268.0;225.0;0.0;0.0;0.0;0.0;0;225.0;0.0;225.0;268;268.0
2025-12-03T01:07:25.270000+00:00;-0.0;0.0;0.0;187.0;0.0;268.0;187.0;0.0;0.0;0.0;0.0;0;187.0;0.0;187.0;268;268.0
2025-12-03T01:12:25.281000+00:00;-0.0;0.0;0.0;185.0;0.0;268.0;185.0;0.0;0.0;0.0;0.0;0;185.0;0.0;185.0;268;268.0
2025-12-03T01:17:50.280000+00:00;-0.0;0.0;0.0;184.0;0.0;268.0;184.0;0.0;0.0;0.0;0.0;0;184.0;0.0;184.0;268;268.0
2025-12-03T01:22:50.275000+00:00;-0.0;0.0;0.0;207.0;0.0;268.0;207.0;0.0;0.0;0.0;0.0;0;207.0;0.0;207.0;268;268.0
2025-12-03T01:27:15.273000+00:00;-0.0;0.0;0.0;205.0;0.0;268.0;205.0;0.0;0.0;0.0;0.0;0;205.0;0.0;205.0;268;268.0
2025-12-03T01:32:15.268000+00:00;-0.0;0.0;0.0;203.0;0.0;268.0;203.0;0.0;0.0;0.0;0.0;0;203.0;0.0;203.0;268;268.0
2025-12-03T01:37:40.280000+00:00;-0.0;0.0;0.0;200.0;0.0;268.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;268;268.0
2025-12-03T01:48:05.270000+00:00;-0.0;0.0;0.0;180.0;0.0;268.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;268;268.0
2025-12-03T01:53:05.280000+00:00;-0.0;0.0;0.0;182.0;0.0;268.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;268;268.0
2025-12-03T01:57:30.268000+00:00;-0.0;0.0;0.0;188.0;0.0;268.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;268;268.0
2025-12-03T02:02:30.272000+00:00;-0.0;0.0;0.0;181.0;0.0;268.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;268;268.0
2025-12-03T02:07:56.271000+00:00;-0.0;0.0;0.0;205.0;0.0;268.0;205.0;0.0;0.0;0.0;0.0;0;205.0;0.0;205.0;268;268.0
2025-12-03T02:12:56.283000+00:00;-0.0;0.0;0.0;182.0;0.0;268.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;268;268.0
2025-12-03T02:18:21.274000+00:00;-0.0;0.0;0.0;180.0;0.0;268.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;268;268.0
2025-12-03T02:23:21.271000+00:00;-0.0;0.0;0.0;181.0;0.0;268.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;268;268.0
2025-12-03T02:27:47.276000+00:00;-0.0;0.0;0.0;182.0;0.0;268.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;268;268.0
2025-12-03T02:32:47.270000+00:00;-0.0;0.0;0.0;210.0;0.0;268.0;210.0;0.0;0.0;0.0;0.0;0;210.0;0.0;210.0;268;268.0
2025-12-03T02:38:12.280000+00:00;-0.0;0.0;0.0;205.0;0.0;268.0;205.0;0.0;0.0;0.0;0.0;0;205.0;0.0;205.0;268;268.0
2025-12-03T02:43:12.277000+00:00;-0.0;0.0;0.0;202.0;0.0;268.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;268;268.0
