timestamp;solarleistung;hausabgabe;solarleistung_pv4;netzbezug;akkuLadestand;solarleistung_pv1;netzeinspeisung;solarleistung_pv3;solarleistung_pv2;akkuLadung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-04-20T00:00:00;0.0;244.0;0.0;0.0;752.0;0.0;0.0;0.0;0.0;0.0;244.0;0;0;0;0;244.0;244.0;244.0;0.0;1452.877936874343;752.0
2026-04-20T00:01:44.582357;0.0;244.0;0.0;36.0;752.0;0.0;0.0;0.0;0.0;0.0;280.0;0;0;0;0;280.0;280.0;280.0;0.0;1442.9582011155355;752.0
2026-04-20T00:01:44.589229;0.0;407.0;0.0;36.0;752.0;0.0;0.0;0.0;0.0;0.0;443.0;0;0;0;0;443.0;443.0;443.0;0.0;1442.9571698499528;752.0
2026-04-20T00:01:44.590275;0.0;407.0;0.0;36.0;725.0;0.0;0.0;0.0;0.0;0.0;443.0;0;0;0;0;443.0;443.0;443.0;0.0;1442.9570128790856;752.0
2026-04-20T00:06:49.572178;0.0;407.0;0.0;36.0;725.0;0.0;5.0;0.0;0.0;0.0;438.0;0;0;0;0;438.0;438.0;438.0;0.0;1397.705632962419;752.0
2026-04-20T00:06:49.572499;0.0;407.0;0.0;0.0;725.0;0.0;5.0;0.0;0.0;0.0;402.0;0;0;0;0;402.0;402.0;402.0;0.0;1397.7055892490043;752.0
2026-04-20T00:06:49.578714;0.0;224.0;0.0;0.0;725.0;0.0;5.0;0.0;0.0;0.0;219.0;0;0;0;0;219.0;219.0;219.0;0.0;1397.70512817685;752.0
2026-04-20T00:06:49.580037;0.0;224.0;0.0;0.0;698.0;0.0;5.0;0.0;0.0;0.0;219.0;0;0;0;0;219.0;219.0;219.0;0.0;1397.7050300274598;752.0
2026-04-20T00:11:49.570415;0.0;224.0;0.0;0.0;698.0;0.0;8.0;0.0;0.0;0.0;216.0;0;0;0;0;216.0;216.0;216.0;0.0;1375.7545145640452;752.0
2026-04-20T00:11:49.576639;0.0;224.0;0.0;0.0;672.0;0.0;8.0;0.0;0.0;0.0;216.0;0;0;0;0;216.0;216.0;216.0;0.0;1375.754059149411;752.0
2026-04-20T00:16:53.585152;0.0;224.0;0.0;0.0;672.0;0.0;4.0;0.0;0.0;0.0;220.0;0;0;0;0;220.0;220.0;220.0;0.0;1353.097598153476;752.0
