timestamp;netzbezug;akkuLadung;hausabgabe;solarleistung;akkuLadestand;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-29T00:00:00;0.0;0.0;194.0;0.0;645.0;194.0;0.0;0.0;0.0;0;194.0;194.0;194.0;0.0;674.4665588380398;645.0
2025-12-29T00:04:29.500307;0.0;0.0;190.0;0.0;645.0;190.0;0.0;0.0;0.0;0;190.0;190.0;190.0;0.0;655.7512597408175;645.0
2025-12-29T00:04:29.505442;0.0;0.0;190.0;0.0;618.0;190.0;0.0;0.0;0.0;0;190.0;190.0;190.0;0.0;655.7509031435953;645.0
2025-12-29T00:04:29.506464;1.0;0.0;190.0;0.0;618.0;191.0;0.0;0.0;0.0;0;191.0;191.0;191.0;0.0;655.7508317978351;645.0
2025-12-29T00:09:56.492671;0.0;0.0;190.0;0.0;618.0;190.0;0.0;0.0;0.0;0;190.0;190.0;190.0;0.0;633.043456311724;645.0
2025-12-29T00:14:56.496557;0.0;0.0;191.0;0.0;618.0;191.0;0.0;0.0;0.0;0;191.0;191.0;191.0;0.0;612.1002025741509;645.0
2025-12-29T00:14:56.501863;0.0;0.0;191.0;0.0;591.0;191.0;0.0;0.0;0.0;0;191.0;191.0;191.0;0.0;612.0998321626012;645.0
2025-12-29T00:19:23.495170;0.0;0.0;193.0;0.0;591.0;193.0;0.0;0.0;0.0;0;193.0;193.0;193.0;0.0;593.2658744685223;645.0
2025-12-29T00:19:23.496382;0.0;0.0;193.0;0.0;564.0;193.0;0.0;0.0;0.0;0;193.0;193.0;193.0;0.0;593.2657889729082;645.0
2025-12-29T00:24:23.550107;0.0;0.0;203.0;0.0;564.0;203.0;0.0;0.0;0.0;0;203.0;203.0;203.0;0.0;572.632013168369;645.0
2025-12-29T00:29:49.503333;0.0;0.0;171.0;0.0;564.0;171.0;0.0;0.0;0.0;0;171.0;171.0;171.0;0.0;552.259936543369;645.0
2025-12-29T00:29:49.504366;0.0;0.0;171.0;0.0;537.0;171.0;0.0;0.0;0.0;0;171.0;171.0;171.0;0.0;552.259871980869;645.0
2025-12-29T00:34:49.530823;0.0;0.0;172.0;0.0;537.0;172.0;0.0;0.0;0.0;0;172.0;172.0;172.0;0.0;533.3985596256058;645.0
2025-12-29T00:34:49.535766;0.0;0.0;172.0;0.0;510.0;172.0;0.0;0.0;0.0;0;172.0;172.0;172.0;0.0;533.3982488814537;645.0
2025-12-29T00:40:15.498467;0.0;0.0;171.0;0.0;510.0;171.0;0.0;0.0;0.0;0;171.0;171.0;171.0;0.0;513.0255800689537;645.0
2025-12-29T00:45:15.487784;0.0;0.0;194.0;0.0;510.0;194.0;0.0;0.0;0.0;0;194.0;194.0;194.0;0.0;491.7544077378133;645.0
2025-12-29T00:45:15.493330;0.0;0.0;194.0;0.0;483.0;194.0;0.0;0.0;0.0;0;194.0;194.0;194.0;0.0;491.7540144907373;645.0
2025-12-29T00:50:40.509359;0.0;0.0;194.0;0.0;456.0;194.0;0.0;0.0;0.0;0;194.0;194.0;194.0;0.0;468.7082872882519;645.0
2025-12-29T00:54:40.536776;0.0;0.0;193.0;0.0;456.0;193.0;0.0;0.0;0.0;0;193.0;193.0;193.0;0.0;451.77652870601503;645.0
2025-12-29T01:00:06.603979;0.0;0.0;188.0;0.0;456.0;188.0;0.0;0.0;0.0;0;188.0;188.0;188.0;0.0;429.3713261606934;645.0
2025-12-29T01:00:06.605015;0.0;0.0;188.0;0.0;430.0;188.0;0.0;0.0;0.0;0;188.0;188.0;188.0;0.0;429.3712549735589;645.0
2025-12-29T01:05:06.534537;0.0;0.0;190.0;0.0;430.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;426;645.0
2025-12-29T01:05:06.539833;0.0;0.0;190.0;0.0;403.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;426;645.0
2025-12-29T01:10:32.612684;0.0;0.0;171.0;0.0;403.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;426;645.0
2025-12-29T01:14:32.495750;0.0;0.0;172.0;0.0;403.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;426;645.0
