timestamp;hausabgabe;solarleistung_pv2;solarleistung_pv4;akkuLadung;akkuLadestand;solarleistung_pv1;netzeinspeisung;solarleistung;netzbezug;solarleistung_pv3;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-03-18T00:00:00;;;;0.0;;;;;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;536;0
2026-03-18T07:22:07.554472;;;;0.0;;;;121.0;;;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1320.6261111607112;536
2026-03-18T07:22:07.556059;;;;0.0;;25.0;;121.0;;;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1320.6261581006445;536.0
2026-03-18T07:22:07.557471;;26.0;;0.0;;25.0;;121.0;;;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1320.6261998644668;536.0
2026-03-18T07:22:07.559182;;26.0;;0.0;;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1320.6262504720446;536.0
2026-03-18T07:22:07.560825;;26.0;28.0;0.0;;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1320.6262990683335;536.0
2026-03-18T07:22:07.570401;121.0;26.0;28.0;0.0;;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1320.6265823051335;536.0
2026-03-18T07:22:07.577966;121.0;26.0;28.0;0.0;268.0;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1320.6268060610223;536.0
2026-03-18T07:22:07.583960;121.0;26.0;28.0;0.0;268.0;25.0;0.0;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1320.6269833502224;536.0
2026-03-18T07:22:07.585429;121.0;26.0;28.0;0.0;268.0;25.0;0.0;121.0;77.0;42.0;198.0;121.0;121.0;0.0;0;77.0;77.0;198.0;0.0;1320.6269384641114;536.0
2026-03-18T07:23:08.086457;121.0;26.0;28.0;0.0;268.0;25.0;0.0;141.0;77.0;42.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;1319.258462830778;536.0
2026-03-18T07:23:08.087546;121.0;26.0;28.0;0.0;268.0;30.0;0.0;141.0;77.0;42.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;1319.258438198635;536.0
2026-03-18T07:23:08.090585;121.0;32.0;28.0;0.0;268.0;30.0;0.0;141.0;77.0;42.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;1319.2583694593493;536.0
2026-03-18T07:23:08.092160;121.0;32.0;28.0;0.0;268.0;30.0;0.0;141.0;77.0;47.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;1319.2583338343493;536.0
