timestamp;hausabgabe;solarleistung_pv2;solarleistung_pv4;akkuLadung;akkuLadestand;solarleistung_pv1;netzeinspeisung;solarleistung;netzbezug;solarleistung_pv3;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-03-18T00:00:00;;;;0.0;;;;;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;1468.0924035800085;0
2026-03-18T07:22:07.554472;;;;0.0;;;;121.0;;;;242.0;0.0;242.0;0;0.0;0.0;0.0;0.0;3037.344625901431;536
2026-03-18T07:22:07.556059;;;;0.0;;25.0;;121.0;;;;242.0;0.0;242.0;0;0.0;0.0;0.0;0.0;3037.3447197812975;536.0
2026-03-18T07:22:07.557471;;26.0;;0.0;;25.0;;121.0;;;;242.0;0.0;242.0;0;0.0;0.0;0.0;0.0;3037.344803308942;536.0
2026-03-18T07:22:07.559182;;26.0;;0.0;;25.0;;121.0;;42.0;;242.0;0.0;242.0;0;0.0;0.0;0.0;0.0;3037.3449045240977;536.0
2026-03-18T07:22:07.560825;;26.0;28.0;0.0;;25.0;;121.0;;42.0;;242.0;0.0;242.0;0;0.0;0.0;0.0;0.0;3037.3450017166756;536.0
2026-03-18T07:22:07.570401;121.0;26.0;28.0;0.0;;25.0;;121.0;;42.0;;242.0;0.0;242.0;0;0.0;0.0;0.0;0.0;3037.3455681902756;536.0
2026-03-18T07:22:07.577966;121.0;26.0;28.0;0.0;268.0;25.0;;121.0;;42.0;;242.0;0.0;242.0;0;0.0;0.0;0.0;0.0;3037.346015702053;536.0
2026-03-18T07:22:07.583960;121.0;26.0;28.0;0.0;268.0;25.0;0.0;121.0;;42.0;;242.0;0.0;242.0;0;0.0;0.0;0.0;0.0;3037.3463702804534;536.0
2026-03-18T07:22:07.585429;121.0;26.0;28.0;0.0;268.0;25.0;0.0;121.0;77.0;42.0;198.0;242.0;198.0;44.0;0;0.0;0.0;198.0;0.0;3037.3463860803645;536.0
