timestamp;solarleistung;hausabgabe;solarleistung_pv4;netzbezug;akkuLadestand;solarleistung_pv1;netzeinspeisung;solarleistung_pv3;solarleistung_pv2;akkuLadung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-04-30T00:00:00;0.0;200.0;0.0;0.0;967.0;0.0;8.0;0.0;0.0;0.0;192.0;0;0;0;0;192.0;192.0;192.0;0.0;3738.269758326499;967.0
2026-04-30T00:02:20.877956;0.0;200.0;0.0;0.0;967.0;0.0;7.0;0.0;0.0;0.0;193.0;0;0;0;0;193.0;193.0;193.0;0.0;3728.3320954946275;967.0
2026-04-30T00:02:20.884976;0.0;220.0;0.0;0.0;967.0;0.0;7.0;0.0;0.0;0.0;213.0;0;0;0;0;213.0;213.0;213.0;0.0;3728.331588970237;967.0
2026-04-30T00:02:20.886015;0.0;220.0;0.0;0.0;940.0;0.0;7.0;0.0;0.0;0.0;213.0;0;0;0;0;213.0;213.0;213.0;0.0;3728.331514001741;967.0
2026-04-30T00:07:25.824950;0.0;202.0;0.0;0.0;940.0;0.0;7.0;0.0;0.0;0.0;195.0;0;0;0;0;195.0;195.0;195.0;0.0;3706.597927625645;967.0
2026-04-30T00:07:25.825973;0.0;202.0;0.0;0.0;913.0;0.0;7.0;0.0;0.0;0.0;195.0;0;0;0;0;195.0;195.0;195.0;0.0;3706.5978547144605;967.0
2026-04-30T00:12:25.844947;0.0;200.0;0.0;0.0;913.0;0.0;7.0;0.0;0.0;0.0;193.0;0;0;0;0;193.0;193.0;193.0;0.0;3685.434235568993;967.0
2026-04-30T00:12:25.845961;0.0;200.0;0.0;0.0;887.0;0.0;7.0;0.0;0.0;0.0;193.0;0;0;0;0;193.0;193.0;193.0;0.0;3685.434164040484;967.0
2026-04-30T00:17:30.823390;0.0;200.0;0.0;0.0;887.0;0.0;9.0;0.0;0.0;0.0;191.0;0;0;0;0;191.0;191.0;191.0;0.0;3664.1437075569315;967.0
2026-04-30T00:17:30.830178;0.0;201.0;0.0;0.0;887.0;0.0;9.0;0.0;0.0;0.0;192.0;0;0;0;0;192.0;192.0;192.0;0.0;3664.143231206054;967.0
2026-04-30T00:22:30.820837;0.0;201.0;0.0;0.0;887.0;0.0;7.0;0.0;0.0;0.0;194.0;0;0;0;0;194.0;194.0;194.0;0.0;3642.8719637184813;967.0
2026-04-30T00:22:30.828200;0.0;200.0;0.0;0.0;887.0;0.0;7.0;0.0;0.0;0.0;193.0;0;0;0;0;193.0;193.0;193.0;0.0;3642.871444325572;967.0
2026-04-30T00:22:30.829159;0.0;200.0;0.0;0.0;860.0;0.0;7.0;0.0;0.0;0.0;193.0;0;0;0;0;193.0;193.0;193.0;0.0;3642.8713766768146;967.0
2026-04-30T00:27:35.832428;0.0;200.0;0.0;0.0;860.0;0.0;12.0;0.0;0.0;0.0;188.0;0;0;0;0;188.0;188.0;188.0;0.0;3621.9135497133643;967.0
2026-04-30T00:27:35.838928;0.0;211.0;0.0;0.0;860.0;0.0;12.0;0.0;0.0;0.0;199.0;0;0;0;0;199.0;199.0;199.0;0.0;3621.9130769428966;967.0
2026-04-30T00:27:35.839950;0.0;211.0;0.0;0.0;833.0;0.0;12.0;0.0;0.0;0.0;199.0;0;0;0;0;199.0;199.0;199.0;0.0;3621.9130026088324;967.0
2026-04-30T00:32:35.842130;0.0;211.0;0.0;0.0;833.0;0.0;5.0;0.0;0.0;0.0;206.0;0;0;0;0;206.0;206.0;206.0;0.0;3600.9778911318676;967.0
2026-04-30T00:32:35.845415;0.0;210.0;0.0;0.0;833.0;0.0;5.0;0.0;0.0;0.0;205.0;0;0;0;0;205.0;205.0;205.0;0.0;3600.9776630068677;967.0
2026-04-30T00:32:35.846422;0.0;210.0;0.0;0.0;806.0;0.0;5.0;0.0;0.0;0.0;205.0;0;0;0;0;205.0;205.0;205.0;0.0;3600.977593076312;967.0
2026-04-30T00:37:42.844256;0.0;210.0;0.0;0.0;806.0;0.0;4.0;0.0;0.0;0.0;206.0;0;0;0;0;206.0;206.0;206.0;0.0;3579.5543024923013;967.0
2026-04-30T00:37:42.850828;0.0;196.0;0.0;0.0;806.0;0.0;4.0;0.0;0.0;0.0;192.0;0;0;0;0;192.0;192.0;192.0;0.0;3579.5538412993187;967.0
2026-04-30T00:42:42.832545;0.0;196.0;0.0;0.0;806.0;0.0;9.0;0.0;0.0;0.0;187.0;0;0;0;0;187.0;187.0;187.0;0.0;3559.0507049400353;967.0
2026-04-30T00:42:42.839098;0.0;201.0;0.0;0.0;806.0;0.0;9.0;0.0;0.0;0.0;192.0;0;0;0;0;192.0;192.0;192.0;0.0;3559.050245080386;967.0
2026-04-30T00:42:42.840117;0.0;201.0;0.0;0.0;779.0;0.0;9.0;0.0;0.0;0.0;192.0;0;0;0;0;192.0;192.0;192.0;0.0;3559.0501735716143;967.0
2026-04-30T00:46:58.818648;0.0;201.0;0.0;0.0;779.0;0.0;3.0;0.0;0.0;0.0;198.0;0;0;0;0;198.0;198.0;198.0;0.0;3540.5254114597724;967.0
