timestamp;solarleistung_pv3;solarleistung_pv4;solarleistung_pv1;akkuLadestand;solarleistung;hausabgabe;netzbezug;solarleistung_pv2;netzeinspeisung;akkuLadung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-04-07T00:00:00;0.0;0.0;0.0;672.0;0.0;218.0;0.0;0.0;9.0;;209.0;0;0;0;0;209.0;209.0;209.0;0.0;3157.72900757065;672.0
2026-04-07T00:02:51.879802;0.0;0.0;0.0;672.0;0.0;193.0;0.0;0.0;9.0;;184.0;0;0;0;0;184.0;184.0;184.0;0.0;3146.1698395998897;672.0
2026-04-07T00:02:51.884241;0.0;0.0;0.0;672.0;0.0;193.0;0.0;0.0;0.0;;193.0;0;0;0;0;193.0;193.0;193.0;0.0;3146.1695264686764;672.0
2026-04-07T00:07:51.965664;0.0;0.0;0.0;672.0;0.0;213.0;0.0;0.0;0.0;;213.0;0;0;0;0;213.0;213.0;213.0;0.0;3124.5173099717254;672.0
2026-04-07T00:07:51.971185;0.0;0.0;0.0;645.0;0.0;213.0;0.0;0.0;0.0;;213.0;0;0;0;0;213.0;213.0;213.0;0.0;3124.516911606888;672.0
2026-04-07T00:07:51.972042;0.0;0.0;0.0;645.0;0.0;213.0;0.0;0.0;3.0;;210.0;0;0;0;0;210.0;210.0;210.0;0.0;3124.5168506414407;672.0
2026-04-07T00:12:56.373763;0.0;0.0;0.0;645.0;0.0;209.0;0.0;0.0;3.0;;206.0;0;0;0;0;206.0;206.0;206.0;0.0;3103.274725124503;672.0
2026-04-07T00:12:56.378602;0.0;0.0;0.0;618.0;0.0;209.0;0.0;0.0;3.0;;206.0;0;0;0;0;206.0;206.0;206.0;0.0;3103.2743874436087;672.0
2026-04-07T00:12:56.379330;0.0;0.0;0.0;618.0;0.0;209.0;0.0;0.0;9.0;;200.0;0;0;0;0;200.0;200.0;200.0;0.0;3103.2743381211153;672.0
2026-04-07T00:17:56.960350;0.0;0.0;0.0;618.0;0.0;253.0;0.0;0.0;9.0;;244.0;0;0;0;0;244.0;244.0;244.0;0.0;3078.4295654652888;672.0
2026-04-07T00:17:56.966217;0.0;0.0;0.0;591.0;0.0;253.0;0.0;0.0;9.0;;244.0;0;0;0;0;244.0;244.0;244.0;0.0;3078.429080523554;672.0
2026-04-07T00:17:56.966947;0.0;0.0;0.0;591.0;0.0;253.0;0.0;0.0;18.0;;235.0;0;0;0;0;235.0;235.0;235.0;0.0;3078.4290224104107;672.0
2026-04-07T00:23:01.429121;0.0;0.0;0.0;591.0;0.0;213.0;0.0;0.0;18.0;;195.0;0;0;0;0;195.0;195.0;195.0;0.0;3056.729415710849;672.0
2026-04-07T00:23:01.433826;0.0;0.0;0.0;564.0;0.0;213.0;0.0;0.0;18.0;;195.0;0;0;0;0;195.0;195.0;195.0;0.0;3056.729080376419;672.0
2026-04-07T00:23:01.434725;0.0;0.0;0.0;564.0;0.0;213.0;0.0;0.0;9.0;;204.0;0;0;0;0;204.0;204.0;204.0;0.0;3056.7290182504025;672.0
2026-04-07T00:28:01.950112;0.0;0.0;0.0;564.0;0.0;212.0;0.0;0.0;9.0;;203.0;0;0;0;0;203.0;203.0;203.0;0.0;3036.063495363885;672.0
2026-04-07T00:28:01.955157;0.0;0.0;0.0;564.0;0.0;212.0;0.0;0.0;8.0;;204.0;0;0;0;0;204.0;204.0;204.0;0.0;3036.0631467256735;672.0
2026-04-07T00:33:07.435474;0.0;0.0;0.0;564.0;0.0;207.0;0.0;0.0;8.0;;199.0;0;0;0;0;199.0;199.0;199.0;0.0;3013.84436635908;672.0
2026-04-07T00:33:07.441821;0.0;0.0;0.0;537.0;0.0;207.0;0.0;0.0;8.0;;199.0;0;0;0;0;199.0;199.0;199.0;0.0;3013.8439047169018;672.0
2026-04-07T00:33:07.442661;0.0;0.0;0.0;537.0;0.0;207.0;0.0;0.0;9.0;;198.0;0;0;0;0;198.0;198.0;198.0;0.0;3013.843843927428;672.0
2026-04-07T00:38:07.963102;0.0;0.0;0.0;537.0;0.0;203.0;0.0;0.0;9.0;;194.0;0;0;0;0;194.0;194.0;194.0;0.0;2992.5350114881007;672.0
2026-04-07T00:38:07.968558;0.0;0.0;0.0;510.0;0.0;203.0;0.0;0.0;9.0;;194.0;0;0;0;0;194.0;194.0;194.0;0.0;2992.5346246226036;672.0
2026-04-07T00:38:07.969271;0.0;0.0;0.0;510.0;0.0;203.0;0.0;0.0;6.0;;197.0;0;0;0;0;197.0;197.0;197.0;0.0;2992.534573284519;672.0
2026-04-07T00:43:12.346826;0.0;0.0;0.0;510.0;0.0;204.0;0.0;0.0;6.0;;198.0;0;0;0;0;198.0;198.0;198.0;0.0;2970.5072502253083;672.0
2026-04-07T00:43:12.351305;0.0;0.0;0.0;510.0;0.0;204.0;0.0;0.0;5.0;;199.0;0;0;0;0;199.0;199.0;199.0;0.0;2970.506924450089;672.0
2026-04-07T00:48:12.950028;0.0;0.0;0.0;510.0;0.0;228.0;0.0;0.0;5.0;;223.0;0;0;0;0;223.0;223.0;223.0;0.0;2947.7990940879617;672.0
2026-04-07T00:48:12.955556;0.0;0.0;0.0;483.0;0.0;228.0;0.0;0.0;5.0;;223.0;0;0;0;0;223.0;223.0;223.0;0.0;2947.798676491756;672.0
2026-04-07T00:48:12.956290;0.0;0.0;0.0;483.0;0.0;228.0;0.0;0.0;7.0;;221.0;0;0;0;0;221.0;221.0;221.0;0.0;2947.798621541214;672.0
2026-04-07T00:53:17.347206;0.0;0.0;0.0;483.0;0.0;223.0;0.0;0.0;7.0;;216.0;0;0;0;0;216.0;216.0;216.0;0.0;2925.5261154924333;672.0
2026-04-07T00:53:17.348147;0.0;0.0;0.0;456.0;0.0;223.0;0.0;0.0;7.0;;216.0;0;0;0;0;216.0;216.0;216.0;0.0;2925.526046638775;672.0
2026-04-07T00:58:18.026672;0.0;0.0;0.0;456.0;0.0;199.0;0.0;0.0;7.0;;192.0;0;0;0;0;192.0;192.0;192.0;0.0;2904.4257992703538;672.0
2026-04-07T00:58:18.032438;0.0;0.0;0.0;430.0;0.0;199.0;0.0;0.0;7.0;;192.0;0;0;0;0;192.0;192.0;192.0;0.0;2904.425394638775;672.0
2026-04-07T00:58:18.033258;0.0;0.0;0.0;430.0;0.0;199.0;0.0;0.0;3.0;;196.0;0;0;0;0;196.0;196.0;196.0;0.0;2904.4253358960846;672.0
2026-04-07T01:03:22.334103;0.0;0.0;0.0;430.0;0.0;183.0;0.0;0.0;3.0;;180.0;0;0;0;0;180.0;180.0;180.0;0.0;2884.405543461874;672.0
2026-04-07T01:03:22.335038;0.0;0.0;0.0;403.0;0.0;183.0;0.0;0.0;3.0;;180.0;0;0;0;0;180.0;180.0;180.0;0.0;2884.405481948716;672.0
2026-04-07T01:03:22.339341;0.0;0.0;0.0;403.0;0.0;183.0;0.0;0.0;6.0;;177.0;0;0;0;0;177.0;177.0;177.0;0.0;2884.4052035748123;672.0
2026-04-07T01:08:22.958136;0.0;0.0;0.0;403.0;0.0;183.0;0.0;0.0;5.0;;178.0;0;0;0;0;178.0;178.0;178.0;0.0;2864.847401853321;672.0
2026-04-07T01:13:27.379225;0.0;0.0;0.0;403.0;0.0;186.0;0.0;0.0;5.0;;181.0;0;0;0;0;181.0;181.0;181.0;0.0;2844.7084336117277;672.0
2026-04-07T01:13:27.383867;0.0;0.0;0.0;376.0;0.0;186.0;0.0;0.0;5.0;;181.0;0;0;0;0;181.0;181.0;181.0;0.0;2844.7081265203533;672.0
2026-04-07T01:13:27.384776;0.0;0.0;0.0;376.0;0.0;186.0;0.0;0.0;9.0;;177.0;0;0;0;0;177.0;177.0;177.0;0.0;2844.708067714432;672.0
2026-04-07T01:18:27.956437;0.0;0.0;0.0;376.0;0.0;185.0;0.0;0.0;9.0;;176.0;0;0;0;0;176.0;176.0;176.0;0.0;2825.3730485857773;672.0
2026-04-07T01:18:27.961341;0.0;0.0;0.0;322.0;0.0;185.0;0.0;0.0;9.0;;176.0;0;0;0;0;176.0;176.0;176.0;0.0;2825.3727331237887;672.0
2026-04-07T01:18:27.962010;0.0;0.0;0.0;322.0;0.0;185.0;0.0;0.0;8.0;;177.0;0;0;0;0;177.0;177.0;177.0;0.0;2825.3726898441837;672.0
2026-04-07T01:23:32.368008;0.0;0.0;0.0;322.0;0.0;205.0;0.0;0.0;8.0;;197.0;0;0;0;0;197.0;197.0;197.0;0.0;2803.454567912166;672.0
2026-04-07T01:23:32.368981;0.0;0.0;0.0;295.0;0.0;205.0;0.0;0.0;8.0;;197.0;0;0;0;0;197.0;197.0;197.0;0.0;2803.4544978533213;672.0
2026-04-07T01:23:32.373607;0.0;0.0;0.0;295.0;0.0;205.0;0.0;0.0;5.0;;200.0;0;0;0;0;200.0;200.0;200.0;0.0;2803.454184438687;672.0
2026-04-07T01:28:32.951338;0.0;0.0;0.0;295.0;0.0;210.0;0.0;0.0;5.0;;205.0;0;0;0;0;205.0;205.0;205.0;0.0;2782.5807308970207;672.0
2026-04-07T01:28:32.956628;0.0;0.0;0.0;295.0;0.0;210.0;0.0;0.0;10.0;;200.0;0;0;0;0;200.0;200.0;200.0;0.0;2782.5803724959364;672.0
2026-04-07T01:33:49.417138;0.0;0.0;0.0;295.0;0.0;0.0;0.0;0.0;10.0;;-10.0;0;-10.0;10.0;0;0.0;0.0;-10.0;0.0;2783.353942631492;672.0
2026-04-07T01:33:49.418097;0.0;0.0;0.0;268.0;0.0;0.0;0.0;0.0;10.0;;-10.0;0;-10.0;10.0;0;0.0;0.0;-10.0;0.0;2783.353944975714;672.0
2026-04-07T01:33:49.421578;0.0;0.0;0.0;268.0;0.0;0.0;0.0;0.0;0.0;;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;2783.353944975714;672.0
2026-04-07T01:33:49.421972;0.0;0.0;0.0;268.0;0.0;0.0;230.0;0.0;0.0;;230.0;0;0;0;0;230.0;230.0;230.0;0.0;2783.3539142778823;672.0
2026-04-07T01:38:49.956591;0.0;0.0;0.0;268.0;0.0;0.0;220.0;0.0;0.0;;220.0;0;0;0;0;220.0;220.0;220.0;0.0;2760.9563478212426;672.0
2026-04-07T01:43:54.344159;0.0;0.0;0.0;268.0;0.0;0.0;200.0;0.0;0.0;;200.0;0;0;0;0;200.0;200.0;200.0;0.0;2740.333883864603;672.0
2026-04-07T01:48:54.960235;0.0;0.0;0.0;268.0;0.0;0.0;207.0;0.0;0.0;;207.0;0;0;0;0;207.0;207.0;207.0;0.0;2719.25409804753;672.0
2026-04-07T01:53:59.358544;0.0;0.0;0.0;268.0;0.0;0.0;203.0;0.0;0.0;;203.0;0;0;0;0;203.0;203.0;203.0;0.0;2698.3215585058633;672.0
2026-04-07T01:58:59.950451;0.0;0.0;0.0;268.0;0.0;0.0;182.0;0.0;0.0;;182.0;0;0;0;0;182.0;182.0;182.0;0.0;2678.3260442244305;672.0
2026-04-07T02:04:04.378384;0.0;0.0;0.0;268.0;0.0;0.0;185.0;0.0;0.0;;185.0;0;0;0;0;185.0;185.0;185.0;0.0;2657.7415531407314;672.0
2026-04-07T02:09:04.960227;0.0;0.0;0.0;268.0;0.0;0.0;182.0;0.0;0.0;;182.0;0;0;0;0;182.0;182.0;182.0;0.0;2637.746708321287;672.0
2026-04-07T02:14:09.344818;0.0;0.0;0.0;268.0;0.0;0.0;225.0;0.0;0.0;;225.0;0;0;0;0;225.0;225.0;225.0;0.0;2614.546663275555;672.0
2026-04-07T02:19:09.960921;0.0;0.0;0.0;268.0;0.0;0.0;222.0;0.0;0.0;;222.0;0;0;0;0;222.0;222.0;222.0;0.0;2591.939354716612;672.0
2026-04-07T02:29:15.960038;0.0;0.0;0.0;268.0;0.0;0.0;203.0;0.0;0.0;;203.0;0;0;0;0;203.0;203.0;203.0;0.0;2550.2666512101755;672.0
