timestamp;hausabgabe;solarleistung_pv2;solarleistung_pv4;akkuLadestand;solarleistung_pv1;netzeinspeisung;netzbezug;solarleistung_pv3;solarleistung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-03-23T00:00:00;216.0;0.0;0.0;510.0;0.0;6.0;0.0;0.0;0.0;210.0;0;0;0;0;210.0;210.0;210.0;0.0;2956.7222648251977;510.0
2026-03-23T00:04:59.868855;197.0;0.0;0.0;510.0;0.0;6.0;0.0;0.0;0.0;191.0;0;0;0;0;191.0;191.0;191.0;0.0;2935.788437593838;536
2026-03-23T00:04:59.874420;197.0;0.0;0.0;483.0;0.0;6.0;0.0;0.0;0.0;191.0;0;0;0;0;191.0;191.0;191.0;0.0;2935.7880491015135;536.0
2026-03-23T00:04:59.875118;197.0;0.0;0.0;483.0;0.0;7.0;0.0;0.0;0.0;190.0;0;0;0;0;190.0;190.0;190.0;0.0;2935.788000629291;536.0
2026-03-23T00:09:59.809800;182.0;0.0;0.0;483.0;0.0;7.0;0.0;0.0;0.0;175.0;0;0;0;0;175.0;175.0;175.0;0.0;2916.603582007215;536.0
2026-03-23T00:09:59.811519;182.0;0.0;0.0;483.0;0.0;5.0;0.0;0.0;0.0;177.0;0;0;0;0;177.0;177.0;177.0;0.0;2916.6034707999784;536.0
2026-03-23T00:15:04.811141;178.0;0.0;0.0;483.0;0.0;5.0;0.0;0.0;0.0;173.0;0;0;0;0;173.0;173.0;173.0;0.0;2897.31804148492;536.0
2026-03-23T00:15:04.816260;178.0;0.0;0.0;456.0;0.0;5.0;0.0;0.0;0.0;173.0;0;0;0;0;173.0;173.0;173.0;0.0;2897.3177178054607;536.0
2026-03-23T00:15:04.816947;178.0;0.0;0.0;456.0;0.0;6.0;0.0;0.0;0.0;172.0;0;0;0;0;172.0;172.0;172.0;0.0;2897.317674616864;536.0
2026-03-23T00:20:04.821742;182.0;0.0;0.0;456.0;0.0;6.0;0.0;0.0;0.0;176.0;0;0;0;0;176.0;176.0;176.0;0.0;2878.0191205525366;536.0
2026-03-23T00:20:04.827700;182.0;0.0;0.0;430.0;0.0;6.0;0.0;0.0;0.0;176.0;0;0;0;0;176.0;176.0;176.0;0.0;2878.018737289379;536.0
2026-03-23T00:20:04.828379;182.0;0.0;0.0;430.0;0.0;5.0;0.0;0.0;0.0;177.0;0;0;0;0;177.0;177.0;177.0;0.0;2878.018693362844;536.0
