timestamp;hausabgabe;solarleistung_pv2;solarleistung_pv4;akkuLadung;akkuLadestand;solarleistung_pv1;netzeinspeisung;solarleistung;netzbezug;solarleistung_pv3;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-03-22T00:00:00;;;;0.0;;;;;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;1565.123252322468;0
2026-03-22T07:22:07.554472;;;;0.0;;;;121.0;;;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;2349.749363483179;536
2026-03-22T07:22:07.556059;;;;0.0;;25.0;;121.0;;;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;2349.7494104231123;536.0
2026-03-22T07:22:07.557471;;26.0;;0.0;;25.0;;121.0;;;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;2349.7494521869344;536.0
2026-03-22T07:22:07.559182;;26.0;;0.0;;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;2349.749502794512;536.0
2026-03-22T07:22:07.560825;;26.0;28.0;0.0;;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;2349.7495513908007;536.0
2026-03-22T07:22:07.570401;121.0;26.0;28.0;0.0;;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;2349.7498346276006;536.0
2026-03-22T07:22:07.577966;121.0;26.0;28.0;0.0;268.0;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;2349.7500583834894;536.0
2026-03-22T07:22:07.583960;121.0;26.0;28.0;0.0;268.0;25.0;0.0;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;2349.7502356726895;536.0
2026-03-22T07:22:07.585429;121.0;26.0;28.0;0.0;268.0;25.0;0.0;121.0;77.0;42.0;198.0;121.0;121.0;0.0;0;77.0;77.0;198.0;0.0;2349.7501907865785;536.0
2026-03-22T07:23:08.086457;121.0;26.0;28.0;0.0;268.0;25.0;0.0;141.0;77.0;42.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;2348.3817151532453;536.0
2026-03-22T07:23:08.087546;121.0;26.0;28.0;0.0;268.0;30.0;0.0;141.0;77.0;42.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;2348.3816905211024;536.0
2026-03-22T07:23:08.090585;121.0;32.0;28.0;0.0;268.0;30.0;0.0;141.0;77.0;42.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;2348.3816217818166;536.0
2026-03-22T07:23:08.092160;121.0;32.0;28.0;0.0;268.0;30.0;0.0;141.0;77.0;47.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;2348.381586156817;536.0
2026-03-22T07:23:08.093369;121.0;32.0;32.0;0.0;268.0;30.0;0.0;141.0;77.0;47.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;2348.3815588103885;536.0
2026-03-22T07:23:08.099815;141.0;32.0;32.0;0.0;268.0;30.0;0.0;141.0;77.0;47.0;218.0;141.0;141.0;0.0;0;77.0;77.0;218.0;0.0;2348.3813618492773;536.0
2026-03-22T07:23:08.106327;141.0;32.0;32.0;0.0;268.0;30.0;0.0;141.0;77.0;47.0;218.0;141.0;141.0;0.0;0;77.0;77.0;218.0;0.0;2348.3811628714993;536.0
2026-03-22T07:23:08.110300;141.0;32.0;32.0;0.0;268.0;30.0;0.0;141.0;77.0;47.0;218.0;141.0;141.0;0.0;0;77.0;77.0;218.0;0.0;2348.381041474277;536.0
2026-03-22T07:23:08.111557;141.0;32.0;32.0;0.0;268.0;30.0;0.0;141.0;62.0;47.0;203.0;141.0;141.0;0.0;0;62.0;62.0;203.0;0.0;2348.3810105480866;536.0
2026-03-22T07:28:08.813110;141.0;32.0;32.0;0.0;268.0;30.0;0.0;177.0;62.0;47.0;203.0;177.0;177.0;0.0;0;26.0;26.0;203.0;0.0;2345.2785342076104;536.0
2026-03-22T07:28:08.813418;141.0;32.0;32.0;0.0;268.0;38.0;0.0;177.0;62.0;47.0;203.0;177.0;177.0;0.0;0;26.0;26.0;203.0;0.0;2345.2785310298327;536.0
2026-03-22T07:28:08.813674;141.0;41.0;32.0;0.0;268.0;38.0;0.0;177.0;62.0;47.0;203.0;177.0;177.0;0.0;0;26.0;26.0;203.0;0.0;2345.278528388563;536.0
