timestamp;solarleistung_pv4;hausabgabe;netzeinspeisung;solarleistung_pv2;solarleistung_pv1;solarleistung;solarleistung_pv3;netzbezug;akkuLadestand;akkuLadung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-04-15T00:00:00;0.0;236.0;9.0;0.0;0.0;0.0;0.0;0.0;887.0;0.0;227.0;0;0;0;0;227.0;227.0;227.0;0.0;3065.8448607524306;887.0
2026-04-15T00:04:15.751796;0.0;236.0;5.0;0.0;0.0;0.0;0.0;0.0;887.0;0.0;231.0;0;0;0;0;231.0;231.0;231.0;0.0;3045.831762894707;887.0
2026-04-15T00:04:15.758876;0.0;216.0;5.0;0.0;0.0;0.0;0.0;0.0;887.0;0.0;211.0;0;0;0;0;211.0;211.0;211.0;0.0;3045.8312568377964;887.0
2026-04-15T00:04:15.759921;0.0;216.0;5.0;0.0;0.0;0.0;0.0;0.0;860.0;0.0;211.0;0;0;0;0;211.0;211.0;211.0;0.0;3045.831182144368;887.0
2026-04-15T00:09:15.744837;0.0;216.0;8.0;0.0;0.0;0.0;0.0;0.0;860.0;0.0;208.0;0;0;0;0;208.0;208.0;208.0;0.0;3024.6940335915224;887.0
2026-04-15T00:09:15.751012;0.0;216.0;8.0;0.0;0.0;0.0;0.0;0.0;833.0;0.0;208.0;0;0;0;0;208.0;208.0;208.0;0.0;3024.6935984966713;887.0
2026-04-15T00:14:20.859392;0.0;216.0;2.0;0.0;0.0;0.0;0.0;0.0;833.0;0.0;214.0;0;0;0;0;214.0;214.0;214.0;0.0;3002.575308076617;887.0
2026-04-15T00:14:20.866685;0.0;213.0;2.0;0.0;0.0;0.0;0.0;0.0;833.0;0.0;211.0;0;0;0;0;211.0;211.0;211.0;0.0;3002.574786795113;887.0
2026-04-15T00:14:20.867672;0.0;213.0;2.0;0.0;0.0;0.0;0.0;0.0;806.0;0.0;211.0;0;0;0;0;211.0;211.0;211.0;0.0;3002.574716247349;887.0
2026-04-15T00:19:20.744881;0.0;213.0;19.0;0.0;0.0;0.0;0.0;0.0;806.0;0.0;194.0;0;0;0;0;194.0;194.0;194.0;0.0;2981.3114930945712;887.0
2026-04-15T00:19:20.751102;0.0;211.0;19.0;0.0;0.0;0.0;0.0;0.0;806.0;0.0;192.0;0;0;0;0;192.0;192.0;192.0;0.0;2981.3110565331676;887.0
2026-04-15T00:24:25.760282;0.0;211.0;7.0;0.0;0.0;0.0;0.0;0.0;806.0;0.0;204.0;0;0;0;0;204.0;204.0;204.0;0.0;2960.233186370566;887.0
2026-04-15T00:24:25.767543;0.0;180.0;7.0;0.0;0.0;0.0;0.0;0.0;806.0;0.0;173.0;0;0;0;0;173.0;173.0;173.0;0.0;2960.232727250317;887.0
2026-04-15T00:24:25.768585;0.0;180.0;7.0;0.0;0.0;0.0;0.0;0.0;779.0;0.0;173.0;0;0;0;0;173.0;173.0;173.0;0.0;2960.232661363621;887.0
2026-04-15T00:29:25.747246;0.0;180.0;3.0;0.0;0.0;0.0;0.0;0.0;779.0;0.0;177.0;0;0;0;0;177.0;177.0;177.0;0.0;2940.8261471103315;887.0
2026-04-15T00:29:25.754345;0.0;178.0;3.0;0.0;0.0;0.0;0.0;0.0;779.0;0.0;175.0;0;0;0;0;175.0;175.0;175.0;0.0;2940.8256930441767;887.0
2026-04-15T00:29:25.755348;0.0;178.0;3.0;0.0;0.0;0.0;0.0;0.0;752.0;0.0;175.0;0;0;0;0;175.0;175.0;175.0;0.0;2940.8256288903026;887.0
2026-04-15T00:34:30.742635;0.0;178.0;6.0;0.0;0.0;0.0;0.0;0.0;752.0;0.0;172.0;0;0;0;0;172.0;172.0;172.0;0.0;2921.65245149118;887.0
2026-04-15T00:34:30.749240;0.0;200.0;6.0;0.0;0.0;0.0;0.0;0.0;752.0;0.0;194.0;0;0;0;0;194.0;194.0;194.0;0.0;2921.6519831541914;887.0
2026-04-15T00:39:30.745586;0.0;200.0;2.0;0.0;0.0;0.0;0.0;0.0;752.0;0.0;198.0;0;0;0;0;198.0;198.0;198.0;0.0;2899.9417212726125;887.0
2026-04-15T00:39:30.752408;0.0;251.0;2.0;0.0;0.0;0.0;0.0;0.0;752.0;0.0;249.0;0;0;0;0;249.0;249.0;249.0;0.0;2899.9411458396858;887.0
2026-04-15T00:39:30.753541;0.0;251.0;2.0;0.0;0.0;0.0;0.0;0.0;725.0;0.0;249.0;0;0;0;0;249.0;249.0;249.0;0.0;2899.9410502715964;887.0
2026-04-15T00:44:35.748747;0.0;251.0;5.0;0.0;0.0;0.0;0.0;0.0;725.0;0.0;246.0;0;0;0;0;246.0;246.0;246.0;0.0;2874.5247831049296;887.0
2026-04-15T00:44:35.756262;0.0;236.0;5.0;0.0;0.0;0.0;0.0;0.0;725.0;0.0;231.0;0;0;0;0;231.0;231.0;231.0;0.0;2874.5241950409054;887.0
