timestamp;hausabgabe;solarleistung_pv2;solarleistung_pv4;akkuLadung;akkuLadestand;solarleistung_pv1;netzeinspeisung;netzbezug;solarleistung_pv3;solarleistung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-03-19T00:00:00;0.0;0.0;0.0;0.0;268.0;0.0;0.0;213.0;0.0;0.0;213.0;0;0;0;0;213.0;213.0;213.0;0.0;2956.7222648251977;268.0
2026-03-19T00:02:22.830304;0.0;0.0;0.0;0.0;268.0;0.0;0.0;208.0;0.0;0.0;208.0;0;0;0;0;208.0;208.0;208.0;0.0;2946.6583409661193;536
2026-03-19T00:12:27.810585;0.0;0.0;0.0;0.0;268.0;0.0;0.0;189.0;0.0;0.0;189.0;0;0;0;0;189.0;189.0;189.0;0.0;2904.866939975988;536.0
2026-03-19T00:17:32.811624;0.0;0.0;0.0;0.0;268.0;0.0;0.0;188.0;0.0;0.0;188.0;0;0;0;0;188.0;188.0;188.0;0.0;2883.909266243532;536.0
2026-03-19T00:22:32.809338;0.0;0.0;0.0;0.0;268.0;0.0;0.0;187.0;0.0;0.0;187.0;0;0;0;0;187.0;187.0;187.0;0.0;2863.4050365220405;536.0
2026-03-19T00:27:37.807471;0.0;0.0;0.0;0.0;268.0;0.0;0.0;210.0;0.0;0.0;210.0;0;0;0;0;210.0;210.0;210.0;0.0;2841.7080148655364;536.0
2026-03-19T00:32:37.823030;0.0;0.0;0.0;0.0;268.0;0.0;0.0;211.0;0.0;0.0;211.0;0;0;0;0;211.0;211.0;211.0;0.0;2820.2638133245473;536.0
2026-03-19T00:37:42.836454;0.0;0.0;0.0;0.0;268.0;0.0;0.0;208.0;0.0;0.0;208.0;0;0;0;0;208.0;208.0;208.0;0.0;2798.7723525548995;536.0
2026-03-19T00:42:42.823030;0.0;0.0;0.0;0.0;268.0;0.0;0.0;225.0;0.0;0.0;225.0;0;0;0;0;225.0;225.0;225.0;0.0;2775.9075220670948;536.0
2026-03-19T00:47:47.815714;0.0;0.0;0.0;0.0;268.0;0.0;0.0;222.0;0.0;0.0;222.0;0;0;0;0;222.0;222.0;222.0;0.0;2752.971080384168;536.0
2026-03-19T00:48:47.803718;0.0;0.0;0.0;0.0;268.0;0.0;0.0;221.0;0.0;0.0;221.0;0;0;0;0;221.0;221.0;221.0;0.0;2748.4801085399945;536.0
2026-03-19T00:50:47.822999;0.0;0.0;0.0;0.0;268.0;0.0;0.0;223.0;0.0;0.0;223.0;0;0;0;0;223.0;223.0;223.0;0.0;2739.4136113641816;536.0
2026-03-19T00:51:47.805656;0.0;0.0;0.0;0.0;268.0;0.0;0.0;225.0;0.0;0.0;225.0;0;0;0;0;225.0;225.0;225.0;0.0;2734.8417625074744;536.0
2026-03-19T00:52:47.820477;0.0;0.0;0.0;0.0;268.0;0.0;0.0;224.0;0.0;0.0;224.0;0;0;0;0;224.0;224.0;224.0;0.0;2730.287792350293;536.0
2026-03-19T00:57:52.919852;0.0;0.0;0.0;0.0;268.0;0.0;0.0;205.0;0.0;0.0;205.0;0;0;0;0;205.0;205.0;205.0;0.0;2709.100335753071;536.0
2026-03-19T01:02:52.804363;0.0;0.0;0.0;0.0;268.0;0.0;0.0;204.0;0.0;0.0;204.0;0;0;0;0;204.0;204.0;204.0;0.0;2688.3766093831523;536.0
2026-03-19T01:07:08.819777;0.0;0.0;0.0;0.0;268.0;0.0;0.0;201.0;0.0;0.0;201.0;0;0;0;0;201.0;201.0;201.0;0.0;2670.9446655437214;536.0
2026-03-19T01:12:08.811546;0.0;0.0;0.0;0.0;268.0;0.0;0.0;192.0;0.0;0.0;192.0;0;0;0;0;192.0;192.0;192.0;0.0;2649.892611578809;536.0
2026-03-19T01:17:24.812660;0.0;0.0;0.0;0.0;268.0;0.0;0.0;184.0;0.0;0.0;184.0;0;0;0;0;184.0;184.0;184.0;0.0;2628.6410746723764;536.0
2026-03-19T01:22:24.823293;0.0;0.0;0.0;0.0;268.0;0.0;0.0;205.0;0.0;0.0;205.0;0;0;0;0;205.0;205.0;205.0;0.0;2607.8070029362652;536.0
2026-03-19T01:27:29.815765;0.0;0.0;0.0;0.0;268.0;0.0;0.0;202.0;0.0;0.0;202.0;0;0;0;0;202.0;202.0;202.0;0.0;2586.9369218576744;536.0
2026-03-19T01:32:29.814679;0.0;0.0;0.0;0.0;268.0;0.0;0.0;222.0;0.0;0.0;222.0;0;0;0;0;222.0;222.0;222.0;0.0;2564.37602791865;536.0
2026-03-19T01:37:34.817361;0.0;0.0;0.0;0.0;268.0;0.0;0.0;213.0;0.0;0.0;213.0;0;0;0;0;213.0;213.0;213.0;0.0;2542.368720579219;536.0
2026-03-19T01:42:34.824064;0.0;0.0;0.0;0.0;268.0;0.0;0.0;205.0;0.0;0.0;205.0;0;0;0;0;205.0;205.0;205.0;0.0;2521.5349217597745;536.0
2026-03-19T01:47:39.823321;0.0;0.0;0.0;0.0;268.0;0.0;0.0;203.0;0.0;0.0;203.0;0;0;0;0;203.0;203.0;203.0;0.0;2500.5610568644493;536.0
2026-03-19T01:52:39.813492;0.0;0.0;0.0;0.0;268.0;0.0;0.0;202.0;0.0;0.0;202.0;0;0;0;0;202.0;202.0;202.0;0.0;2480.03327416052;536.0
2026-03-19T01:57:44.809465;0.0;0.0;0.0;0.0;268.0;0.0;0.0;203.0;0.0;0.0;203.0;0;0;0;0;203.0;203.0;203.0;0.0;2459.059635095818;536.0
2026-03-19T02:02:44.842044;0.0;0.0;0.0;0.0;268.0;0.0;0.0;224.0;0.0;0.0;224.0;0;0;0;0;224.0;224.0;224.0;0.0;2436.2929353343006;536.0
2026-03-19T02:07:49.822550;0.0;0.0;0.0;0.0;268.0;0.0;0.0;205.0;0.0;0.0;205.0;0;0;0;0;205.0;205.0;205.0;0.0;2415.113733528745;536.0
2026-03-19T02:12:49.822111;0.0;0.0;0.0;0.0;268.0;0.0;0.0;204.0;0.0;0.0;204.0;0;0;0;0;204.0;204.0;204.0;0.0;2394.38205654907;536.0
2026-03-19T02:17:54.830843;0.0;0.0;0.0;0.0;268.0;0.0;0.0;189.0;0.0;0.0;189.0;0;0;0;0;189.0;189.0;189.0;0.0;2373.3123744043332;536.0
2026-03-19T02:22:54.883464;0.0;0.0;0.0;0.0;268.0;0.0;0.0;207.0;0.0;0.0;207.0;0;0;0;0;207.0;207.0;207.0;0.0;2352.2720991512842;536.0
2026-03-19T02:27:59.828009;0.0;0.0;0.0;0.0;268.0;0.0;0.0;208.0;0.0;0.0;208.0;0;0;0;0;208.0;208.0;208.0;0.0;2330.785491644509;536.0
2026-03-19T02:32:59.835735;0.0;0.0;0.0;0.0;268.0;0.0;0.0;206.0;0.0;0.0;206.0;0;0;0;0;206.0;206.0;206.0;0.0;2309.849993149929;536.0
2026-03-19T02:38:04.827826;0.0;0.0;0.0;0.0;268.0;0.0;0.0;204.0;0.0;0.0;204.0;0;0;0;0;204.0;204.0;204.0;0.0;2288.773303934482;536.0
2026-03-19T02:43:04.826877;0.0;0.0;0.0;0.0;268.0;0.0;0.0;222.0;0.0;0.0;222.0;0;0;0;0;222.0;222.0;222.0;0.0;2266.212399692612;536.0
2026-03-19T02:48:09.884352;0.0;0.0;0.0;0.0;268.0;0.0;0.0;229.0;0.0;0.0;229.0;0;0;0;0;229.0;229.0;229.0;0.0;2242.5477107444412;536.0
2026-03-19T02:53:09.831139;0.0;0.0;0.0;0.0;268.0;0.0;0.0;203.0;0.0;0.0;203.0;0;0;0;0;203.0;203.0;203.0;0.0;2221.9212887386825;536.0
2026-03-19T02:58:14.815069;0.0;0.0;0.0;0.0;268.0;0.0;0.0;186.0;0.0;0.0;186.0;0;0;0;0;186.0;186.0;186.0;0.0;2201.1877320939457;536.0
2026-03-19T03:03:14.807236;0.0;0.0;0.0;0.0;268.0;0.0;0.0;188.0;0.0;0.0;188.0;0;0;0;0;188.0;188.0;188.0;0.0;2180.5742352386824;536.0
2026-03-19T03:13:19.805478;0.0;0.0;0.0;0.0;268.0;0.0;0.0;184.0;0.0;0.0;184.0;0;0;0;0;184.0;184.0;184.0;0.0;2139.8872189638287;536.0
2026-03-19T03:18:24.814206;0.0;0.0;0.0;0.0;268.0;0.0;0.0;196.0;0.0;0.0;196.0;0;0;0;0;196.0;196.0;196.0;0.0;2118.037178507688;536.0
2026-03-19T03:23:24.815573;0.0;0.0;0.0;0.0;268.0;0.0;0.0;195.0;0.0;0.0;195.0;0;0;0;0;195.0;195.0;195.0;0.0;2096.6555021315917;536.0
2026-03-19T03:28:29.818003;0.0;0.0;0.0;0.0;268.0;0.0;0.0;226.0;0.0;0.0;226.0;0;0;0;0;226.0;226.0;226.0;0.0;2073.3050450922965;536.0
2026-03-19T03:33:29.807538;0.0;0.0;0.0;0.0;268.0;0.0;0.0;238.0;0.0;0.0;238.0;0;0;0;0;238.0;238.0;238.0;0.0;2049.1188969452774;536.0
2026-03-19T03:38:34.819064;0.0;0.0;0.0;0.0;268.0;0.0;0.0;214.0;0.0;0.0;214.0;0;0;0;0;214.0;214.0;214.0;0.0;2027.0076277840308;536.0
2026-03-19T03:43:34.830693;0.0;0.0;0.0;0.0;268.0;0.0;0.0;209.0;0.0;0.0;209.0;0;0;0;0;209.0;209.0;209.0;0.0;2005.7669670587597;536.0
2026-03-19T03:48:39.835747;0.0;0.0;0.0;0.0;268.0;0.0;0.0;203.0;0.0;0.0;203.0;0;0;0;0;203.0;203.0;203.0;0.0;1984.7927035214968;536.0
2026-03-19T03:53:39.825799;0.0;0.0;0.0;0.0;268.0;0.0;0.0;207.0;0.0;0.0;207.0;0;0;0;0;207.0;207.0;207.0;0.0;1963.756815728814;536.0
2026-03-19T03:58:55.827478;0.0;0.0;0.0;0.0;268.0;0.0;0.0;206.0;0.0;0.0;206.0;0;0;0;0;206.0;206.0;206.0;0.0;1941.7052080479198;536.0
2026-03-19T04:03:55.811123;0.0;0.0;0.0;0.0;268.0;0.0;0.0;208.0;0.0;0.0;208.0;0;0;0;0;208.0;208.0;208.0;0.0;1920.5681490506297;536.0
2026-03-19T04:09:00.818012;0.0;0.0;0.0;0.0;268.0;0.0;0.0;203.0;0.0;0.0;203.0;0;0;0;0;203.0;203.0;203.0;0.0;1899.5937593260362;536.0
2026-03-19T04:19:05.829471;0.0;0.0;0.0;0.0;268.0;0.0;0.0;226.0;0.0;0.0;226.0;0;0;0;0;226.0;226.0;226.0;0.0;1853.275131367364;536.0
