timestamp;hausabgabe;solarleistung;netzbezug;akkuEntladung;akkuLadestand;akkuLadung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-01T23:00:00+00:00;0.0;0.0;248.0;-0.0;268.0;0.0;248.0;0.0;0.0;0.0;0;248.0;248.0;248.0;0.0;536;268.0
2025-12-01T23:00:39.273000+00:00;0.0;0.0;243.0;-0.0;268.0;0.0;243.0;0.0;0.0;0.0;0.0;0;243.0;0.0;243.0;536;536
2025-12-01T23:05:39.267000+00:00;0.0;0.0;246.0;-0.0;268.0;0.0;246.0;0.0;0.0;0.0;0.0;0;246.0;0.0;246.0;536;536.0
2025-12-01T23:11:05.275000+00:00;0.0;0.0;219.0;-0.0;268.0;0.0;219.0;0.0;0.0;0.0;0.0;0;219.0;0.0;219.0;536;536.0
2025-12-01T23:15:05.270000+00:00;0.0;0.0;264.0;-0.0;268.0;0.0;264.0;0.0;0.0;0.0;0.0;0;264.0;0.0;264.0;536;536.0
2025-12-01T23:20:30.338000+00:00;0.0;0.0;222.0;-0.0;268.0;0.0;222.0;0.0;0.0;0.0;0.0;0;222.0;0.0;222.0;536;536.0
2025-12-01T23:25:30.286000+00:00;0.0;0.0;225.0;-0.0;268.0;0.0;225.0;0.0;0.0;0.0;0.0;0;225.0;0.0;225.0;536;536.0
2025-12-01T23:30:55.355000+00:00;0.0;0.0;200.0;-0.0;268.0;0.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-01T23:35:55.299000+00:00;0.0;0.0;2079.0;-0.0;268.0;0.0;2079.0;0.0;0.0;0.0;0.0;0;2079.0;0.0;2079.0;536;536.0
2025-12-01T23:41:20.349000+00:00;0.0;0.0;223.0;-0.0;268.0;0.0;223.0;0.0;0.0;0.0;0.0;0;223.0;0.0;223.0;536;536.0
2025-12-01T23:45:20.263000+00:00;0.0;0.0;228.0;-0.0;268.0;0.0;228.0;0.0;0.0;0.0;0.0;0;228.0;0.0;228.0;536;536.0
2025-12-01T23:50:20.263000+00:00;0.0;0.0;215.0;-0.0;268.0;0.0;215.0;0.0;0.0;0.0;0.0;0;215.0;0.0;215.0;536;536.0
2025-12-01T23:55:45.261000+00:00;0.0;0.0;180.0;-0.0;268.0;0.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;536;536.0
2025-12-02T00:00:45.265000+00:00;0.0;0.0;182.0;-0.0;268.0;0.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;536;536.0
2025-12-02T00:06:10.260000+00:00;0.0;0.0;180.0;-0.0;268.0;0.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;536;536.0
2025-12-02T00:11:10.271000+00:00;0.0;0.0;202.0;-0.0;268.0;0.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;536;536.0
2025-12-02T00:15:37.264000+00:00;0.0;0.0;206.0;-0.0;268.0;0.0;206.0;0.0;0.0;0.0;0.0;0;206.0;0.0;206.0;536;536.0
2025-12-02T00:20:37.260000+00:00;0.0;0.0;201.0;-0.0;268.0;0.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;536;536.0
2025-12-02T00:26:02.262000+00:00;0.0;0.0;199.0;-0.0;268.0;0.0;199.0;0.0;0.0;0.0;0.0;0;199.0;0.0;199.0;536;536.0
2025-12-02T00:31:02.263000+00:00;0.0;0.0;198.0;-0.0;268.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-02T00:36:27.263000+00:00;0.0;0.0;221.0;-0.0;268.0;0.0;221.0;0.0;0.0;0.0;0.0;0;221.0;0.0;221.0;536;536.0
2025-12-02T00:41:28.266000+00:00;0.0;0.0;186.0;-0.0;268.0;0.0;186.0;0.0;0.0;0.0;0.0;0;186.0;0.0;186.0;536;536.0
2025-12-02T00:45:53.263000+00:00;0.0;0.0;179.0;-0.0;268.0;0.0;179.0;0.0;0.0;0.0;0.0;0;179.0;0.0;179.0;536;536.0
2025-12-02T00:50:53.261000+00:00;0.0;0.0;178.0;-0.0;268.0;0.0;178.0;0.0;0.0;0.0;0.0;0;178.0;0.0;178.0;536;536.0
2025-12-02T00:56:18.286000+00:00;0.0;0.0;179.0;-0.0;268.0;0.0;179.0;0.0;0.0;0.0;0.0;0;179.0;0.0;179.0;536;536.0
2025-12-02T01:01:18.260000+00:00;0.0;0.0;200.0;-0.0;268.0;0.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-02T01:05:43.269000+00:00;0.0;0.0;202.0;-0.0;268.0;0.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;536;536.0
2025-12-02T01:11:43.282000+00:00;0.0;0.0;201.0;-0.0;268.0;0.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;536;536.0
2025-12-02T01:16:08.279000+00:00;0.0;0.0;196.0;-0.0;268.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-02T01:26:33.262000+00:00;0.0;0.0;181.0;-0.0;268.0;0.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;536;536.0
2025-12-02T01:31:33.275000+00:00;0.0;0.0;180.0;-0.0;268.0;0.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;536;536.0
2025-12-02T01:36:58.264000+00:00;0.0;0.0;179.0;-0.0;268.0;0.0;179.0;0.0;0.0;0.0;0.0;0;179.0;0.0;179.0;536;536.0
2025-12-02T01:40:58.287000+00:00;0.0;0.0;176.0;-0.0;268.0;0.0;176.0;0.0;0.0;0.0;0.0;0;176.0;0.0;176.0;536;536.0
2025-12-02T01:46:23.357000+00:00;0.0;0.0;175.0;-0.0;268.0;0.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-02T01:51:23.284000+00:00;0.0;0.0;173.0;-0.0;268.0;0.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-02T01:56:48.352000+00:00;0.0;0.0;194.0;-0.0;268.0;0.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-02T02:01:48.440000+00:00;0.0;0.0;197.0;-0.0;268.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-02T02:07:13.342000+00:00;0.0;0.0;205.0;-0.0;268.0;0.0;205.0;0.0;0.0;0.0;0.0;0;205.0;0.0;205.0;536;536.0
2025-12-02T02:11:13.276000+00:00;0.0;0.0;194.0;-0.0;268.0;0.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-02T02:16:13.268000+00:00;0.0;0.0;199.0;-0.0;268.0;0.0;199.0;0.0;0.0;0.0;0.0;0;199.0;0.0;199.0;536;536.0
2025-12-02T02:21:38.271000+00:00;0.0;0.0;197.0;-0.0;268.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-02T02:32:03.262000+00:00;0.0;0.0;183.0;-0.0;268.0;0.0;183.0;0.0;0.0;0.0;0.0;0;183.0;0.0;183.0;536;536.0
2025-12-02T02:37:03.262000+00:00;0.0;0.0;212.0;-0.0;268.0;0.0;212.0;0.0;0.0;0.0;0.0;0;212.0;0.0;212.0;536;536.0
2025-12-02T02:41:28.267000+00:00;0.0;0.0;175.0;-0.0;268.0;0.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-02T02:46:28.260000+00:00;0.0;0.0;196.0;-0.0;268.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-02T02:51:53.262000+00:00;0.0;0.0;197.0;-0.0;268.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-02T02:56:53.285000+00:00;0.0;0.0;196.0;-0.0;268.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-02T03:07:18.266000+00:00;0.0;0.0;191.0;-0.0;268.0;0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;536;536.0
2025-12-02T03:11:43.267000+00:00;0.0;0.0;190.0;-0.0;268.0;0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;536;536.0
2025-12-02T03:16:43.269000+00:00;0.0;0.0;174.0;-0.0;268.0;0.0;174.0;0.0;0.0;0.0;0.0;0;174.0;0.0;174.0;536;536.0
2025-12-02T03:27:08.257000+00:00;0.0;0.0;181.0;-0.0;268.0;0.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;536;536.0
2025-12-02T03:32:34.274000+00:00;0.0;0.0;176.0;-0.0;268.0;0.0;176.0;0.0;0.0;0.0;0.0;0;176.0;0.0;176.0;536;536.0
2025-12-02T03:37:34.265000+00:00;0.0;0.0;178.0;-0.0;268.0;0.0;178.0;0.0;0.0;0.0;0.0;0;178.0;0.0;178.0;536;536.0
2025-12-02T03:41:59.272000+00:00;0.0;0.0;191.0;-0.0;268.0;0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;536;536.0
2025-12-02T03:46:59.262000+00:00;0.0;0.0;183.0;-0.0;268.0;0.0;183.0;0.0;0.0;0.0;0.0;0;183.0;0.0;183.0;536;536.0
2025-12-02T03:52:24.272000+00:00;0.0;0.0;203.0;-0.0;268.0;0.0;203.0;0.0;0.0;0.0;0.0;0;203.0;0.0;203.0;536;536.0
2025-12-02T03:57:26.265000+00:00;0.0;0.0;209.0;-0.0;268.0;0.0;209.0;0.0;0.0;0.0;0.0;0;209.0;0.0;209.0;536;536.0
2025-12-02T04:02:51.283000+00:00;0.0;0.0;199.0;-0.0;268.0;0.0;199.0;0.0;0.0;0.0;0.0;0;199.0;0.0;199.0;536;536.0
2025-12-02T04:07:51.290000+00:00;0.0;0.0;197.0;-0.0;268.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-02T04:13:16.272000+00:00;0.0;0.0;198.0;-0.0;268.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
