timestamp;solarleistung;netzbezug;akkuLadung;akkuLadestand;akkuEntladung;hausabgabe;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-04T23:00:00+00:00;0.0;198.0;0.0;268.0;-0.0;0.0;198.0;0.0;0.0;0.0;0;198.0;198.0;198.0;0.0;536;268.0
2025-12-04T23:00:59.700000+00:00;0.0;178.0;0.0;268.0;-0.0;0.0;178.0;0.0;0.0;0.0;0.0;0;178.0;0.0;178.0;536;536
2025-12-04T23:10:25.702000+00:00;0.0;180.0;0.0;268.0;-0.0;0.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;536;536.0
2025-12-04T23:20:50.727000+00:00;0.0;179.0;0.0;268.0;-0.0;0.0;179.0;0.0;0.0;0.0;0.0;0;179.0;0.0;179.0;536;536.0
2025-12-04T23:31:15.711000+00:00;0.0;178.0;0.0;268.0;-0.0;0.0;178.0;0.0;0.0;0.0;0.0;0;178.0;0.0;178.0;536;536.0
2025-12-04T23:36:15.710000+00:00;0.0;201.0;0.0;268.0;-0.0;0.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;536;536.0
2025-12-04T23:37:40.837000+00:00;0.0;202.0;0.0;268.0;-0.0;0.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;536;536.0
2025-12-04T23:38:40.690000+00:00;0.0;202.0;0.0;241.0;-0.0;0.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;536;536.0
2025-12-04T23:39:40.687000+00:00;0.0;200.0;0.0;241.0;-0.0;0.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-04T23:40:40.690000+00:00;0.0;196.0;0.0;241.0;-0.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-04T23:41:40.688000+00:00;0.0;198.0;0.0;241.0;-0.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-04T23:42:40.692000+00:00;0.0;195.0;0.0;241.0;-0.0;0.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;536;536.0
2025-12-04T23:45:40.710000+00:00;0.0;198.0;0.0;241.0;-0.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-04T23:51:05.704000+00:00;0.0;192.0;0.0;241.0;-0.0;0.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;536;536.0
2025-12-05T00:01:30.775000+00:00;0.0;195.0;0.0;241.0;-0.0;0.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;536;536.0
2025-12-05T00:10:55.700000+00:00;0.0;181.0;0.0;241.0;-0.0;0.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;536;536.0
2025-12-05T00:15:55.696000+00:00;0.0;176.0;0.0;241.0;-0.0;0.0;176.0;0.0;0.0;0.0;0.0;0;176.0;0.0;176.0;536;536.0
2025-12-05T00:21:20.714000+00:00;0.0;177.0;0.0;241.0;-0.0;0.0;177.0;0.0;0.0;0.0;0.0;0;177.0;0.0;177.0;536;536.0
2025-12-05T00:26:20.693000+00:00;0.0;198.0;0.0;241.0;-0.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-05T00:31:45.700000+00:00;0.0;199.0;0.0;241.0;-0.0;0.0;199.0;0.0;0.0;0.0;0.0;0;199.0;0.0;199.0;536;536.0
2025-12-05T00:36:45.693000+00:00;0.0;196.0;0.0;241.0;-0.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-05T00:41:10.692000+00:00;0.0;193.0;0.0;241.0;-0.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-05T00:46:10.705000+00:00;0.0;192.0;0.0;241.0;-0.0;0.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;536;536.0
2025-12-05T00:51:35.696000+00:00;0.0;193.0;0.0;241.0;-0.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-05T00:56:35.688000+00:00;0.0;173.0;0.0;241.0;-0.0;0.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-05T01:02:00.700000+00:00;0.0;175.0;0.0;241.0;-0.0;0.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-05T01:07:00.693000+00:00;0.0;181.0;0.0;241.0;-0.0;0.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;536;536.0
