entity_id,value,timestamp,iso_time
sensor.shelly_pro_3_em_netzbezug,0,1775685600.0,2026-04-09T00:00:00
sensor.shelly_pro_3_em_netzbezug,1,1775691723.6864417,2026-04-09T01:42:03.686442
sensor.shelly_pro_3_em_netzbezug,0,1775692083.6922114,2026-04-09T01:48:03.692211
sensor.shelly_pro_3_em_netzbezug,198,1775692935.6844923,2026-04-09T02:02:15.684492
sensor.shelly_pro_3_em_netzbezug,220,1775693235.6806405,2026-04-09T02:07:15.680640
sensor.shelly_pro_3_em_netzbezug,219,1775693551.688448,2026-04-09T02:12:31.688448
sensor.shelly_pro_3_em_netzbezug,178,1775693851.6802955,2026-04-09T02:17:31.680295
sensor.shelly_pro_3_em_netzbezug,215,1775694156.688997,2026-04-09T02:22:36.688997
sensor.shelly_pro_3_em_netzbezug,201,1775694456.6798239,2026-04-09T02:27:36.679824
sensor.shelly_pro_3_em_netzbezug,202,1775695061.6906657,2026-04-09T02:37:41.690666
sensor.shelly_pro_3_em_netzbezug,220,1775695366.67887,2026-04-09T02:42:46.678870
sensor.shelly_pro_3_em_netzbezug,216,1775695666.6792545,2026-04-09T02:47:46.679255
sensor.shelly_pro_3_em_netzbezug,217,1775695971.676687,2026-04-09T02:52:51.676687
sensor.shelly_pro_3_em_netzbezug,197,1775696271.6840973,2026-04-09T02:57:51.684097
sensor.shelly_pro_3_em_netzbezug,191,1775696876.678379,2026-04-09T03:07:56.678379
sensor.shelly_pro_3_em_netzbezug,178,1775697181.6828282,2026-04-09T03:13:01.682828
sensor.shelly_pro_3_em_netzbezug,177,1775697481.68565,2026-04-09T03:18:01.685650
sensor.shelly_pro_3_em_netzbezug,182,1775697786.6880262,2026-04-09T03:23:06.688026
sensor.shelly_pro_3_em_netzbezug,228,1775698086.6845732,2026-04-09T03:28:06.684573
sensor.shelly_pro_3_em_netzbezug,202,1775698394.690381,2026-04-09T03:33:14.690381
sensor.shelly_pro_3_em_netzbezug,178,1775698694.6881537,2026-04-09T03:38:14.688154
sensor.shelly_pro_3_em_netzbezug,180,1775699299.6790917,2026-04-09T03:48:19.679092
sensor.shelly_pro_3_em_netzbezug,201,1775699604.6917858,2026-04-09T03:53:24.691786
sensor.shelly_pro_3_em_netzbezug,200,1775700209.6890721,2026-04-09T04:03:29.689072
sensor.shelly_pro_3_em_netzbezug,218,1775700509.708668,2026-04-09T04:08:29.708668
sensor.shelly_pro_3_em_netzbezug,217,1775700814.7233503,2026-04-09T04:13:34.723350
sensor.shelly_pro_3_em_netzbezug,214,1775701114.692067,2026-04-09T04:18:34.692067
sensor.shelly_pro_3_em_netzbezug,196,1775701419.6857731,2026-04-09T04:23:39.685773
sensor.shelly_pro_3_em_netzbezug,178,1775701719.6851907,2026-04-09T04:28:39.685191
sensor.shelly_pro_3_em_netzbezug,201,1775702024.6957684,2026-04-09T04:33:44.695768
sensor.shelly_pro_3_em_netzbezug,178,1775702324.6807542,2026-04-09T04:38:44.680754
sensor.shelly_pro_3_em_netzbezug,211,1775702929.6922176,2026-04-09T04:48:49.692218
sensor.shelly_pro_3_em_netzbezug,195,1775703234.6857219,2026-04-09T04:53:54.685722
sensor.shelly_pro_3_em_netzbezug,218,1775703534.7076285,2026-04-09T04:58:54.707628
sensor.shelly_pro_3_em_netzbezug,200,1775703839.6956728,2026-04-09T05:03:59.695673
sensor.shelly_pro_3_em_netzbezug,198,1775704455.6931863,2026-04-09T05:14:15.693186
sensor.shelly_pro_3_em_netzbezug,196,1775704755.6820643,2026-04-09T05:19:15.682064
sensor.shelly_pro_3_em_netzbezug,199,1775705060.6946332,2026-04-09T05:24:20.694633
sensor.shelly_pro_3_em_netzbezug,221,1775705360.687907,2026-04-09T05:29:20.687907
sensor.shelly_pro_3_em_netzbezug,196,1775705665.6858656,2026-04-09T05:34:25.685866
sensor.shelly_pro_3_em_netzbezug,195,1775705965.7135634,2026-04-09T05:39:25.713563
sensor.shelly_pro_3_em_netzbezug,179,1775706270.7163208,2026-04-09T05:44:30.716321
sensor.shelly_pro_3_em_netzbezug,199,1775706570.7003815,2026-04-09T05:49:30.700382
sensor.shelly_pro_3_em_netzbezug,201,1775706875.6914244,2026-04-09T05:54:35.691424
sensor.shelly_pro_3_em_netzbezug,202,1775707175.705252,2026-04-09T05:59:35.705252
sensor.shelly_pro_3_em_netzbezug,221,1775707480.6884346,2026-04-09T06:04:40.688435
sensor.shelly_pro_3_em_netzbezug,215,1775707660.680783,2026-04-09T06:07:40.680783
sensor.shelly_pro_3_em_netzbezug,214,1775707720.686176,2026-04-09T06:08:40.686176
sensor.shelly_pro_3_em_netzbezug,234,1775707780.6938505,2026-04-09T06:09:40.693851
sensor.shelly_pro_3_em_netzbezug,232,1775707840.6949604,2026-04-09T06:10:40.694960
sensor.shelly_pro_3_em_netzbezug,220,1775707900.6850379,2026-04-09T06:11:40.685038
sensor.shelly_pro_3_em_netzbezug,221,1775707960.703078,2026-04-09T06:12:40.703078
sensor.shelly_pro_3_em_netzbezug,224,1775708085.7048528,2026-04-09T06:14:45.704853
sensor.shelly_pro_3_em_netzbezug,218,1775708385.7140696,2026-04-09T06:19:45.714070
sensor.shelly_pro_3_em_netzbezug,213,1775708701.7263596,2026-04-09T06:25:01.726360
sensor.shelly_pro_3_em_netzbezug,205,1775708941.708563,2026-04-09T06:29:01.708563
sensor.shelly_pro_3_em_netzbezug,198,1775709247.208745,2026-04-09T06:34:07.208745
sensor.shelly_pro_3_em_netzbezug,220,1775709547.7070868,2026-04-09T06:39:07.707087
sensor.shelly_pro_3_em_netzbezug,221,1775709852.1446989,2026-04-09T06:44:12.144699
sensor.shelly_pro_3_em_netzbezug,228,1775710152.696107,2026-04-09T06:49:12.696107
sensor.shelly_pro_3_em_netzbezug,246,1775710457.1907833,2026-04-09T06:54:17.190783
sensor.shelly_pro_3_em_netzbezug,2356,1775710757.7266273,2026-04-09T06:59:17.726627
sensor.shelly_pro_3_em_netzbezug,279,1775711063.1800814,2026-04-09T07:04:23.180081
sensor.shelly_pro_3_em_netzbezug,258,1775711363.7819214,2026-04-09T07:09:23.781921
sensor.shelly_pro_3_em_netzbezug,245,1775711668.1339638,2026-04-09T07:14:28.133964
sensor.shelly_pro_3_em_netzbezug,139,1775711968.8219335,2026-04-09T07:19:28.821934
sensor.shelly_pro_3_em_netzbezug,127,1775712273.1588001,2026-04-09T07:24:33.158800
sensor.shelly_pro_3_em_netzbezug,117,1775712573.6997216,2026-04-09T07:29:33.699722
sensor.shelly_pro_3_em_netzbezug,151,1775712878.177029,2026-04-09T07:34:38.177029
sensor.shelly_pro_3_em_netzbezug,155,1775713178.7013748,2026-04-09T07:39:38.701375
sensor.shelly_pro_3_em_netzbezug,137,1775713483.193909,2026-04-09T07:44:43.193909
sensor.shelly_pro_3_em_netzbezug,111,1775713784.7536464,2026-04-09T07:49:44.753646
sensor.shelly_pro_3_em_netzbezug,134,1775714089.168927,2026-04-09T07:54:49.168927
sensor.shelly_pro_3_em_netzbezug,102,1775714389.7347944,2026-04-09T07:59:49.734794
sensor.shelly_pro_3_em_netzbezug,1900,1775714694.1826365,2026-04-09T08:04:54.182636
sensor.shelly_pro_3_em_netzbezug,1863,1775714994.6923301,2026-04-09T08:09:54.692330
