entity_id,value,timestamp,iso_time
sensor.shelly_pro_3_em_netzbezug,0,1775512800.0,2026-04-07T00:00:00
sensor.shelly_pro_3_em_netzbezug,230,1775518429.4219723,2026-04-07T01:33:49.421972
sensor.shelly_pro_3_em_netzbezug,220,1775518729.9565914,2026-04-07T01:38:49.956591
sensor.shelly_pro_3_em_netzbezug,200,1775519034.344159,2026-04-07T01:43:54.344159
sensor.shelly_pro_3_em_netzbezug,207,1775519334.9602354,2026-04-07T01:48:54.960235
sensor.shelly_pro_3_em_netzbezug,203,1775519639.3585439,2026-04-07T01:53:59.358544
sensor.shelly_pro_3_em_netzbezug,182,1775519939.9504511,2026-04-07T01:58:59.950451
sensor.shelly_pro_3_em_netzbezug,185,1775520244.378384,2026-04-07T02:04:04.378384
sensor.shelly_pro_3_em_netzbezug,182,1775520544.9602268,2026-04-07T02:09:04.960227
sensor.shelly_pro_3_em_netzbezug,225,1775520849.3448176,2026-04-07T02:14:09.344818
sensor.shelly_pro_3_em_netzbezug,222,1775521149.960921,2026-04-07T02:19:09.960921
sensor.shelly_pro_3_em_netzbezug,203,1775521755.960038,2026-04-07T02:29:15.960038
sensor.shelly_pro_3_em_netzbezug,201,1775522060.3559258,2026-04-07T02:34:20.355926
sensor.shelly_pro_3_em_netzbezug,202,1775522360.9541843,2026-04-07T02:39:20.954184
sensor.shelly_pro_3_em_netzbezug,200,1775522665.3798265,2026-04-07T02:44:25.379827
sensor.shelly_pro_3_em_netzbezug,185,1775522905.951628,2026-04-07T02:48:25.951628
sensor.shelly_pro_3_em_netzbezug,202,1775523270.3402758,2026-04-07T02:54:30.340276
sensor.shelly_pro_3_em_netzbezug,199,1775523510.9591687,2026-04-07T02:58:30.959169
sensor.shelly_pro_3_em_netzbezug,200,1775523875.4150965,2026-04-07T03:04:35.415097
sensor.shelly_pro_3_em_netzbezug,184,1775524115.953241,2026-04-07T03:08:35.953241
sensor.shelly_pro_3_em_netzbezug,182,1775524415.9791994,2026-04-07T03:13:35.979199
sensor.shelly_pro_3_em_netzbezug,213,1775524720.9576828,2026-04-07T03:18:40.957683
sensor.shelly_pro_3_em_netzbezug,207,1775525020.986121,2026-04-07T03:23:40.986121
sensor.shelly_pro_3_em_netzbezug,205,1775525336.9698951,2026-04-07T03:28:56.969895
sensor.shelly_pro_3_em_netzbezug,229,1775525636.9637296,2026-04-07T03:33:56.963730
sensor.shelly_pro_3_em_netzbezug,221,1775525952.9738946,2026-04-07T03:39:12.973895
sensor.shelly_pro_3_em_netzbezug,224,1775526252.9697974,2026-04-07T03:44:12.969797
sensor.shelly_pro_3_em_netzbezug,204,1775526557.9609141,2026-04-07T03:49:17.960914
sensor.shelly_pro_3_em_netzbezug,183,1775526857.9790823,2026-04-07T03:54:17.979082
sensor.shelly_pro_3_em_netzbezug,182,1775527162.9653213,2026-04-07T03:59:22.965321
sensor.shelly_pro_3_em_netzbezug,183,1775527462.9714592,2026-04-07T04:04:22.971459
sensor.shelly_pro_3_em_netzbezug,182,1775527767.9561825,2026-04-07T04:09:27.956182
sensor.shelly_pro_3_em_netzbezug,200,1775528372.970676,2026-04-07T04:19:32.970676
sensor.shelly_pro_3_em_netzbezug,207,1775528672.986277,2026-04-07T04:24:32.986277
sensor.shelly_pro_3_em_netzbezug,202,1775528977.9610991,2026-04-07T04:29:37.961099
sensor.shelly_pro_3_em_netzbezug,200,1775529277.9801233,2026-04-07T04:34:37.980123
sensor.shelly_pro_3_em_netzbezug,202,1775530187.953951,2026-04-07T04:49:47.953951
sensor.shelly_pro_3_em_netzbezug,200,1775530487.9678528,2026-04-07T04:54:47.967853
sensor.shelly_pro_3_em_netzbezug,201,1775530792.955579,2026-04-07T04:59:52.955579
sensor.shelly_pro_3_em_netzbezug,199,1775531092.972341,2026-04-07T05:04:52.972341
sensor.shelly_pro_3_em_netzbezug,200,1775531397.9679644,2026-04-07T05:09:57.967964
sensor.shelly_pro_3_em_netzbezug,181,1775531698.053093,2026-04-07T05:14:58.053093
sensor.shelly_pro_3_em_netzbezug,180,1775532003.0321417,2026-04-07T05:20:03.032142
sensor.shelly_pro_3_em_netzbezug,201,1775532303.016468,2026-04-07T05:25:03.016468
sensor.shelly_pro_3_em_netzbezug,204,1775532617.1089158,2026-04-07T05:30:17.108916
sensor.shelly_pro_3_em_netzbezug,223,1775533222.9950733,2026-04-07T05:40:22.995073
sensor.shelly_pro_3_em_netzbezug,203,1775534127.967339,2026-04-07T05:55:27.967339
sensor.shelly_pro_3_em_netzbezug,201,1775534732.991391,2026-04-07T06:05:32.991391
sensor.shelly_pro_3_em_netzbezug,212,1775535037.9626176,2026-04-07T06:10:37.962618
sensor.shelly_pro_3_em_netzbezug,204,1775535338.019518,2026-04-07T06:15:38.019518
sensor.shelly_pro_3_em_netzbezug,223,1775535642.9980178,2026-04-07T06:20:42.998018
sensor.shelly_pro_3_em_netzbezug,232,1775535943.8557222,2026-04-07T06:25:43.855722
sensor.shelly_pro_3_em_netzbezug,201,1775536200.069404,2026-04-07T06:30:00.069404
sensor.shelly_pro_3_em_netzbezug,202,1775536499.9734657,2026-04-07T06:34:59.973466
sensor.shelly_pro_3_em_netzbezug,181,1775536804.9651942,2026-04-07T06:40:04.965194
sensor.shelly_pro_3_em_netzbezug,183,1775537104.9633381,2026-04-07T06:45:04.963338
sensor.shelly_pro_3_em_netzbezug,186,1775537409.9899766,2026-04-07T06:50:09.989977
sensor.shelly_pro_3_em_netzbezug,184,1775537709.967665,2026-04-07T06:55:09.967665
sensor.shelly_pro_3_em_netzbezug,1609,1775538015.1261096,2026-04-07T07:00:15.126110
sensor.shelly_pro_3_em_netzbezug,3048,1775538075.9634523,2026-04-07T07:01:15.963452
sensor.shelly_pro_3_em_netzbezug,1574,1775538135.9821038,2026-04-07T07:02:15.982104
sensor.shelly_pro_3_em_netzbezug,1567,1775538195.980774,2026-04-07T07:03:15.980774
sensor.shelly_pro_3_em_netzbezug,1564,1775538255.975326,2026-04-07T07:04:15.975326
sensor.shelly_pro_3_em_netzbezug,1560,1775538316.013652,2026-04-07T07:05:16.013652
sensor.shelly_pro_3_em_netzbezug,1580,1775538641.984233,2026-04-07T07:10:41.984233
sensor.shelly_pro_3_em_netzbezug,2670,1775538942.9807572,2026-04-07T07:15:42.980757
sensor.shelly_pro_3_em_netzbezug,176,1775539247.9728312,2026-04-07T07:20:47.972831
sensor.shelly_pro_3_em_netzbezug,1006,1775539547.9799159,2026-04-07T07:25:47.979916
sensor.shelly_pro_3_em_netzbezug,142,1775539852.9933348,2026-04-07T07:30:52.993335
sensor.shelly_pro_3_em_netzbezug,125,1775540153.024792,2026-04-07T07:35:53.024792
sensor.shelly_pro_3_em_netzbezug,110,1775540457.9917068,2026-04-07T07:40:57.991707
sensor.shelly_pro_3_em_netzbezug,106,1775540758.0144632,2026-04-07T07:45:58.014463
sensor.shelly_pro_3_em_netzbezug,82,1775541064.00045,2026-04-07T07:51:04.000450
sensor.shelly_pro_3_em_netzbezug,56,1775541363.9857779,2026-04-07T07:56:03.985778
sensor.shelly_pro_3_em_netzbezug,18,1775541669.984229,2026-04-07T08:01:09.984229
sensor.shelly_pro_3_em_netzbezug,0,1775541970.0097485,2026-04-07T08:06:10.009748
sensor.shelly_pro_3_em_netzbezug,2575,1775542880.9916792,2026-04-07T08:21:20.991679
sensor.shelly_pro_3_em_netzbezug,2517,1775543182.0828552,2026-04-07T08:26:22.082855
sensor.shelly_pro_3_em_netzbezug,0,1775543487.0015678,2026-04-07T08:31:27.001568
sensor.shelly_pro_3_em_netzbezug,24,1775543787.9825122,2026-04-07T08:36:27.982512
sensor.shelly_pro_3_em_netzbezug,4,1775544032.9942873,2026-04-07T08:40:32.994287
sensor.shelly_pro_3_em_netzbezug,37,1775544092.97405,2026-04-07T08:41:32.974050
sensor.shelly_pro_3_em_netzbezug,16,1775544154.973025,2026-04-07T08:42:34.973025
sensor.shelly_pro_3_em_netzbezug,14,1775544215.0057435,2026-04-07T08:43:35.005744
sensor.shelly_pro_3_em_netzbezug,0,1775544274.998101,2026-04-07T08:44:34.998101
sensor.shelly_pro_3_em_netzbezug,130,1775544999.9897747,2026-04-07T08:56:39.989775
sensor.shelly_pro_3_em_netzbezug,0,1775545306.9862838,2026-04-07T09:01:46.986284
sensor.shelly_pro_3_em_netzbezug,3,1775545607.1298099,2026-04-07T09:06:47.129810
sensor.shelly_pro_3_em_netzbezug,52,1775545792.994493,2026-04-07T09:09:52.994493
sensor.shelly_pro_3_em_netzbezug,37,1775545853.0254397,2026-04-07T09:10:53.025440
sensor.shelly_pro_3_em_netzbezug,0,1775545913.0615406,2026-04-07T09:11:53.061541
sensor.shelly_pro_3_em_netzbezug,42,1775546033.0082097,2026-04-07T09:13:53.008210
sensor.shelly_pro_3_em_netzbezug,65,1775546092.9979646,2026-04-07T09:14:52.997965
sensor.shelly_pro_3_em_netzbezug,0,1775546154.4684057,2026-04-07T09:15:54.468406
sensor.shelly_pro_3_em_netzbezug,19,1775546819.9966986,2026-04-07T09:26:59.996699
sensor.shelly_pro_3_em_netzbezug,1499,1775547080.0200818,2026-04-07T09:31:20.020082
sensor.shelly_pro_3_em_netzbezug,0,1775547379.9678848,2026-04-07T09:36:19.967885
