entity_id,state,last_changed
sensor.shelly_pro_3_em_netzbezug,267,2025-11-30T23:00:00.000Z
sensor.shelly_pro_3_em_netzbezug,251,2025-11-30T23:01:34.844Z
sensor.shelly_pro_3_em_netzbezug,235,2025-11-30T23:05:35.641Z
sensor.shelly_pro_3_em_netzbezug,238,2025-11-30T23:10:36.542Z
sensor.shelly_pro_3_em_netzbezug,236,2025-11-30T23:16:02.546Z
sensor.shelly_pro_3_em_netzbezug,207,2025-11-30T23:21:02.550Z
sensor.shelly_pro_3_em_netzbezug,194,2025-11-30T23:26:28.552Z
sensor.shelly_pro_3_em_netzbezug,217,2025-11-30T23:31:28.559Z
sensor.shelly_pro_3_em_netzbezug,255,2025-11-30T23:35:54.548Z
sensor.shelly_pro_3_em_netzbezug,238,2025-11-30T23:40:55.579Z
sensor.shelly_pro_3_em_netzbezug,240,2025-11-30T23:46:21.544Z
sensor.shelly_pro_3_em_netzbezug,246,2025-11-30T23:51:21.549Z
sensor.shelly_pro_3_em_netzbezug,203,2025-11-30T23:55:47.554Z
sensor.shelly_pro_3_em_netzbezug,220,2025-12-01T00:00:47.551Z
sensor.shelly_pro_3_em_netzbezug,202,2025-12-01T00:06:13.551Z
sensor.shelly_pro_3_em_netzbezug,184,2025-12-01T00:11:13.551Z
sensor.shelly_pro_3_em_netzbezug,181,2025-12-01T00:16:39.545Z
sensor.shelly_pro_3_em_netzbezug,179,2025-12-01T00:21:39.564Z
sensor.shelly_pro_3_em_netzbezug,180,2025-12-01T00:26:05.570Z
sensor.shelly_pro_3_em_netzbezug,202,2025-12-01T00:31:05.548Z
sensor.shelly_pro_3_em_netzbezug,201,2025-12-01T00:36:31.570Z
sensor.shelly_pro_3_em_netzbezug,203,2025-12-01T00:41:31.585Z
sensor.shelly_pro_3_em_netzbezug,199,2025-12-01T00:46:57.565Z
sensor.shelly_pro_3_em_netzbezug,179,2025-12-01T00:51:57.668Z
sensor.shelly_pro_3_em_netzbezug,180,2025-12-01T00:57:24.579Z
sensor.shelly_pro_3_em_netzbezug,187,2025-12-01T01:01:24.544Z
sensor.shelly_pro_3_em_netzbezug,201,2025-12-01T01:06:50.466Z
sensor.shelly_pro_3_em_netzbezug,200,2025-12-01T01:11:51.543Z
sensor.shelly_pro_3_em_netzbezug,181,2025-12-01T01:17:18.455Z
sensor.shelly_pro_3_em_netzbezug,179,2025-12-01T01:21:18.547Z
sensor.shelly_pro_3_em_netzbezug,206,2025-12-01T01:31:46.569Z
sensor.shelly_pro_3_em_netzbezug,201,2025-12-01T01:36:47.548Z
sensor.shelly_pro_3_em_netzbezug,222,2025-12-01T01:42:13.540Z
sensor.shelly_pro_3_em_netzbezug,198,2025-12-01T01:47:13.547Z
sensor.shelly_pro_3_em_netzbezug,197,2025-12-01T01:51:39.553Z
sensor.shelly_pro_3_em_netzbezug,204,2025-12-01T01:56:39.566Z
sensor.shelly_pro_3_em_netzbezug,202,2025-12-01T02:02:07.545Z
sensor.shelly_pro_3_em_netzbezug,207,2025-12-01T02:07:07.541Z
sensor.shelly_pro_3_em_netzbezug,198,2025-12-01T02:12:33.549Z
sensor.shelly_pro_3_em_netzbezug,185,2025-12-01T02:17:34.544Z
sensor.shelly_pro_3_em_netzbezug,177,2025-12-01T02:22:01.547Z
sensor.shelly_pro_3_em_netzbezug,176,2025-12-01T02:27:01.552Z
sensor.shelly_pro_3_em_netzbezug,175,2025-12-01T02:32:27.552Z
sensor.shelly_pro_3_em_netzbezug,198,2025-12-01T02:41:53.583Z
sensor.shelly_pro_3_em_netzbezug,200,2025-12-01T02:46:53.547Z
sensor.shelly_pro_3_em_netzbezug,196,2025-12-01T02:52:19.578Z
sensor.shelly_pro_3_em_netzbezug,195,2025-12-01T02:57:19.543Z
sensor.shelly_pro_3_em_netzbezug,196,2025-12-01T03:02:45.559Z
sensor.shelly_pro_3_em_netzbezug,199,2025-12-01T03:07:45.552Z
sensor.shelly_pro_3_em_netzbezug,177,2025-12-01T03:13:11.565Z
sensor.shelly_pro_3_em_netzbezug,175,2025-12-01T03:17:11.539Z
sensor.shelly_pro_3_em_netzbezug,176,2025-12-01T03:22:37.456Z
sensor.shelly_pro_3_em_netzbezug,175,2025-12-01T03:27:37.553Z
sensor.shelly_pro_3_em_netzbezug,199,2025-12-01T03:33:03.444Z
sensor.shelly_pro_3_em_netzbezug,203,2025-12-01T03:38:03.560Z
sensor.shelly_pro_3_em_netzbezug,200,2025-12-01T03:43:30.449Z
sensor.shelly_pro_3_em_netzbezug,219,2025-12-01T03:47:30.538Z
sensor.shelly_pro_3_em_netzbezug,196,2025-12-01T03:52:30.544Z
sensor.shelly_pro_3_em_netzbezug,177,2025-12-01T03:57:56.550Z
sensor.shelly_pro_3_em_netzbezug,178,2025-12-01T04:02:56.553Z
sensor.shelly_pro_3_em_netzbezug,175,2025-12-01T04:07:24.458Z
sensor.shelly_pro_3_em_netzbezug,176,2025-12-01T04:12:26.546Z
sensor.shelly_pro_3_em_netzbezug,201,2025-12-01T04:17:52.562Z
sensor.shelly_pro_3_em_netzbezug,200,2025-12-01T04:22:52.549Z
sensor.shelly_pro_3_em_netzbezug,198,2025-12-01T04:28:18.541Z
sensor.shelly_pro_3_em_netzbezug,197,2025-12-01T04:33:18.554Z
sensor.shelly_pro_3_em_netzbezug,176,2025-12-01T04:37:44.550Z
sensor.shelly_pro_3_em_netzbezug,196,2025-12-01T04:42:44.556Z
sensor.shelly_pro_3_em_netzbezug,175,2025-12-01T04:48:10.548Z
sensor.shelly_pro_3_em_netzbezug,176,2025-12-01T04:53:12.548Z
sensor.shelly_pro_3_em_netzbezug,175,2025-12-01T05:03:39.557Z
sensor.shelly_pro_3_em_netzbezug,198,2025-12-01T05:08:05.592Z
sensor.shelly_pro_3_em_netzbezug,199,2025-12-01T05:13:05.553Z
sensor.shelly_pro_3_em_netzbezug,195,2025-12-01T05:18:31.586Z
sensor.shelly_pro_3_em_netzbezug,197,2025-12-01T05:23:32.548Z
sensor.shelly_pro_3_em_netzbezug,198,2025-12-01T05:28:58.564Z
sensor.shelly_pro_3_em_netzbezug,194,2025-12-01T05:32:58.551Z
sensor.shelly_pro_3_em_netzbezug,185,2025-12-01T05:38:29.458Z
sensor.shelly_pro_3_em_netzbezug,200,2025-12-01T05:43:30.548Z
sensor.shelly_pro_3_em_netzbezug,268,2025-12-01T05:49:00.435Z
sensor.shelly_pro_3_em_netzbezug,254,2025-12-01T05:54:01.561Z
sensor.shelly_pro_3_em_netzbezug,199,2025-12-01T05:59:27.440Z
sensor.shelly_pro_3_em_netzbezug,1618,2025-12-01T06:03:27.558Z
sensor.shelly_pro_3_em_netzbezug,1612,2025-12-01T06:08:27.554Z
sensor.shelly_pro_3_em_netzbezug,301,2025-12-01T06:13:58.556Z
sensor.shelly_pro_3_em_netzbezug,1617,2025-12-01T06:18:58.554Z
sensor.shelly_pro_3_em_netzbezug,606,2025-12-01T06:23:25.584Z
sensor.shelly_pro_3_em_netzbezug,281,2025-12-01T06:28:26.548Z
sensor.shelly_pro_3_em_netzbezug,282,2025-12-01T06:33:55.561Z
sensor.shelly_pro_3_em_netzbezug,256,2025-12-01T06:38:56.566Z
sensor.shelly_pro_3_em_netzbezug,253,2025-12-01T06:44:22.578Z
sensor.shelly_pro_3_em_netzbezug,224,2025-12-01T06:49:23.571Z
sensor.shelly_pro_3_em_netzbezug,217,2025-12-01T06:53:50.692Z
sensor.shelly_pro_3_em_netzbezug,307,2025-12-01T06:58:54.567Z
sensor.shelly_pro_3_em_netzbezug,255,2025-12-01T07:04:20.599Z
sensor.shelly_pro_3_em_netzbezug,244,2025-12-01T07:09:20.562Z
sensor.shelly_pro_3_em_netzbezug,251,2025-12-01T07:13:46.588Z
sensor.shelly_pro_3_em_netzbezug,264,2025-12-01T07:18:56.555Z
sensor.shelly_pro_3_em_netzbezug,255,2025-12-01T07:24:24.608Z
sensor.shelly_pro_3_em_netzbezug,272,2025-12-01T07:29:24.568Z
sensor.shelly_pro_3_em_netzbezug,237,2025-12-01T07:34:53.593Z
sensor.shelly_pro_3_em_netzbezug,234,2025-12-01T07:38:53.662Z
sensor.shelly_pro_3_em_netzbezug,235,2025-12-01T07:44:21.694Z
sensor.shelly_pro_3_em_netzbezug,247,2025-12-01T07:49:23.801Z
sensor.shelly_pro_3_em_netzbezug,291,2025-12-01T07:54:52.491Z
sensor.shelly_pro_3_em_netzbezug,255,2025-12-01T07:59:53.564Z
sensor.shelly_pro_3_em_netzbezug,187,2025-12-01T08:05:19.523Z
sensor.shelly_pro_3_em_netzbezug,181,2025-12-01T08:09:19.567Z
sensor.shelly_pro_3_em_netzbezug,180,2025-12-01T08:14:19.562Z
sensor.shelly_pro_3_em_netzbezug,160,2025-12-01T08:19:49.564Z
sensor.shelly_pro_3_em_netzbezug,162,2025-12-01T08:29:17.568Z
sensor.shelly_pro_3_em_netzbezug,159,2025-12-01T08:34:17.597Z
sensor.shelly_pro_3_em_netzbezug,164,2025-12-01T08:39:45.577Z
sensor.shelly_pro_3_em_netzbezug,162,2025-12-01T08:44:47.588Z
sensor.shelly_pro_3_em_netzbezug,0,2025-12-01T08:49:14.603Z
sensor.shelly_pro_3_em_netzbezug,1,2025-12-01T11:26:11.572Z
sensor.shelly_pro_3_em_netzbezug,0,2025-12-01T11:31:11.576Z
sensor.shelly_pro_3_em_netzbezug,952,2025-12-01T11:51:04.609Z
sensor.shelly_pro_3_em_netzbezug,729,2025-12-01T11:56:32.579Z
sensor.shelly_pro_3_em_netzbezug,1169,2025-12-01T12:00:32.652Z
sensor.shelly_pro_3_em_netzbezug,0,2025-12-01T12:06:00.463Z
sensor.shelly_pro_3_em_netzbezug,1,2025-12-01T12:37:21.482Z
sensor.shelly_pro_3_em_netzbezug,0,2025-12-01T12:41:21.588Z
sensor.shelly_pro_3_em_netzbezug,230,2025-12-01T15:22:06.620Z
sensor.shelly_pro_3_em_netzbezug,222,2025-12-01T15:27:33.591Z
sensor.shelly_pro_3_em_netzbezug,229,2025-12-01T15:32:33.568Z
sensor.shelly_pro_3_em_netzbezug,219,2025-12-01T15:36:59.592Z
