entity_id,state,last_changed
sensor.shelly_pro_3_em_netzbezug,720,2025-12-02T23:00:00.000Z
sensor.shelly_pro_3_em_netzbezug,727,2025-12-02T23:01:23.275Z
sensor.shelly_pro_3_em_netzbezug,737,2025-12-02T23:06:23.273Z
sensor.shelly_pro_3_em_netzbezug,733,2025-12-02T23:11:49.271Z
sensor.shelly_pro_3_em_netzbezug,722,2025-12-02T23:16:49.335Z
sensor.shelly_pro_3_em_netzbezug,753,2025-12-02T23:22:15.275Z
sensor.shelly_pro_3_em_netzbezug,766,2025-12-02T23:27:15.283Z
sensor.shelly_pro_3_em_netzbezug,744,2025-12-02T23:31:40.269Z
sensor.shelly_pro_3_em_netzbezug,2573,2025-12-02T23:32:40.262Z
sensor.shelly_pro_3_em_netzbezug,2566,2025-12-02T23:33:40.265Z
sensor.shelly_pro_3_em_netzbezug,2561,2025-12-02T23:34:40.263Z
sensor.shelly_pro_3_em_netzbezug,2563,2025-12-02T23:35:40.273Z
sensor.shelly_pro_3_em_netzbezug,2562,2025-12-02T23:36:40.265Z
sensor.shelly_pro_3_em_netzbezug,2556,2025-12-02T23:37:40.268Z
sensor.shelly_pro_3_em_netzbezug,2552,2025-12-02T23:42:05.275Z
sensor.shelly_pro_3_em_netzbezug,759,2025-12-02T23:47:05.276Z
sensor.shelly_pro_3_em_netzbezug,238,2025-12-02T23:52:30.275Z
sensor.shelly_pro_3_em_netzbezug,235,2025-12-02T23:57:30.275Z
sensor.shelly_pro_3_em_netzbezug,242,2025-12-03T00:01:55.274Z
sensor.shelly_pro_3_em_netzbezug,241,2025-12-03T00:06:55.279Z
sensor.shelly_pro_3_em_netzbezug,415,2025-12-03T00:12:20.286Z
sensor.shelly_pro_3_em_netzbezug,263,2025-12-03T00:17:20.269Z
sensor.shelly_pro_3_em_netzbezug,254,2025-12-03T00:22:45.274Z
sensor.shelly_pro_3_em_netzbezug,236,2025-12-03T00:26:45.296Z
sensor.shelly_pro_3_em_netzbezug,206,2025-12-03T00:33:10.276Z
sensor.shelly_pro_3_em_netzbezug,211,2025-12-03T00:37:10.296Z
sensor.shelly_pro_3_em_netzbezug,240,2025-12-03T00:42:35.363Z
sensor.shelly_pro_3_em_netzbezug,227,2025-12-03T00:47:35.284Z
sensor.shelly_pro_3_em_netzbezug,210,2025-12-03T00:53:00.354Z
sensor.shelly_pro_3_em_netzbezug,234,2025-12-03T00:57:00.265Z
sensor.shelly_pro_3_em_netzbezug,225,2025-12-03T01:02:00.281Z
sensor.shelly_pro_3_em_netzbezug,187,2025-12-03T01:07:25.270Z
sensor.shelly_pro_3_em_netzbezug,185,2025-12-03T01:12:25.281Z
sensor.shelly_pro_3_em_netzbezug,184,2025-12-03T01:17:50.280Z
sensor.shelly_pro_3_em_netzbezug,207,2025-12-03T01:22:50.275Z
sensor.shelly_pro_3_em_netzbezug,205,2025-12-03T01:27:15.273Z
sensor.shelly_pro_3_em_netzbezug,203,2025-12-03T01:32:15.268Z
sensor.shelly_pro_3_em_netzbezug,200,2025-12-03T01:37:40.280Z
sensor.shelly_pro_3_em_netzbezug,180,2025-12-03T01:48:05.270Z
sensor.shelly_pro_3_em_netzbezug,182,2025-12-03T01:53:05.280Z
sensor.shelly_pro_3_em_netzbezug,188,2025-12-03T01:57:30.268Z
sensor.shelly_pro_3_em_netzbezug,181,2025-12-03T02:02:30.272Z
sensor.shelly_pro_3_em_netzbezug,205,2025-12-03T02:07:56.271Z
sensor.shelly_pro_3_em_netzbezug,182,2025-12-03T02:12:56.283Z
sensor.shelly_pro_3_em_netzbezug,180,2025-12-03T02:18:21.274Z
sensor.shelly_pro_3_em_netzbezug,181,2025-12-03T02:23:21.271Z
sensor.shelly_pro_3_em_netzbezug,182,2025-12-03T02:27:47.276Z
sensor.shelly_pro_3_em_netzbezug,210,2025-12-03T02:32:47.270Z
sensor.shelly_pro_3_em_netzbezug,205,2025-12-03T02:38:12.280Z
sensor.shelly_pro_3_em_netzbezug,202,2025-12-03T02:43:12.277Z
sensor.shelly_pro_3_em_netzbezug,198,2025-12-03T02:48:37.283Z
sensor.shelly_pro_3_em_netzbezug,209,2025-12-03T02:53:37.267Z
sensor.shelly_pro_3_em_netzbezug,200,2025-12-03T02:59:02.272Z
sensor.shelly_pro_3_em_netzbezug,197,2025-12-03T03:03:02.294Z
sensor.shelly_pro_3_em_netzbezug,209,2025-12-03T03:08:27.370Z
sensor.shelly_pro_3_em_netzbezug,2755,2025-12-03T03:13:27.298Z
sensor.shelly_pro_3_em_netzbezug,2763,2025-12-03T03:18:52.461Z
sensor.shelly_pro_3_em_netzbezug,247,2025-12-03T03:23:52.289Z
sensor.shelly_pro_3_em_netzbezug,243,2025-12-03T03:33:17.299Z
sensor.shelly_pro_3_em_netzbezug,180,2025-12-03T03:38:17.267Z
sensor.shelly_pro_3_em_netzbezug,268,2025-12-03T03:43:42.274Z
sensor.shelly_pro_3_em_netzbezug,263,2025-12-03T03:48:42.282Z
sensor.shelly_pro_3_em_netzbezug,267,2025-12-03T03:53:07.273Z
sensor.shelly_pro_3_em_netzbezug,264,2025-12-03T03:59:07.277Z
sensor.shelly_pro_3_em_netzbezug,272,2025-12-03T04:03:32.291Z
sensor.shelly_pro_3_em_netzbezug,235,2025-12-03T04:08:32.356Z
sensor.shelly_pro_3_em_netzbezug,260,2025-12-03T04:13:57.388Z
sensor.shelly_pro_3_em_netzbezug,198,2025-12-03T04:18:57.307Z
sensor.shelly_pro_3_em_netzbezug,380,2025-12-03T04:23:22.274Z
sensor.shelly_pro_3_em_netzbezug,178,2025-12-03T04:28:22.272Z
sensor.shelly_pro_3_em_netzbezug,362,2025-12-03T04:33:48.371Z
sensor.shelly_pro_3_em_netzbezug,203,2025-12-03T04:38:48.278Z
sensor.shelly_pro_3_em_netzbezug,382,2025-12-03T04:44:14.279Z
sensor.shelly_pro_3_em_netzbezug,318,2025-12-03T04:49:14.279Z
sensor.shelly_pro_3_em_netzbezug,298,2025-12-03T04:53:39.280Z
sensor.shelly_pro_3_em_netzbezug,408,2025-12-03T04:58:39.272Z
sensor.shelly_pro_3_em_netzbezug,489,2025-12-03T05:04:04.334Z
sensor.shelly_pro_3_em_netzbezug,190,2025-12-03T05:09:04.281Z
sensor.shelly_pro_3_em_netzbezug,178,2025-12-03T05:14:29.271Z
sensor.shelly_pro_3_em_netzbezug,216,2025-12-03T05:19:29.303Z
sensor.shelly_pro_3_em_netzbezug,201,2025-12-03T05:28:54.295Z
sensor.shelly_pro_3_em_netzbezug,268,2025-12-03T05:34:19.380Z
sensor.shelly_pro_3_em_netzbezug,269,2025-12-03T05:39:19.298Z
sensor.shelly_pro_3_em_netzbezug,219,2025-12-03T05:44:44.378Z
sensor.shelly_pro_3_em_netzbezug,239,2025-12-03T05:49:44.328Z
sensor.shelly_pro_3_em_netzbezug,240,2025-12-03T05:55:10.384Z
sensor.shelly_pro_3_em_netzbezug,217,2025-12-03T05:59:10.284Z
sensor.shelly_pro_3_em_netzbezug,200,2025-12-03T06:04:10.281Z
sensor.shelly_pro_3_em_netzbezug,202,2025-12-03T06:09:36.287Z
sensor.shelly_pro_3_em_netzbezug,1649,2025-12-03T06:14:36.279Z
sensor.shelly_pro_3_em_netzbezug,1667,2025-12-03T06:20:01.293Z
sensor.shelly_pro_3_em_netzbezug,218,2025-12-03T06:25:01.301Z
sensor.shelly_pro_3_em_netzbezug,259,2025-12-03T06:29:27.332Z
sensor.shelly_pro_3_em_netzbezug,268,2025-12-03T06:34:27.288Z
sensor.shelly_pro_3_em_netzbezug,257,2025-12-03T06:39:52.300Z
sensor.shelly_pro_3_em_netzbezug,316,2025-12-03T06:44:52.277Z
sensor.shelly_pro_3_em_netzbezug,237,2025-12-03T06:49:17.284Z
sensor.shelly_pro_3_em_netzbezug,231,2025-12-03T06:55:17.281Z
sensor.shelly_pro_3_em_netzbezug,240,2025-12-03T06:59:43.281Z
sensor.shelly_pro_3_em_netzbezug,191,2025-12-03T07:04:43.289Z
sensor.shelly_pro_3_em_netzbezug,192,2025-12-03T07:10:09.298Z
sensor.shelly_pro_3_em_netzbezug,191,2025-12-03T07:15:09.284Z
sensor.shelly_pro_3_em_netzbezug,204,2025-12-03T07:19:35.328Z
sensor.shelly_pro_3_em_netzbezug,209,2025-12-03T07:24:35.299Z
sensor.shelly_pro_3_em_netzbezug,260,2025-12-03T07:30:01.297Z
sensor.shelly_pro_3_em_netzbezug,218,2025-12-03T07:35:01.306Z
sensor.shelly_pro_3_em_netzbezug,220,2025-12-03T07:40:27.305Z
sensor.shelly_pro_3_em_netzbezug,199,2025-12-03T07:45:27.286Z
sensor.shelly_pro_3_em_netzbezug,188,2025-12-03T07:50:53.285Z
sensor.shelly_pro_3_em_netzbezug,210,2025-12-03T07:54:53.312Z
sensor.shelly_pro_3_em_netzbezug,245,2025-12-03T08:00:19.383Z
sensor.shelly_pro_3_em_netzbezug,192,2025-12-03T08:05:19.301Z
sensor.shelly_pro_3_em_netzbezug,256,2025-12-03T08:10:44.372Z
sensor.shelly_pro_3_em_netzbezug,253,2025-12-03T08:15:44.358Z
sensor.shelly_pro_3_em_netzbezug,247,2025-12-03T08:21:09.367Z
sensor.shelly_pro_3_em_netzbezug,243,2025-12-03T08:25:09.292Z
sensor.shelly_pro_3_em_netzbezug,222,2025-12-03T08:30:09.306Z
sensor.shelly_pro_3_em_netzbezug,254,2025-12-03T08:35:34.300Z
sensor.shelly_pro_3_em_netzbezug,249,2025-12-03T08:40:34.297Z
sensor.shelly_pro_3_em_netzbezug,246,2025-12-03T08:50:59.308Z
sensor.shelly_pro_3_em_netzbezug,241,2025-12-03T08:55:24.311Z
sensor.shelly_pro_3_em_netzbezug,235,2025-12-03T09:00:24.294Z
sensor.shelly_pro_3_em_netzbezug,257,2025-12-03T09:01:24.296Z
sensor.shelly_pro_3_em_netzbezug,325,2025-12-03T09:02:49.395Z
sensor.shelly_pro_3_em_netzbezug,264,2025-12-03T09:03:49.295Z
sensor.shelly_pro_3_em_netzbezug,266,2025-12-03T09:04:49.286Z
sensor.shelly_pro_3_em_netzbezug,269,2025-12-03T09:05:49.290Z
sensor.shelly_pro_3_em_netzbezug,298,2025-12-03T09:10:49.294Z
sensor.shelly_pro_3_em_netzbezug,215,2025-12-03T09:15:14.301Z
sensor.shelly_pro_3_em_netzbezug,221,2025-12-03T09:21:14.290Z
sensor.shelly_pro_3_em_netzbezug,1698,2025-12-03T09:25:39.299Z
sensor.shelly_pro_3_em_netzbezug,1804,2025-12-03T09:30:39.294Z
sensor.shelly_pro_3_em_netzbezug,141,2025-12-03T09:36:04.296Z
sensor.shelly_pro_3_em_netzbezug,195,2025-12-03T09:41:04.950Z
sensor.shelly_pro_3_em_netzbezug,186,2025-12-03T09:45:31.329Z
sensor.shelly_pro_3_em_netzbezug,175,2025-12-03T09:50:31.300Z
sensor.shelly_pro_3_em_netzbezug,187,2025-12-03T09:55:57.298Z
sensor.shelly_pro_3_em_netzbezug,181,2025-12-03T10:00:57.310Z
sensor.shelly_pro_3_em_netzbezug,147,2025-12-03T10:06:23.296Z
sensor.shelly_pro_3_em_netzbezug,133,2025-12-03T10:11:23.287Z
sensor.shelly_pro_3_em_netzbezug,134,2025-12-03T10:12:23.286Z
sensor.shelly_pro_3_em_netzbezug,135,2025-12-03T10:14:23.288Z
sensor.shelly_pro_3_em_netzbezug,131,2025-12-03T10:15:49.402Z
sensor.shelly_pro_3_em_netzbezug,132,2025-12-03T10:16:49.301Z
sensor.shelly_pro_3_em_netzbezug,130,2025-12-03T10:20:49.338Z
sensor.shelly_pro_3_em_netzbezug,137,2025-12-03T10:26:15.377Z
sensor.shelly_pro_3_em_netzbezug,126,2025-12-03T10:31:15.367Z
sensor.shelly_pro_3_em_netzbezug,141,2025-12-03T10:36:41.376Z
sensor.shelly_pro_3_em_netzbezug,162,2025-12-03T10:40:41.289Z
sensor.shelly_pro_3_em_netzbezug,159,2025-12-03T10:41:41.287Z
sensor.shelly_pro_3_em_netzbezug,158,2025-12-03T10:42:41.311Z
sensor.shelly_pro_3_em_netzbezug,154,2025-12-03T10:43:41.287Z
sensor.shelly_pro_3_em_netzbezug,155,2025-12-03T10:45:41.309Z
sensor.shelly_pro_3_em_netzbezug,154,2025-12-03T10:47:07.391Z
sensor.shelly_pro_3_em_netzbezug,161,2025-12-03T10:51:07.294Z
sensor.shelly_pro_3_em_netzbezug,168,2025-12-03T10:56:07.294Z
sensor.shelly_pro_3_em_netzbezug,145,2025-12-03T11:01:33.360Z
sensor.shelly_pro_3_em_netzbezug,170,2025-12-03T11:06:33.296Z
sensor.shelly_pro_3_em_netzbezug,166,2025-12-03T11:16:58.375Z
sensor.shelly_pro_3_em_netzbezug,148,2025-12-03T11:21:25.315Z
sensor.shelly_pro_3_em_netzbezug,131,2025-12-03T11:31:51.310Z
sensor.shelly_pro_3_em_netzbezug,130,2025-12-03T11:36:51.308Z
sensor.shelly_pro_3_em_netzbezug,138,2025-12-03T11:41:17.310Z
sensor.shelly_pro_3_em_netzbezug,139,2025-12-03T11:46:17.311Z
sensor.shelly_pro_3_em_netzbezug,157,2025-12-03T11:51:43.295Z
sensor.shelly_pro_3_em_netzbezug,140,2025-12-03T11:56:43.298Z
sensor.shelly_pro_3_em_netzbezug,257,2025-12-03T12:02:09.319Z
sensor.shelly_pro_3_em_netzbezug,101,2025-12-03T12:07:09.355Z
sensor.shelly_pro_3_em_netzbezug,114,2025-12-03T12:11:35.303Z
sensor.shelly_pro_3_em_netzbezug,110,2025-12-03T12:16:35.303Z
sensor.shelly_pro_3_em_netzbezug,107,2025-12-03T12:22:02.311Z
sensor.shelly_pro_3_em_netzbezug,147,2025-12-03T12:27:02.304Z
sensor.shelly_pro_3_em_netzbezug,151,2025-12-03T12:32:28.892Z
sensor.shelly_pro_3_em_netzbezug,165,2025-12-03T12:37:29.301Z
sensor.shelly_pro_3_em_netzbezug,164,2025-12-03T12:42:55.318Z
sensor.shelly_pro_3_em_netzbezug,177,2025-12-03T12:46:55.422Z
sensor.shelly_pro_3_em_netzbezug,182,2025-12-03T12:52:21.399Z
sensor.shelly_pro_3_em_netzbezug,178,2025-12-03T12:57:21.320Z
sensor.shelly_pro_3_em_netzbezug,184,2025-12-03T13:02:47.385Z
sensor.shelly_pro_3_em_netzbezug,182,2025-12-03T13:06:47.288Z
sensor.shelly_pro_3_em_netzbezug,165,2025-12-03T13:13:13.445Z
sensor.shelly_pro_3_em_netzbezug,158,2025-12-03T13:17:13.328Z
sensor.shelly_pro_3_em_netzbezug,135,2025-12-03T13:22:13.370Z
sensor.shelly_pro_3_em_netzbezug,132,2025-12-03T13:27:39.286Z
sensor.shelly_pro_3_em_netzbezug,160,2025-12-03T13:32:39.304Z
sensor.shelly_pro_3_em_netzbezug,173,2025-12-03T13:37:05.290Z
sensor.shelly_pro_3_em_netzbezug,175,2025-12-03T13:38:05.300Z
sensor.shelly_pro_3_em_netzbezug,173,2025-12-03T13:39:05.325Z
sensor.shelly_pro_3_em_netzbezug,159,2025-12-03T13:41:05.293Z
sensor.shelly_pro_3_em_netzbezug,162,2025-12-03T13:42:05.294Z
sensor.shelly_pro_3_em_netzbezug,167,2025-12-03T13:47:31.296Z
sensor.shelly_pro_3_em_netzbezug,173,2025-12-03T13:52:31.294Z
sensor.shelly_pro_3_em_netzbezug,177,2025-12-03T13:57:57.349Z
sensor.shelly_pro_3_em_netzbezug,167,2025-12-03T14:02:57.296Z
sensor.shelly_pro_3_em_netzbezug,168,2025-12-03T14:07:23.302Z
sensor.shelly_pro_3_em_netzbezug,169,2025-12-03T14:12:23.314Z
sensor.shelly_pro_3_em_netzbezug,171,2025-12-03T14:17:49.295Z
sensor.shelly_pro_3_em_netzbezug,192,2025-12-03T14:22:49.295Z
sensor.shelly_pro_3_em_netzbezug,191,2025-12-03T14:28:14.363Z
sensor.shelly_pro_3_em_netzbezug,193,2025-12-03T14:33:14.305Z
sensor.shelly_pro_3_em_netzbezug,215,2025-12-03T14:37:39.291Z
sensor.shelly_pro_3_em_netzbezug,219,2025-12-03T14:39:39.318Z
sensor.shelly_pro_3_em_netzbezug,215,2025-12-03T14:40:39.280Z
sensor.shelly_pro_3_em_netzbezug,216,2025-12-03T14:41:39.282Z
sensor.shelly_pro_3_em_netzbezug,217,2025-12-03T14:42:39.292Z
sensor.shelly_pro_3_em_netzbezug,215,2025-12-03T14:43:39.289Z
sensor.shelly_pro_3_em_netzbezug,251,2025-12-03T14:48:04.316Z
sensor.shelly_pro_3_em_netzbezug,305,2025-12-03T14:53:04.291Z
sensor.shelly_pro_3_em_netzbezug,262,2025-12-03T14:58:30.295Z
sensor.shelly_pro_3_em_netzbezug,275,2025-12-03T15:03:30.297Z
sensor.shelly_pro_3_em_netzbezug,257,2025-12-03T15:08:55.282Z
sensor.shelly_pro_3_em_netzbezug,252,2025-12-03T15:12:55.343Z
sensor.shelly_pro_3_em_netzbezug,243,2025-12-03T15:18:20.391Z
sensor.shelly_pro_3_em_netzbezug,237,2025-12-03T15:23:20.315Z
sensor.shelly_pro_3_em_netzbezug,255,2025-12-03T15:28:45.372Z
sensor.shelly_pro_3_em_netzbezug,258,2025-12-03T15:32:45.312Z
sensor.shelly_pro_3_em_netzbezug,255,2025-12-03T15:39:10.393Z
sensor.shelly_pro_3_em_netzbezug,251,2025-12-03T15:43:10.292Z
sensor.shelly_pro_3_em_netzbezug,244,2025-12-03T15:48:10.317Z
sensor.shelly_pro_3_em_netzbezug,236,2025-12-03T15:53:36.327Z
sensor.shelly_pro_3_em_netzbezug,227,2025-12-03T15:58:36.297Z
sensor.shelly_pro_3_em_netzbezug,200,2025-12-03T16:03:01.288Z
sensor.shelly_pro_3_em_netzbezug,324,2025-12-03T16:08:01.324Z
sensor.shelly_pro_3_em_netzbezug,322,2025-12-03T16:13:27.294Z
sensor.shelly_pro_3_em_netzbezug,317,2025-12-03T16:18:27.281Z
sensor.shelly_pro_3_em_netzbezug,477,2025-12-03T16:28:53.304Z
sensor.shelly_pro_3_em_netzbezug,949,2025-12-03T16:33:19.286Z
sensor.shelly_pro_3_em_netzbezug,335,2025-12-03T16:38:19.282Z
sensor.shelly_pro_3_em_netzbezug,331,2025-12-03T16:43:44.295Z
sensor.shelly_pro_3_em_netzbezug,7078,2025-12-03T16:48:44.286Z
sensor.shelly_pro_3_em_netzbezug,4005,2025-12-03T16:54:09.283Z
sensor.shelly_pro_3_em_netzbezug,1518,2025-12-03T16:59:09.292Z
sensor.shelly_pro_3_em_netzbezug,392,2025-12-03T17:03:35.287Z
sensor.shelly_pro_3_em_netzbezug,280,2025-12-03T17:08:35.444Z
sensor.shelly_pro_3_em_netzbezug,unavailable,2025-12-03T17:14:08.716Z
sensor.shelly_pro_3_em_netzbezug,307,2025-12-03T17:14:08.866Z
sensor.shelly_pro_3_em_netzbezug,285,2025-12-03T17:19:08.697Z
sensor.shelly_pro_3_em_netzbezug,279,2025-12-03T17:24:34.705Z
sensor.shelly_pro_3_em_netzbezug,358,2025-12-03T17:28:34.752Z
sensor.shelly_pro_3_em_netzbezug,403,2025-12-03T17:33:59.836Z
sensor.shelly_pro_3_em_netzbezug,348,2025-12-03T17:38:59.767Z
sensor.shelly_pro_3_em_netzbezug,362,2025-12-03T17:44:25.832Z
sensor.shelly_pro_3_em_netzbezug,348,2025-12-03T17:49:25.714Z
sensor.shelly_pro_3_em_netzbezug,216,2025-12-03T17:54:51.830Z
sensor.shelly_pro_3_em_netzbezug,225,2025-12-03T17:58:51.726Z
sensor.shelly_pro_3_em_netzbezug,197,2025-12-03T18:03:51.758Z
sensor.shelly_pro_3_em_netzbezug,195,2025-12-03T18:09:16.711Z
sensor.shelly_pro_3_em_netzbezug,204,2025-12-03T18:14:16.690Z
sensor.shelly_pro_3_em_netzbezug,199,2025-12-03T18:19:41.698Z
sensor.shelly_pro_3_em_netzbezug,198,2025-12-03T18:24:41.690Z
sensor.shelly_pro_3_em_netzbezug,208,2025-12-03T18:29:06.703Z
sensor.shelly_pro_3_em_netzbezug,199,2025-12-03T18:34:06.703Z
sensor.shelly_pro_3_em_netzbezug,211,2025-12-03T18:39:31.695Z
sensor.shelly_pro_3_em_netzbezug,201,2025-12-03T18:44:31.697Z
sensor.shelly_pro_3_em_netzbezug,197,2025-12-03T18:49:56.688Z
sensor.shelly_pro_3_em_netzbezug,205,2025-12-03T18:59:21.693Z
sensor.shelly_pro_3_em_netzbezug,196,2025-12-03T19:04:21.694Z
sensor.shelly_pro_3_em_netzbezug,197,2025-12-03T19:09:47.695Z
sensor.shelly_pro_3_em_netzbezug,196,2025-12-03T19:14:47.686Z
sensor.shelly_pro_3_em_netzbezug,175,2025-12-03T19:20:12.716Z
sensor.shelly_pro_3_em_netzbezug,183,2025-12-03T19:29:37.697Z
sensor.shelly_pro_3_em_netzbezug,196,2025-12-03T19:34:37.713Z
sensor.shelly_pro_3_em_netzbezug,198,2025-12-03T19:40:02.692Z
sensor.shelly_pro_3_em_netzbezug,197,2025-12-03T19:45:02.694Z
sensor.shelly_pro_3_em_netzbezug,195,2025-12-03T19:55:27.699Z
sensor.shelly_pro_3_em_netzbezug,196,2025-12-03T20:00:52.704Z
sensor.shelly_pro_3_em_netzbezug,197,2025-12-03T20:04:52.724Z
sensor.shelly_pro_3_em_netzbezug,205,2025-12-03T20:10:17.839Z
sensor.shelly_pro_3_em_netzbezug,176,2025-12-03T20:15:17.702Z
sensor.shelly_pro_3_em_netzbezug,183,2025-12-03T20:20:42.834Z
sensor.shelly_pro_3_em_netzbezug,248,2025-12-03T20:24:42.698Z
sensor.shelly_pro_3_em_netzbezug,288,2025-12-03T20:29:42.694Z
sensor.shelly_pro_3_em_netzbezug,254,2025-12-03T20:35:07.694Z
sensor.shelly_pro_3_em_netzbezug,252,2025-12-03T20:40:07.693Z
sensor.shelly_pro_3_em_netzbezug,242,2025-12-03T20:45:32.686Z
sensor.shelly_pro_3_em_netzbezug,365,2025-12-03T20:50:32.700Z
sensor.shelly_pro_3_em_netzbezug,368,2025-12-03T20:54:57.739Z
sensor.shelly_pro_3_em_netzbezug,349,2025-12-03T20:59:57.736Z
sensor.shelly_pro_3_em_netzbezug,337,2025-12-03T21:05:23.710Z
sensor.shelly_pro_3_em_netzbezug,346,2025-12-03T21:10:23.695Z
sensor.shelly_pro_3_em_netzbezug,367,2025-12-03T21:15:48.690Z
