entity_id,value,timestamp,iso_time
sensor.shelly_pro_3_em_netzbezug,197,1771196400.0,2026-02-16T00:00:00
sensor.shelly_pro_3_em_netzbezug,178,1771196483.8866727,2026-02-16T00:01:23.886673
sensor.shelly_pro_3_em_netzbezug,184,1771197088.8905854,2026-02-16T00:11:28.890585
sensor.shelly_pro_3_em_netzbezug,203,1771197388.8888323,2026-02-16T00:16:28.888832
sensor.shelly_pro_3_em_netzbezug,196,1771197693.8839176,2026-02-16T00:21:33.883918
sensor.shelly_pro_3_em_netzbezug,194,1771197993.8868637,2026-02-16T00:26:33.886864
sensor.shelly_pro_3_em_netzbezug,222,1771198598.8631504,2026-02-16T00:36:38.863150
sensor.shelly_pro_3_em_netzbezug,197,1771198913.8828106,2026-02-16T00:41:53.882811
sensor.shelly_pro_3_em_netzbezug,210,1771199213.8658242,2026-02-16T00:46:53.865824
sensor.shelly_pro_3_em_netzbezug,200,1771199518.8798697,2026-02-16T00:51:58.879870
sensor.shelly_pro_3_em_netzbezug,222,1771199818.8724506,2026-02-16T00:56:58.872451
sensor.shelly_pro_3_em_netzbezug,220,1771200123.8917334,2026-02-16T01:02:03.891733
sensor.shelly_pro_3_em_netzbezug,217,1771200423.8845034,2026-02-16T01:07:03.884503
sensor.shelly_pro_3_em_netzbezug,212,1771200738.9400449,2026-02-16T01:12:18.940045
sensor.shelly_pro_3_em_netzbezug,194,1771201038.8670104,2026-02-16T01:17:18.867010
sensor.shelly_pro_3_em_netzbezug,176,1771201643.8883264,2026-02-16T01:27:23.888326
sensor.shelly_pro_3_em_netzbezug,222,1771201948.8804727,2026-02-16T01:32:28.880473
sensor.shelly_pro_3_em_netzbezug,195,1771202248.8633387,2026-02-16T01:37:28.863339
sensor.shelly_pro_3_em_netzbezug,215,1771202853.8615751,2026-02-16T01:47:33.861575
sensor.shelly_pro_3_em_netzbezug,217,1771203158.902645,2026-02-16T01:52:38.902645
sensor.shelly_pro_3_em_netzbezug,198,1771203458.8636649,2026-02-16T01:57:38.863665
sensor.shelly_pro_3_em_netzbezug,196,1771203763.9153745,2026-02-16T02:02:43.915375
sensor.shelly_pro_3_em_netzbezug,216,1771204368.8855171,2026-02-16T02:12:48.885517
sensor.shelly_pro_3_em_netzbezug,192,1771204668.8628118,2026-02-16T02:17:48.862812
sensor.shelly_pro_3_em_netzbezug,195,1771204973.877246,2026-02-16T02:22:53.877246
sensor.shelly_pro_3_em_netzbezug,192,1771205273.8657136,2026-02-16T02:27:53.865714
sensor.shelly_pro_3_em_netzbezug,176,1771205578.899188,2026-02-16T02:32:58.899188
sensor.shelly_pro_3_em_netzbezug,198,1771205878.8696783,2026-02-16T02:37:58.869678
sensor.shelly_pro_3_em_netzbezug,196,1771206184.0464463,2026-02-16T02:43:04.046446
sensor.shelly_pro_3_em_netzbezug,231,1771206483.8651433,2026-02-16T02:48:03.865143
sensor.shelly_pro_3_em_netzbezug,213,1771206788.8902106,2026-02-16T02:53:08.890211
sensor.shelly_pro_3_em_netzbezug,211,1771207088.856098,2026-02-16T02:58:08.856098
sensor.shelly_pro_3_em_netzbezug,193,1771207393.8985283,2026-02-16T03:03:13.898528
