entity_id,state,last_changed
sensor.solarbank_3_e2700_pro_solarleistung,0,2025-11-23T23:00:00.000Z
sensor.solarbank_3_e2700_pro_solarleistung,8,2025-11-24T07:42:06.488Z
sensor.solarbank_3_e2700_pro_solarleistung,10,2025-11-24T07:43:06.497Z
sensor.solarbank_3_e2700_pro_solarleistung,11,2025-11-24T07:45:06.502Z
sensor.solarbank_3_e2700_pro_solarleistung,13,2025-11-24T07:47:32.508Z
sensor.solarbank_3_e2700_pro_solarleistung,14,2025-11-24T07:52:32.511Z
sensor.solarbank_3_e2700_pro_solarleistung,13,2025-11-24T07:57:58.494Z
sensor.solarbank_3_e2700_pro_solarleistung,20,2025-11-24T08:02:58.504Z
sensor.solarbank_3_e2700_pro_solarleistung,24,2025-11-24T08:04:58.543Z
sensor.solarbank_3_e2700_pro_solarleistung,25,2025-11-24T08:05:58.530Z
sensor.solarbank_3_e2700_pro_solarleistung,27,2025-11-24T08:08:24.502Z
sensor.solarbank_3_e2700_pro_solarleistung,26,2025-11-24T08:09:24.492Z
sensor.solarbank_3_e2700_pro_solarleistung,25,2025-11-24T08:12:24.496Z
sensor.solarbank_3_e2700_pro_solarleistung,28,2025-11-24T08:17:50.347Z
sensor.solarbank_3_e2700_pro_solarleistung,31,2025-11-24T08:22:50.541Z
sensor.solarbank_3_e2700_pro_solarleistung,38,2025-11-24T08:28:17.364Z
sensor.solarbank_3_e2700_pro_solarleistung,43,2025-11-24T08:33:18.491Z
sensor.solarbank_3_e2700_pro_solarleistung,39,2025-11-24T08:34:18.486Z
sensor.solarbank_3_e2700_pro_solarleistung,36,2025-11-24T08:35:18.510Z
sensor.solarbank_3_e2700_pro_solarleistung,33,2025-11-24T08:36:18.501Z
sensor.solarbank_3_e2700_pro_solarleistung,34,2025-11-24T08:38:44.348Z
sensor.solarbank_3_e2700_pro_solarleistung,39,2025-11-24T08:42:44.523Z
sensor.solarbank_3_e2700_pro_solarleistung,38,2025-11-24T08:47:44.499Z
sensor.solarbank_3_e2700_pro_solarleistung,43,2025-11-24T08:51:10.568Z
sensor.solarbank_3_e2700_pro_solarleistung,44,2025-11-24T08:52:10.516Z
sensor.solarbank_3_e2700_pro_solarleistung,43,2025-11-24T08:53:10.487Z
sensor.solarbank_3_e2700_pro_solarleistung,41,2025-11-24T08:54:10.517Z
sensor.solarbank_3_e2700_pro_solarleistung,40,2025-11-24T08:55:10.544Z
